stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,1317.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,147.11,1563.06,0,6.13,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,42.91,0,0,0,12.26,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,28.92,39.43,0,57.83,0,0,92,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,917.42,31.54,0,0,391.68,0,0,7.89,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,28.32,0,50.35,0,3.15,97.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786.74,28.32,0,0,289.52,0,0,0,0,22.03,0,0,3.15,0,0,0,0,0
 14-21,0,0,3,6,96,14,34,0,1,0,42,0,0,4,0,2,0,0,0,0,52,0,0,37,692,12,10,11,31,0,2,0,89,28,1,42,307,0,0,0,0,0
 24-34,0,0,0,1.64,25.45,1.64,74.7,0,4.93,4.93,32.83,0.82,0,0.82,0,0.82,0.82,4.1,0.82,0,87.01,0,0,39.4,938.24,2.46,30.37,9.85,0,0,3.28,0,0,8.21,0,18.06,255.29,0,0,4.93,0,0.82
 36-46,0,0,0,0,10.47,1.61,188.53,0.81,1.61,4.03,36.26,0,0,0.81,0.81,0.81,0,0.81,0,0,91.85,0,1.61,24.98,968.41,1.61,26.59,10.47,0,0,5.64,0.81,0,2.42,0,0,194.17,0,0,0.81,0,0.81
 48-58,0,0,0,0,9.75,0.57,328.22,0,1.15,4.59,67.71,0.57,0,0.57,0,0.57,0.57,1.72,0,0,129.68,0.57,3.44,20.08,817.67,0.57,11.48,5.16,0,0,2.3,0,0,1.72,0,0,168.12,0,1.15,2.3,0,1.15
 60-70,0,0,0.98,0,6.87,0,419.11,0,0,2.94,54.97,0,0,0.98,0,0,0.98,2.94,0,0,111.89,0,3.93,7.85,701.79,0.98,20.61,6.87,0,0.98,4.91,0,0,2.94,0,0,108.95,0,2.94,0.98,0,0
 72-82,0,0,1.96,0,5.89,0.98,357.32,0,0,3.93,59.88,7.85,0,2.94,0,1.96,0,2.94,0,0,163.94,0,3.93,19.63,577.22,0.98,35.34,8.83,0,2.94,2.94,0,0,0,0.98,0,47.12,0,6.87,7.85,3.93,0
 84-94,0,0,0,1.06,15.93,0,296.31,0,2.12,2.12,38.23,3.19,0,1.06,1.06,3.19,0,6.37,0,0,91.34,0,5.31,15.93,299.49,0,28.68,14.87,0,1.06,8.5,0,0,3.19,0,0,41.42,2.12,2.12,4.25,3.19,0
 96-106,0,0,0,0,9.84,3.28,162.83,0,0,2.19,39.34,8.74,0,2.19,1.09,1.09,2.19,8.74,0,0,74.31,0,3.28,9.84,237.15,0,44.81,12.02,0,2.19,4.37,0,0,1.09,0,0,17.49,0,0,3.28,2.19,0
108-118,0.77,0,1.53,0.77,12.26,0,149.36,0,1.53,3.83,27.57,1.53,0,0,0.77,2.3,0,7.66,0,0.77,60.51,0,3.06,12.26,288.77,0,29.87,13.79,0,0.77,3.06,0,0,2.3,0,0,13.02,2.3,0.77,2.3,1.53,0.77
120,0,0,0,0,7.84,1.96,105.83,0,1.96,1.96,17.64,0,0,1.96,0,1.96,0,0,0,0,19.6,0,1.96,7.84,223.42,0,23.52,13.72,0,0,1.96,0,0,3.92,0,0,9.8,0,1.96,0,0,0
