stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,922.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,735.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,15.77,0,15.77,0,0,0,52.57,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,270.76,15.77,0,0,92,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,28.32,0,6.29,0,40.91,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,358.75,15.73,0,0,116.44,0,9.44,9.44,0,18.88,0,0,0,0,0,0,0
 14-21,0,0,0,0,10,2,0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,6,0,0,5,38,1,0,0,2,0,1,0,7,0,10,21,0,0,0,0,0
 24-34,0,0,0,0,7.39,0,0,15.6,0,0,0.82,0.82,0,0,0,0,0,0,2.46,0,0,13.95,0,0,5.75,88.65,0,0,2.46,0,0,24.63,0,0,0,3.28,18.88,0,0,1.64,0,0.82
 36-46,0,0,0,0,4.03,0.81,0,19.34,0,0,0,4.03,0.81,0,1.61,0.81,0.81,0,0,0,0,15.31,1.61,0.81,8.06,107.15,0,4.83,0,0,0,10.47,0,0,0,0,34.64,0,0,3.22,0,1.61
 48-58,0,0,0,0,2.3,0,0,27.54,0,0,0.57,10.33,1.15,0,0.57,0.57,0,0,0,0,1.72,14.92,1.15,0.57,4.59,77.46,0,1.72,1.72,0,0,4.59,0,0,0,0,26.4,0,0,2.87,0,1.72
 60-70,0,0,0,0,3.93,0,0,38.28,0.98,0.98,0.98,12.76,0,0,0,0.98,0,0,0.98,0,0,34.35,0,1.96,5.89,88.34,0,1.96,0,0,0,10.8,0,0,0,0,15.7,0,1.96,3.93,0.98,0
 72-82,0,0,0,0,4.91,0,0,27.49,0.98,0.98,0.98,16.69,0.98,0,1.96,2.94,2.94,0,0,0,0,29.45,0,1.96,4.91,55.95,0,3.93,2.94,0,0,2.94,0,0,0,0,2.94,0.98,1.96,5.89,0.98,0.98
 84-94,0,0,0,0,5.31,1.06,0,28.68,0,2.12,0,9.56,5.31,0,0,1.06,1.06,2.12,3.19,1.06,0,28.68,0,1.06,6.37,32.92,1.06,0,2.12,0,0,6.37,0,0,1.06,0,2.12,0,0,5.31,2.12,1.06
 96-106,0,0,0,0,10.93,2.19,1.09,13.11,0,0,1.09,10.93,1.09,0,0,0,1.09,0,1.09,0,0,20.76,0,0,4.37,18.58,0,2.19,1.09,0,1.09,6.56,0,0,2.19,0,0,0,0,0,1.09,3.28
108-118,0,0,0.77,0,3.83,0.77,0,3.06,0,2.3,0.77,6.89,3.06,0,0,3.06,0.77,0,0.77,0,0,10.72,1.53,1.53,1.53,22.21,0.77,0.77,1.53,0,0,9.96,0,0,0.77,0,0,0,0.77,3.06,0.77,1.53
120,0,0,0,0,9.8,1.96,0,9.8,1.96,3.92,0,1.96,1.96,0,0,1.96,3.92,3.92,0,0,0,7.84,0,3.92,3.92,33.32,0,0,0,0,1.96,5.88,0,0,0,0,0,0,0,5.88,0,0
