stage,endocrine_pancreas,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,pericytes,periderm,pronephros,slow_muscle,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 24-34,0,0.82,0,0,0.82,0,0.82,0,0,0,0,0,0.82,0,0,0,0,0,1.64,0,0,1.64,0,0.82,0,0,32.01,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,1.61,0,0,0,0,0,0,0,1.61,0,0,0,0,0,1.61,0,0,1.61,0,0,0,0,61.23,0,0,0.81,0,0,0,0,0
 48-58,0,6.31,0,0,6.31,0,0,0,0.57,0,0,0,8.61,0.57,0,0,0,1.15,2.3,0,0,9.18,0,0,0,0,110.74,0,0,2.3,0,0,0.57,0,0.57
 60-70,0,30.43,0,0,23.56,0,2.94,0,1.96,0,0.98,0,16.69,4.91,0.98,0,0,4.91,1.96,0,0,34.35,0,0,0,0,377.89,0,0,1.96,0.98,0,0.98,0,2.94
 72-82,0,62.83,0.98,0,22.58,0,6.87,1.96,3.93,3.93,0,0,17.67,7.85,0.98,0.98,0,0.98,2.94,0,0.98,27.49,0,0,0,0,364.2,0,0,0,1.96,0.98,0.98,0.98,2.94
 84-94,1.06,201.79,5.31,0,36.11,1.06,57.35,3.19,3.19,13.81,0,0,54.16,48.85,0,0,0,11.68,15.93,0,2.12,23.36,1.06,0,0,0,1461.36,0,0,4.25,13.81,0,1.06,0,0
 96-106,0,315.83,7.65,1.09,67.76,1.09,68.85,0,10.93,40.44,0,1.09,49.18,65.57,4.37,2.19,1.09,30.6,27.32,1.09,3.28,81.96,1.09,1.09,0,1.09,1795.55,1.09,0,5.46,27.32,1.09,5.46,1.09,6.56
108-118,0,382.22,3.06,3.06,49.02,0,167.75,2.3,7.66,58.21,0,0.77,42.13,98.04,2.3,2.3,0.77,23.74,38.3,1.53,4.6,62.04,0,1.53,1.53,0,2029.04,0,0.77,2.3,45.96,2.3,2.3,0.77,5.36
120,0,272.41,0,0,25.48,0,76.43,0,5.88,17.64,0,0,56.83,52.91,0,0,0,3.92,29.4,0,0,47.03,0,1.96,0,0,1011.25,1.96,0,1.96,3.92,0,0,0,0
