stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,566.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,183.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,5.26,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.76,0,0,0,28.32,0,0,0,3.15,9.44,0,0,0,0,0,0,0
 14-21,0,0,1,5,194,2,0,24,0,0,0,2,3,1,0,0,3,1,0,0,8,22,0,0,11,246,6,0,0,2,0,1,0,8,2,9,45,0,0,0,0,0
 24-34,0,0,0,2.46,113.28,0,0,51.71,0,13.13,0,1.64,2.46,0,3.28,0.82,4.93,2.46,0,1.64,25.45,34.48,1.64,0,11.49,278.27,0,0.82,1.64,0,0,0.82,0,0,3.28,0,40.22,0,0,6.57,0,4.1
 36-46,0,0,0,0.81,48.34,0,0,40.28,0,12.89,0,16.92,0,2.42,4.03,0,2.42,0,0,1.61,27.39,22.56,0.81,3.22,8.86,132.13,0,1.61,0.81,0,0.81,0.81,0,0.81,0,0,29.81,0,0,2.42,0,3.22
 48-58,0,0,0,0,33.28,0,0,35.58,0,25.82,1.15,34.43,0,4.02,0.57,0.57,1.72,2.87,0.57,0,18.94,39.02,1.15,2.3,4.02,75.74,0.57,0,0.57,0,0.57,0.57,0,0,0,0,19.51,0,1.15,4.02,0,6.89
 60-70,0,0,0,0,41.22,0,0,52.02,0,13.74,0,165.88,0,0.98,1.96,0,1.96,1.96,0,0,12.76,46.13,0,8.83,3.93,124.65,1.96,2.94,0,0,0.98,1.96,0,0,0,0,34.35,0,2.94,2.94,0,7.85
 72-82,0,0,0,0,51.05,0,0,89.33,0,23.56,5.89,283.7,0,2.94,0.98,3.93,0.98,0,0,0,14.72,124.67,2.94,23.56,3.93,164.92,1.96,4.91,2.94,0,1.96,0,0,0,0.98,0,19.63,0,7.85,7.85,11.78,4.91
 84-94,0,0,0,0,98.77,2.12,0,90.27,0,53.1,0,149.75,0,4.25,1.06,2.12,0,3.19,1.06,2.12,24.43,103.02,0,24.43,3.19,94.52,0,1.06,1.06,0,0,3.19,1.06,0,0,0,5.31,1.06,3.19,7.43,14.87,5.31
 96-106,0,0,0,0,111.47,0,0,77.59,1.09,55.74,7.65,216.38,0,0,1.09,2.19,4.37,4.37,2.19,2.19,24.04,90.71,2.19,20.76,16.39,121.31,0,4.37,3.28,0,0,1.09,0,0,1.09,0,4.37,3.28,7.65,6.56,24.04,3.28
108-118,0,0,0,0,119.49,0,0.77,62.81,0,73.53,2.3,157.02,3.06,0,0,2.3,2.3,8.43,0.77,3.06,32.94,93.45,0.77,8.43,7.66,115.66,0,3.06,3.06,0,3.06,1.53,0,0,0,0,8.43,2.3,4.6,5.36,7.66,5.36
120,1.96,0,0,0,125.43,0,0,43.12,0,82.31,1.96,115.63,0,0,3.92,3.92,5.88,1.96,3.92,5.88,9.8,80.35,0,21.56,1.96,96.03,0,1.96,3.92,0,1.96,1.96,0,0,0,0,3.92,0,7.84,0,13.72,0
