stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,6.13,18.39,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,7.89,0,0,0,0,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,26.29,0,26.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,188.82,3.15,0,0,40.91,0,25.18,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,306,0,0,7,0,0,0,2,0,0,0,0,43,0,0,16,2,3,5,0,1,11,5,0,0,0,0,343,2,1,3,3,3,0,0,0,0,0
 24-34,0,0,0,0,375.13,0.82,0,5.75,0,6.57,0.82,0.82,0,0,0.82,0,151.86,0,0,22.98,10.67,6.57,26.27,0,4.93,60.74,4.1,0.82,0,0,0.82,710.04,0.82,9.03,2.46,8.21,10.67,0,0,11.49,0,0
 36-46,0,0,0,0,167.58,0,0,9.67,3.22,12.09,0,1.61,0,0,0,0.81,52.37,1.61,0,8.06,4.03,9.67,16.11,0,1.61,32.23,5.64,0.81,0,0,0,629.23,0,10.47,0,0,5.64,0,0,15.31,0,0
 48-58,0,0,0,0,88.94,1.15,0,40.17,2.3,28.12,0.57,6.31,1.15,0,0,0,24.67,3.44,0,5.16,0.57,16.07,10.9,0.57,1.72,61.4,2.3,0.57,0,0,0,972.6,0,9.75,1.72,0,8.61,0,0,20.66,0,0
 60-70,0,0,0,0,78.52,0,0,46.13,0.98,22.58,1.96,1.96,0.98,0,0,1.96,23.56,11.78,0,6.87,0.98,23.56,4.91,2.94,0.98,51.04,1.96,0,0,0,3.93,828.4,0,12.76,0.98,0,13.74,0.98,0,24.54,0,1.96
 72-82,0,0,0,0,131.54,2.94,0.98,46.14,0.98,27.49,3.93,9.82,2.94,0,0,4.91,49.08,14.72,0,8.83,0,22.58,9.82,4.91,3.93,50.06,0,0,0,0,6.87,519.3,0,28.47,1.96,0,2.94,0.98,5.89,68.72,0.98,0
 84-94,1.06,0,0,0,241.08,1.06,0,78.59,1.06,37.17,0,6.37,9.56,0,0,4.25,97.71,32.92,0,27.61,2.12,22.3,14.87,1.06,5.31,23.36,0,2.12,1.06,0,4.25,1294.62,0,61.6,2.12,0,0,5.31,4.25,60.54,1.06,0
 96-106,0,0,1.09,0,440.42,6.56,2.19,95.08,1.09,24.04,4.37,18.58,34.97,0,1.09,12.02,107.1,33.88,1.09,29.51,0,51.36,20.76,1.09,7.65,63.39,0,6.56,0,0,19.67,948.59,0,75.41,5.46,0,2.19,18.58,3.28,114.75,2.19,1.09
108-118,0.77,0,0,0.77,560.68,5.36,2.3,101.11,0,46.72,4.6,13.02,110.3,0,0,11.49,129.45,55.15,0.77,83.49,0,49.02,30.64,6.13,3.83,47.49,2.3,4.6,0,0,16.09,1198.73,0,58.98,1.53,0,1.53,40.6,0.77,87.32,3.83,1.53
120,0,0,0,0,513.46,5.88,5.88,39.2,1.96,31.36,11.76,23.52,99.95,0,0,9.8,58.79,25.48,0,66.63,0,54.87,23.52,1.96,5.88,48.99,3.92,1.96,0,1.96,19.6,785.87,0,56.83,5.88,0,1.96,19.6,5.88,139.14,1.96,0
