stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,197.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,435.2,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,10.51,0,7.89,0,0,0,26.29,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,126.18,0,0,0,65.72,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.32,6.29,0,0,28.32,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,9,2,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,233,0,4,0,0,0,1,1,0,0,4,121,0,0,0,0,0
 24-34,0,0,0,0,2.46,0,0,16.42,0,0,0,3.28,0,0,1.64,0,0.82,0.82,0,3.28,2.46,13.95,0,0,4.1,884.88,1.64,45.15,0.82,0,0,2.46,0,0,0,0.82,303.72,0,0,3.28,0,0.82
 36-46,0,0,0,0,2.42,0.81,0,70.9,0.81,0,0.81,8.86,0,0,0,0.81,0,0,0,0,0,13.7,0.81,0,4.83,1840.95,1.61,47.53,0,0,0,3.22,0,0,0,0.81,468.09,0,0,4.83,0,0.81
 48-58,0,0,0,0,8.03,1.72,0,309.28,0,1.72,1.72,21.8,0,0,2.87,1.72,0.57,0,0.57,2.3,1.15,34.43,0.57,1.15,6.31,2170.13,0,36.15,1.72,0,0,2.87,0,0,1.15,0,556.02,0,0,2.87,0,3.44
 60-70,0,0,0,0,12.76,0,0,515.3,0,0,1.96,30.43,0.98,0,2.94,0.98,0,0,0,0,0,27.48,0,0,1.96,2944.57,0,24.54,1.96,0,0,4.91,0,0.98,0.98,0,569.28,0,0,6.87,0,4.91
 72-82,0,0,1.96,0,24.54,10.8,0,803,0,2.94,5.89,76.57,0.98,0.98,3.93,0.98,1.96,1.96,0.98,0,0,62.83,0,2.94,5.89,2831.11,0,72.64,0.98,0,0.98,6.87,0,0,0,0,442.73,0,0.98,7.85,2.94,4.91
 84-94,0,0,3.19,0,38.23,6.37,1.06,538.45,1.06,0,3.19,63.72,1.06,0,3.19,5.31,0,2.12,0,3.19,0,45.67,1.06,4.25,6.37,1563.32,1.06,63.72,3.19,0,0,8.5,0,0,0,0,247.45,1.06,2.12,4.25,5.31,1.06
 96-106,0,0,1.09,0,30.6,3.28,2.19,441.51,0,3.28,2.19,72.13,7.65,0,3.28,7.65,2.19,2.19,1.09,3.28,0,50.27,1.09,0,9.84,1376.99,1.09,125.68,3.28,0,0,10.93,0,0,0,0,126.77,1.09,2.19,5.46,3.28,0
108-118,0,0,0,0,23.74,7.66,1.53,399.83,0,1.53,2.3,57.45,3.06,0,2.3,3.06,1.53,1.53,0.77,2.3,1.53,38.3,0,0,6.13,1752.52,0,62.81,0.77,0,0.77,6.13,0,0,1.53,0,107.23,2.3,2.3,1.53,0,0
120,0,0,0,0,27.44,0,0,356.68,0,7.84,1.96,37.24,0,0,1.96,9.8,3.92,1.96,0,0,0,39.2,0,1.96,5.88,1720.69,1.96,43.12,3.92,0,1.96,7.84,0,0,0,0,107.79,0,0,0,0,0
