stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,355.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,134.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,7.89,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,18.88,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,81.82,6.29,0,0,28.32,0,0,0,0,6.29,0,0,0,0,0,0,0
 14-21,0,1,0,2,12,13,0,37,0,0,0,1,3,0,1,0,0,0,0,0,0,12,0,0,11,159,1,0,2,2,0,1,0,35,1,0,63,30,0,0,0,0
 24-34,0,0,0.82,0,13.95,0.82,0,49.25,0,1.64,0.82,0.82,0.82,0,0.82,0.82,0.82,0.82,1.64,1.64,0.82,26.27,0.82,0,11.49,249.54,0,0,3.28,0.82,0,1.64,0,0.82,0,0.82,21.34,39.4,0,4.93,0,2.46
 36-46,0,0,0,0,9.67,0,0,31.42,0,4.03,0,9.67,0,0,0.81,0.81,0,0,0,0.81,0,21.75,0,0,10.47,122.46,0,3.22,3.22,0,0,4.03,0.81,0,0,0.81,0,24.17,0,1.61,0,0
 48-58,0,0,0,0,5.16,0,0,39.02,1.15,2.87,1.72,12.05,0.57,0,1.72,1.15,0.57,1.72,0.57,0.57,0.57,37.87,0.57,0.57,8.03,78.04,0.57,0,1.15,0,0,1.15,0,0,0,1.15,0,12.05,0,1.72,0,0
 60-70,0,0,0,0,6.87,0,0,53,0,2.94,1.96,29.45,3.93,0,0,1.96,1.96,0,0,0.98,0,40.24,0,1.96,4.91,78.52,1.96,0.98,1.96,0,0,4.91,0,0,0,0,0,7.85,0,1.96,0,0.98
 72-82,0,0,0,0,13.74,1.96,0,54.97,0,0.98,0.98,24.54,2.94,0,1.96,6.87,1.96,0.98,0.98,1.96,0,57.92,0.98,0,19.63,92.28,0,0.98,0,0,0,3.93,0,0,0.98,0,0,10.8,1.96,5.89,0,0.98
 84-94,0,0,0,0,19.12,7.43,1.06,37.17,0,6.37,3.19,24.43,4.25,0,1.06,4.25,4.25,2.12,1.06,2.12,0,37.17,0,1.06,12.74,60.54,3.19,1.06,2.12,0,0,26.55,0,0,2.12,0,0,2.12,1.06,6.37,0,1.06
 96-106,0,0,1.09,0,26.23,5.46,0,41.53,1.09,5.46,4.37,17.49,2.19,0,5.46,15.3,3.28,1.09,1.09,4.37,1.09,74.31,0,2.19,22.95,68.85,1.09,3.28,4.37,0,1.09,19.67,0,0,1.09,0,0,6.56,0,8.74,0,2.19
108-118,0,0,0.77,0.77,49.79,4.6,4.6,36,2.3,13.02,6.13,31.4,3.06,0,1.53,9.96,0,1.53,0,3.06,0.77,82.72,3.06,2.3,35.23,86.55,1.53,3.06,3.06,0,0,26.81,0,0,0.77,0,0,3.83,0,10.72,0.77,2.3
120,0,0,0,0,66.63,5.88,0,25.48,1.96,7.84,3.92,25.48,5.88,0,1.96,19.6,1.96,1.96,0,0,1.96,54.87,1.96,1.96,19.6,97.99,5.88,1.96,1.96,0,0,48.99,0,0,0,0,0,3.92,1.96,15.68,5.88,3.92
