stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,1,2,45,15,0,21,0,0,0,46,3,0,0,0,1,0,0,0,0,23,0,0,19,173,8,4,22,14,0,3,14,48,3,30,213,0,0,2,0,0
 24-34,0,0,0.82,9.85,0,0,32.01,0,2.46,1.64,50.07,0.82,0,2.46,0,0,0,1.64,0,0,45.15,0,0.82,18.88,269.24,3.28,16.42,14.78,0,0,7.39,0.82,16.42,0,6.57,151.86,0,0,7.39,0,0
 36-46,0,0,0,5.64,0,0,45.12,0,2.42,2.42,29.81,0,0,1.61,0,0,0.81,0.81,0,0,33.03,0,0.81,12.89,198.19,0,13.7,2.42,0,0,9.67,0,7.25,0,0,80.57,0,0,4.83,0,0
 48-58,0,0,0,6.89,0,0,65.41,0,1.72,1.15,30.41,1.72,0.57,1.72,0.57,0.57,0,1.15,0,0.57,38.44,0.57,1.15,5.16,116.48,1.15,11.48,4.59,0,0,6.89,0,4.02,0,0,50.49,0,0.57,2.87,0,0.57
 60-70,0,0,0,7.85,0,0,119.75,0.98,0,6.87,41.22,0,0,0,0,0,0,5.89,0.98,0.98,51.04,0,2.94,2.94,138.39,0,13.74,6.87,0,0,11.78,0,5.89,0,0,35.33,0,0,0,0,0
 72-82,0,2.94,0,8.83,0.98,0,92.28,0.98,2.94,5.89,37.3,3.93,0,0.98,2.94,1.96,0,8.83,0,0.98,90.31,0,0.98,5.89,95.22,0,37.3,22.58,0,0,10.8,0,3.93,0,0,29.45,1.96,2.94,4.91,0.98,0
 84-94,0,0,0,6.37,2.12,0,61.6,1.06,1.06,1.06,19.12,2.12,2.12,0,0,2.12,0,4.25,0,3.19,50.98,1.06,1.06,1.06,45.67,0,20.18,15.93,0,0,13.81,0,6.37,0,0,14.87,0,1.06,4.25,3.19,0
 96-106,0,1.09,0,5.46,3.28,1.09,25.14,0,2.19,2.19,12.02,0,0,1.09,1.09,0,1.09,7.65,2.19,0,30.6,1.09,2.19,0,32.79,0,29.51,15.3,0,0,6.56,0,3.28,0,0,13.11,0,3.28,3.28,2.19,2.19
108-118,0,0.77,0.77,13.79,0,1.53,26.81,0,1.53,1.53,21.45,1.53,0,0.77,2.3,0.77,1.53,7.66,0.77,1.53,34.47,0,0.77,2.3,48.26,0.77,17.62,22.98,0,0.77,9.19,0,1.53,0,0,9.96,0.77,0.77,2.3,2.3,0.77
120,0,0,0,11.76,0,0,27.44,0,1.96,0,17.64,1.96,0,0,1.96,1.96,0,9.8,1.96,1.96,19.6,0,0,5.88,62.71,0,39.2,15.68,0,0,5.88,0,9.8,0,0,13.72,0,0,1.96,3.92,0
