stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,10,98,25,0,41,0,1,0,7,8,2,0,0,1,0,0,2,1,27,0,0,22,347,62,1,9,7,0,44,0,39,4,6,69,137,0,0,4,0,2
 24-34,0,1.64,3.28,27.09,4.1,0,30.37,0.82,4.93,0,4.93,0,0,0,0.82,3.28,0,3.28,1.64,0,20.52,0.82,0,18.06,306.18,9.85,1.64,6.57,0,0,55.82,0,0,4.1,3.28,7.39,92.76,0,0,16.42,0,0.82
 36-46,0,0,0,21.75,1.61,0,54.79,0,6.45,2.42,16.92,1.61,0,2.42,0,0.81,0,0.81,0,3.22,47.53,1.61,0,15.31,475.34,5.64,8.86,4.03,0,0,68.48,0.81,0,4.03,4.03,0.81,125.68,0,0,19.34,0,2.42
 48-58,0.57,0.57,0,3.44,0,0,73.45,0,1.72,2.87,29.84,0.57,2.3,2.87,0,0,0,1.72,1.15,3.44,44.18,0.57,2.87,6.31,294.94,6.31,3.44,1.72,0,0,38.44,0,0,0.57,1.15,0,80.33,0,0,10.9,0,2.87
 60-70,0,0,0,13.74,0,0,117.78,1.96,8.83,2.94,42.21,7.85,0,2.94,0.98,0,0.98,0.98,8.83,1.96,76.56,3.93,1.96,4.91,317.03,6.87,4.91,4.91,0,0.98,50.06,0,0,1.96,0,0,59.87,0,0.98,8.83,0.98,1.96
 72-82,0,1.96,0,10.8,4.91,0,74.61,0,1.96,1.96,23.56,19.63,0,1.96,2.94,0.98,0,1.96,40.25,0,52.03,2.94,1.96,6.87,117.8,0.98,5.89,6.87,0,0,83.44,0.98,0,1.96,0,0,13.74,0.98,1.96,9.82,0.98,1.96
 84-94,0,7.43,1.06,70.09,27.61,5.31,191.17,3.19,24.43,6.37,45.67,43.54,4.25,4.25,6.37,14.87,3.19,16.99,176.3,8.5,108.33,8.5,9.56,9.56,344.1,5.31,23.36,16.99,0,1.06,432.25,1.06,0,19.12,7.43,0,33.99,18.05,7.43,37.17,6.37,9.56
 96-106,0,8.74,0,44.81,22.95,2.19,114.75,3.28,21.86,2.19,62.29,73.22,2.19,0,6.56,10.93,5.46,13.11,366.1,0,74.31,9.84,6.56,7.65,175.95,3.28,13.11,22.95,0,4.37,401.07,1.09,0,6.56,4.37,0,9.84,10.93,4.37,36.06,5.46,4.37
108-118,0,5.36,2.3,119.49,11.49,16.85,140.17,5.36,49.02,3.06,49.79,111.83,0.77,3.06,9.96,28.34,9.19,13.02,726.9,10.72,85.79,17.62,3.06,12.26,288,6.13,25.28,21.45,0,1.53,369.96,0,0,18.38,9.96,0,17.62,46.72,1.53,28.34,1.53,15.32
120,0,1.96,1.96,43.12,5.88,3.92,66.63,1.96,19.6,3.92,33.32,52.91,0,3.92,7.84,5.88,1.96,3.92,254.77,1.96,29.4,1.96,0,3.92,84.27,5.88,3.92,7.84,0,1.96,103.87,0,0,7.84,0,0,0,1.96,1.96,11.76,0,1.96
