stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,197.67,3004.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,104.2,1183.02,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,85.81,0,0,0,24.52,0,153.24,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,21.03,0,149.84,0,0,0,42.06,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,646.66,10.51,0,0,496.83,0,52.57,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,40.91,0,0,0,59.79,0,0,0,0,0,56.65,0,0,0,0,0,0,0,0,0,0,0,563.31,56.65,0,0,302.11,0,25.18,0,0,22.03,0,3.15,0,0,0,0,0,0
 14-21,1,0,0,3,36,3,0,4,0,1,0,4,1,9,2,0,15,0,1,0,1,6,0,0,5,106,24,3,0,0,0,173,0,14,4,10,16,61,0,0,1,0,0
 24-34,0,0,4.1,1.64,36.12,3.28,0,40.22,0.82,4.93,0.82,9.03,3.28,6.57,4.93,3.28,50.89,0,2.46,0.82,9.85,24.63,4.93,0.82,10.67,335.73,9.85,14.78,5.75,0,0,453.11,0,0,13.13,13.13,6.57,88.65,0,0,8.21,0,1.64
 36-46,0,0,0,0,27.39,0.81,0,99.1,0.81,3.22,3.22,20.95,1.61,1.61,1.61,2.42,18.53,0,3.22,0.81,46.73,47.53,12.89,1.61,14.5,580.89,7.25,21.75,2.42,0,0,435.06,0,0.81,4.83,7.25,0,162.75,0,0,4.03,0,8.06
 48-58,0,0.57,0,0.57,18.36,1.72,0,241.57,1.72,5.74,3.44,48.2,0.57,20.66,2.87,4.59,7.46,0.57,3.44,0,35,65.99,10.33,1.72,9.75,520.44,4.59,14.35,6.89,0,1.15,439.53,0.57,0,1.72,5.16,0,137.71,0,0,6.89,0,21.8
 60-70,0,0,0,0,27.48,3.93,0,605.6,2.94,9.82,3.93,58.89,2.94,10.8,0.98,8.83,15.7,2.94,4.91,1.96,13.74,103.06,7.85,1.96,12.76,646.82,2.94,19.63,10.8,0,0,427.94,0,0,2.94,8.83,0,97.17,3.93,4.91,6.87,0.98,17.67
 72-82,0,0,5.89,0,34.36,18.65,0,537.95,5.89,9.82,5.89,83.44,8.83,7.85,3.93,13.74,17.67,3.93,6.87,0,7.85,105.04,20.61,4.91,5.89,335.73,0.98,11.78,17.67,0.98,0,338.67,0,0,10.8,2.94,0,30.43,6.87,3.93,13.74,6.87,21.6
 84-94,0,0,2.12,0,60.54,4.25,1.06,354.72,6.37,19.12,2.12,39.3,12.74,8.5,2.12,19.12,30.8,5.31,3.19,3.19,13.81,79.65,15.93,4.25,5.31,164.62,5.31,18.05,13.81,0,0,715.81,0,0,2.12,6.37,0,21.24,12.74,3.19,8.5,4.25,14.87
 96-106,0,0,0,1.09,92.89,13.11,2.19,323.48,7.65,13.11,3.28,45.9,18.58,1.09,1.09,24.04,37.16,4.37,7.65,3.28,8.74,81.96,14.21,5.46,4.37,155.18,4.37,19.67,15.3,0,0,558.44,1.09,0,4.37,4.37,0,9.84,18.58,2.19,8.74,2.19,13.11
108-118,0,0,1.53,0.77,88.85,10.72,19.15,216,13.02,22.98,1.53,39.83,23.74,0,3.06,6.89,35.23,5.36,6.13,6.13,14.55,48.26,15.32,1.53,10.72,147.06,4.6,6.13,6.13,0,1.53,411.32,0,0,3.06,9.96,0,9.96,23.74,3.06,13.79,3.83,11.49
120,1.96,0,3.92,0,115.63,13.72,7.84,195.98,9.8,25.48,0,43.12,17.64,0,0,31.36,29.4,1.96,5.88,3.92,3.92,47.03,7.84,1.96,11.76,178.34,9.8,11.76,13.72,0,0,299.85,1.96,0,13.72,5.88,0,7.84,5.88,3.92,3.92,0,1.96
