stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,540.3,7695.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.38,0,0,0,0,0,0,0,0,0,0,0
  5-6,1342.39,15403.77,0,18.39,0,0,0,0,0,0,0,0,0,42.91,0,0,0,0,0,0,0,0,0,0,0,453.59,61.3,0,0,153.24,281.96,0,0,0,0,0,0,0,0,0,0,0
  7-9,191.9,207.67,0,346.99,0,2.63,0,835.93,0,0,0,0,0,304.93,0,0,0,0,0,0,0,0,0,0,0,7746.82,239.21,0,0,3094,23.66,42.06,0,0,0,0,0,0,0,0,0,0
 10-12,0,154.2,0,229.73,0,34.62,0,534.98,0,0,0,0,0,78.67,0,0,0,0,0,0,0,0,0,0,0,4012.39,62.94,0,0,1837.83,15.73,34.62,22.03,226.58,0,6.29,12.59,0,0,0,0,0
 14-21,0,0,0,20,187,54,0,147,0,0,0,26,4,1,1,2,6,0,0,0,0,111,1,0,115,1540,23,17,26,69,31,4,275,15,2,220,467,0,0,5,0,0
 24-34,0,0.82,0,4.1,77.98,17.24,0,368.56,0,0.82,1.64,38.58,2.46,0,4.1,2.46,0.82,4.1,3.28,9.85,1.64,236.41,2.46,0,100.97,2355.04,22.16,24.63,26.27,0,89.47,0,0.82,4.1,0.82,24.63,560.64,0,0,22.98,0,7.39
 36-46,0,0,0,0.81,27.39,2.42,0,670.32,0,0.81,0,39.48,2.42,0,1.61,11.28,0.81,2.42,3.22,4.03,0.81,199,1.61,8.06,67.68,1623.42,8.06,12.89,11.28,0,33.03,0,0,3.22,0,0,371.41,0,0,16.92,0,4.83
 48-58,0,0,0,0.57,37.87,8.03,0,814.8,0,0.57,1.72,43.61,2.87,0,6.31,7.46,1.15,4.59,2.3,4.59,0.57,236.41,2.3,10.9,52.22,762.59,3.44,5.74,9.18,0,13.77,0,0,1.15,0,0,138.29,0,0,13.77,0.57,2.87
 60-70,0,0,0,0,45.15,0,0,541.8,0.98,0.98,0.98,53,5.89,0,1.96,8.83,0,0.98,0.98,5.89,0.98,147.23,0.98,18.65,23.56,421.07,2.94,3.93,6.87,0,17.67,0,0,1.96,0,0,21.59,0,0.98,17.67,0,0
 72-82,0,0,0,0,29.45,1.96,0,223.82,0,0,0.98,54.97,15.71,0,1.96,11.78,2.94,1.96,0.98,1.96,0.98,141.36,0.98,7.85,21.6,267.01,0,5.89,7.85,0,7.85,0,0,1.96,0,0,7.85,1.96,0,16.69,0,1.96
 84-94,0,0,0,0,54.16,7.43,4.25,200.73,0,1.06,2.12,35.05,24.43,0,2.12,14.87,2.12,9.56,1.06,5.31,0,130.63,0,12.74,29.74,213.47,5.31,6.37,6.37,0,19.12,0,0,4.25,0,0,9.56,5.31,0,19.12,1.06,0
 96-106,0,0,1.09,0,34.97,5.46,3.28,150.81,0,0,1.09,32.79,21.86,0,3.28,16.39,3.28,2.19,4.37,1.09,0,71.04,0,4.37,12.02,199.99,3.28,12.02,14.21,0,8.74,0,0,6.56,0,0,1.09,1.09,1.09,27.32,2.19,2.19
108-118,0,0,0,0.77,35.23,8.43,0.77,132.51,0,0,0.77,29.87,11.49,0,0,12.26,3.06,3.06,1.53,5.36,0.77,51.32,0,3.83,23.74,235.92,2.3,5.36,6.89,0,9.19,0,0,3.06,0,0,5.36,1.53,0,15.32,1.53,0
120,0,0,0,0,13.72,33.32,0,135.23,0,0,1.96,33.32,1.96,0,0,21.56,3.92,1.96,0,0,0,62.71,0,1.96,15.68,176.38,0,0,1.96,0,3.92,0,0,0,0,0,7.84,1.96,0,21.56,0,0
