stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,10.51,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,6.29,0,0,0,31.47,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,314.7,3.15,0,0,15.73,0,0,0,3.15,0,0,6.29,0,0,0,0,0
 14-21,0,0,0,1,130,2,0,124,0,0,0,34,0,1,0,0,7,0,0,0,0,3,1,0,2,908,3,6,0,1,3,1,3,1,0,1,191,0,0,0,0,0
 24-34,0,0,0,0,20.52,0.82,0,575.42,0,0.82,0,11.49,0.82,0,0,0.82,0.82,0,0,0.82,1.64,3.28,3.28,0,7.39,1438.14,0,17.24,3.28,0,6.57,0,0,0,0.82,1.64,257.75,0,0,0,0,0.82
 36-46,0,0,0,0,5.64,0,0,1132.77,0,0,1.61,29.81,0.81,0,0.81,0.81,0,0,0,0.81,0,11.28,0,0.81,0.81,1832.09,0,3.22,1.61,0,4.83,0,0,0,0,0,315.02,0,0,1.61,0,0.81
 48-58,0,0,0,0,9.75,0,0,936.45,0.57,1.15,1.15,61.4,3.44,0.57,0.57,0.57,0,0,1.15,0.57,1.15,12.62,0,1.15,4.59,894.56,0,3.44,0.57,0,5.74,0,0,0,0,0,115.33,0,0,1.15,0,0
 60-70,0,0,0.98,0,5.89,0.98,0,550.63,0,0,0,45.15,15.7,0,0,1.96,0,0.98,0,0.98,0,6.87,0,0,0,406.35,0,3.93,0.98,0,2.94,0,0,0,0,0,29.45,0.98,0,0,0,0
 72-82,0,0,5.89,0,29.45,0.98,0,226.76,0,0,0,91.29,7.85,0,0,0,0,0,0,0,0.98,28.47,0,0.98,0.98,458.44,0,5.89,1.96,0,2.94,0.98,0,0,0.98,0,12.76,15.71,0,1.96,0.98,0
 84-94,0,0,6.37,0,40.36,0,0,199.66,0,1.06,1.06,64.78,23.36,0,0,0,0,0,1.06,1.06,0,13.81,0,3.19,1.06,305.87,1.06,4.25,3.19,0,1.06,0,0,0,0,0,9.56,57.35,0,0,0,0
 96-106,0,0,2.19,0,46.99,1.09,1.09,203.27,0,3.28,0,54.64,25.14,0,0,0,1.09,0,0,4.37,0,12.02,0,2.19,2.19,291.79,1.09,3.28,4.37,0,9.84,2.19,0,0,0,0,5.46,120.21,1.09,2.19,1.09,0
108-118,0,0,0.77,0,19.92,0.77,1.53,174.64,0.77,0.77,0,58.98,22.21,0,0,0,0,0,0,0,0,13.02,1.53,0,1.53,373.79,1.53,7.66,1.53,0,1.53,0,0,0.77,0,0,3.83,131.75,0,0.77,0,0
120,0,0,0,0,31.36,1.96,0,172.46,0,1.96,1.96,72.51,17.64,0,0,1.96,0,0,1.96,0,0,9.8,0,0,1.96,350.8,0,0,1.96,0,0,0,0,0,0,0,5.88,41.16,0,0,0,1.96
