stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,118.6,1752.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,79.69,1691.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.56,0,0,0,6.13,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,13.14,0,31.54,0,0,60.46,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,591.46,34.17,0,0,241.84,0,0,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,15.73,0,22.03,0,3.15,47.2,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,440.58,18.88,0,0,129.03,0,0,6.29,0,28.32,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,15,2,8,0,0,0,4,0,1,0,0,1,0,0,0,1,4,0,0,12,116,3,0,0,4,0,3,0,29,3,1,16,32,0,0,2,0,0
 24-34,0,0,0,0.82,5.75,0.82,23.8,0,0,0,4.93,0.82,0,0,0,0.82,0,0,0.82,0.82,17.24,0,0.82,6.57,152.68,0,0.82,2.46,0,0,11.49,0,0,0.82,0.82,2.46,37.76,0,0,3.28,0,1.64
 36-46,0,0,0,0,3.22,0,37.06,0.81,0,0,0.81,0,0,0,0,0,0,0,0,0,16.92,0,0,2.42,141.8,0,3.22,0.81,0,0,3.22,0,0,0.81,0,0,32.23,0,0,0,0,0
 48-58,0,0,0,0,5.16,1.15,64.27,0,1.15,1.15,4.02,0.57,0.57,0,0.57,0,0.57,0.57,0,0,26.97,0,1.15,2.87,148.62,0,4.02,0,0,0,4.59,0,0,0,0.57,0,31.56,0,0,1.72,0,0.57
 60-70,0,0,0.98,0,1.96,0,48.09,0,0.98,0.98,5.89,0.98,0,0,0,0.98,0.98,0,0,0.98,23.56,0.98,0,0.98,125.63,0,0.98,0,0,0,5.89,0,0,0,0.98,0,12.76,0,0.98,4.91,0.98,0.98
 72-82,0,0,0,0,3.93,2.94,69.7,0,0,0.98,9.82,0.98,0,2.94,0.98,0,0,2.94,0.98,0,55.95,0.98,0.98,3.93,113.87,0.98,2.94,0.98,0,0,3.93,0,0,0,0,0,9.82,0.98,0,4.91,0.98,0
 84-94,0,0,1.06,0,6.37,1.06,43.54,0,0,2.12,8.5,0,0,0,4.25,1.06,2.12,2.12,0,0,29.74,0,1.06,1.06,57.35,0,1.06,2.12,0,1.06,10.62,0,0,0,0,0,3.19,1.06,0,3.19,3.19,0
 96-106,0,0,0,0,2.19,2.19,43.71,1.09,0,0,10.93,0,0,0,2.19,0,1.09,1.09,0,1.09,26.23,0,0,5.46,62.29,0,2.19,3.28,0,1.09,5.46,0,0,0,0,0,2.19,0,2.19,5.46,1.09,0
108-118,0,0,0,0,3.83,0.77,28.34,0,1.53,3.83,4.6,0,0,0,3.06,1.53,1.53,0,1.53,0,22.21,0,0.77,1.53,66.64,0,0,1.53,0,0,7.66,0,0,1.53,0,0,5.36,0,0.77,2.3,0,0
120,0,0,0,0,9.8,0,17.64,0,1.96,0,5.88,0,0,0,1.96,0,1.96,0,0,0,15.68,0,0,0,48.99,0,0,5.88,0,0,11.76,0,0,1.96,0,0,0,0,1.96,3.92,1.96,1.96
