stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 10-12,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,9,49,2,8,0,18,0,0,0,0,18,0,0,0,0,0,0,28,0,0,0,0,0,7,19,0,0,1,0,0,0,1,3,0,1,2,0,0,1,0,0
 24-34,0,4.93,24.63,1.64,4.93,0,84.55,0,0,0,0,27.09,0,0,0,0,0,0,53.36,0,2.46,0,0.82,3.28,31.19,8.21,0,0,0,0,0.82,0,0,13.95,0,0,4.93,0,0,1.64,0,0.82
 36-46,0,0.81,5.64,0,0.81,0,81.37,0,0,0,0.81,25.78,0,0,0.81,0,0,0,40.28,0.81,2.42,0,0,0.81,25.78,4.83,0,0,0,0,0.81,0,0,5.64,0.81,0,5.64,0,0,0.81,0,0.81
 48-58,0,0.57,0,0,0.57,0,87.22,0,0,0.57,3.44,61.4,0.57,0,0,0,0.57,0,35,0.57,6.31,0,0.57,1.72,72.87,0.57,0,0,0,0,1.15,0,0,1.72,0,0,12.62,0,0.57,0.57,0,1.72
 60-70,0,12.76,0,9.82,4.91,0.98,126.62,0,3.93,1.96,15.7,144.28,0,0,0.98,0,0.98,0,78.52,0.98,50.06,0,1.96,5.89,166.86,2.94,0.98,0,0,0,10.8,0,0,1.96,0,0,19.63,0,1.96,2.94,0,2.94
 72-82,0,46.14,2.94,52.03,45.16,31.41,391.68,0.98,5.89,12.76,89.33,308.24,0,6.87,6.87,5.89,7.85,6.87,182.59,4.91,214,3.93,3.93,28.47,748.03,3.93,12.76,8.83,0,3.93,50.06,0,0,3.93,0,0,47.12,7.85,7.85,27.49,6.87,22.58
 84-94,0,50.98,10.62,71.16,54.16,60.54,333.48,4.25,6.37,10.62,75.4,574.56,1.06,4.25,24.43,11.68,14.87,2.12,511.9,5.31,189.04,9.56,11.68,27.61,544.83,13.81,9.56,9.56,0,1.06,159.31,0,0,7.43,1.06,0,25.49,9.56,5.31,25.49,4.25,10.62
 96-106,0,59.01,17.49,208.73,174.86,68.85,756.25,18.58,36.06,27.32,233.87,745.32,0,9.84,66.66,22.95,24.04,21.86,829.47,6.56,481.95,18.58,25.14,74.31,1234.92,19.67,33.88,38.25,0,10.93,358.45,3.28,0,14.21,6.56,0,42.62,17.49,17.49,71.04,27.32,42.62
108-118,0,39.06,21.45,160.09,71.23,101.87,435.07,15.32,32.94,24.51,155.49,800.43,0,5.36,33.7,18.38,18.38,10.72,1553.37,8.43,410.56,13.79,19.15,55.15,1158.14,12.26,13.79,16.09,0,6.89,189.19,0,0,16.09,7.66,0,34.47,12.26,4.6,46.72,13.79,19.15
120,1.96,41.16,7.84,164.62,64.67,23.52,335.12,5.88,15.68,13.72,105.83,656.53,0,3.92,45.08,9.8,11.76,3.92,923.06,0,280.25,11.76,13.72,31.36,858.39,13.72,11.76,15.68,0,7.84,94.07,0,0,9.8,0,0,9.8,7.84,5.88,31.36,15.68,15.68
