stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,368.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,802.98,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,245.19,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,13.14,0,42.06,0,0,99.89,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,625.63,15.77,0,0,276.01,0,86.75,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,31.47,0,6.29,53.5,0,0,0,0,0,18.88,0,0,0,0,0,3.15,0,0,0,0,0,509.81,28.32,0,0,210.85,0,47.2,3.15,0,37.76,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,18,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,3,0,0,35,1,0,0,0,0,603,0,5,1,0,8,12,0,0,0,0,0
 24-34,0,0,0,2.46,9.03,0,8.21,0,0.82,0,1.64,1.64,0,0.82,0,11.49,0,0.82,0.82,0,6.57,4.93,0,4.93,102.61,13.13,1.64,3.28,0,0,690.34,0,0,3.28,0.82,1.64,23.8,0,0,1.64,0,0
 36-46,0,0,0,0,4.83,0,19.34,0,5.64,1.61,0.81,0,0,0,0,0.81,0,2.42,0.81,0.81,10.47,7.25,0.81,3.22,89.43,16.92,0,0.81,0,0,617.14,0,0,4.03,0.81,0,38.67,0,0,0,0,0
 48-58,0,0,0,0,6.89,1.15,23.53,0,6.31,0,4.02,0,0,0,0.57,4.02,0,0.57,0,1.72,23.53,7.46,0,2.3,81.48,12.62,0,4.59,0,0.57,506.67,0,0,1.15,0,0,18.94,0,0,0.57,0.57,0.57
 60-70,0,0,0,0,24.54,0,50.06,0.98,13.74,1.96,12.76,0.98,0,0.98,0,7.85,0,0,0.98,0.98,68.71,8.83,0,0.98,73.61,8.83,0.98,3.93,0,0.98,450.52,0,0,1.96,0,0,9.82,0,0,0.98,0,2.94
 72-82,0,0,0,0,47.12,1.96,19.63,0,14.72,1.96,7.85,3.93,0,0,0.98,15.71,1.96,0,0.98,1.96,90.31,8.83,0,1.96,57.92,0.98,1.96,18.65,0,0,445.67,0,0,0.98,0,0,5.89,1.96,0,2.94,0.98,0
 84-94,1.06,0,0,0,78.59,4.25,26.55,0,28.68,0,8.5,6.37,0,0,1.06,38.23,0,1.06,4.25,6.37,96.65,13.81,3.19,2.12,31.86,6.37,1.06,13.81,0,0,1209.66,0,0,2.12,1.06,0,5.31,7.43,1.06,2.12,0,0
 96-106,0,0,0,0,119.12,1.09,19.67,1.09,28.41,0,13.11,14.21,0,0,2.19,45.9,0,2.19,0,1.09,59.01,14.21,0,0,41.53,5.46,2.19,19.67,0,0,1139.84,0,0,0,0,0,5.46,13.11,1.09,4.37,0,0
108-118,0,0,2.3,0,107.23,0.77,14.55,0.77,39.83,0.77,6.13,18.38,0,0,0,47.49,0,0,0.77,5.36,42.89,22.98,0.77,0,29.87,4.6,0.77,16.09,0,0,949.03,0,0,2.3,0,0,1.53,15.32,0,0.77,0.77,0
120,0,0,0,1.96,101.91,3.92,13.72,0,43.12,0,1.96,17.64,0,0,0,35.28,0,0,1.96,0,47.03,3.92,0,3.92,47.03,7.84,1.96,17.64,0,0,574.22,0,0,1.96,0,0,0,7.84,0,0,0,0
