stage,epidermis,erythrocytes,eye,fin_epithelia,fin_mesenchyme,glial,gut,immune,ionocyte,iridophores,liver,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,periderm,spinal_cord,taste,vasculature
 14-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
 36-46,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 48-58,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 60-70,5.89,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,10.8,0
 72-82,11.78,0.98,0.98,0,0,0.98,2.94,0.98,0,0,0.98,2.94,0,0.98,0,3.93,0,1.96,0,0.98,47.12,0
 84-94,21.24,0,4.25,0,1.06,0,2.12,0,0,1.06,0,0,0,0,1.06,3.19,0,1.06,1.06,1.06,139.13,0
 96-106,9.84,0,0,1.09,0,0,7.65,0,1.09,0,0,3.28,1.09,0,0,3.28,0,1.09,0,0,155.18,0
108-118,7.66,0,0.77,0,0,0,7.66,0,0,0,0,0.77,0.77,0.77,0.77,1.53,0,0,0,0.77,141.7,0.77
120,3.92,0,3.92,0,0,0,5.88,0,0,0,0,0,0,0,0,9.8,0,1.96,0,0,39.2,0
