stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,658.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,392.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,5.26,0,2.63,0,0,0,15.77,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,76.23,10.51,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,3.15,0,9.44,0,22.03,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,191.97,6.29,0,0,47.2,0,0,0,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,5,9,5,0,43,0,0,0,3,1,0,0,0,0,0,0,0,1,52,0,0,41,379,45,0,6,1,0,0,2,12,1,3,36,191,0,0,0,0
 24-34,0,0,0,2.46,13.13,0,0,137.08,0,0.82,5.75,19.7,0,0,0,0,0,0,0.82,0.82,0,137.08,0,0,64.85,857.79,196.18,0.82,14.78,0,0,0.82,0,0.82,2.46,2.46,25.45,208.5,0,3.28,0,0
 36-46,0,0,0,0.81,2.42,0,0,61.23,1.61,0,15.31,63.65,0,0,0,0,0,0,0,0,0,138.58,0,0.81,87.01,556.72,203.03,0,8.86,0,0,0,0,0,0,0.81,0.81,174.02,0,0.81,0,0.81
 48-58,0,0,0,0,1.15,0,0,44.18,0,0.57,17.21,94.1,0,0,1.15,0,0.57,0,0.57,0,0.57,232.39,0,0,61.97,202.55,107.88,0,5.16,0,1.15,0.57,0,0,1.72,1.15,0,83.78,0,0,0,0.57
 60-70,0,0,0,0,3.93,0,0.98,35.33,0,0.98,23.56,196.3,0,0,0.98,0,0,0,0.98,0,0,269.92,0,1.96,41.22,98.15,44.17,0.98,3.93,0,0.98,0.98,0,0,1.96,0,0,43.19,0,0,0.98,3.93
 72-82,0,0,0.98,0,0,0.98,0.98,85.4,0.98,0.98,41.23,362.23,0,0,0.98,0,0,0.98,1.96,0.98,0,486.9,0.98,0.98,49.08,116.82,33.38,0.98,6.87,0,2.94,0,0,0,6.87,0,0,35.34,8.83,1.96,2.94,1.96
 84-94,0,0,0,0,2.12,1.06,7.43,147.62,0,1.06,27.61,263.39,1.06,0,1.06,0,0,1.06,2.12,2.12,0,316.49,0,7.43,30.8,109.39,40.36,1.06,12.74,0,0,3.19,0,0,27.61,0,0,30.8,4.25,1.06,4.25,4.25
 96-106,0,0,0,0,9.84,1.09,3.28,143.16,3.28,1.09,24.04,245.89,1.09,0,1.09,1.09,1.09,1.09,0,3.28,1.09,338.78,0,2.19,32.79,96.17,29.51,0,9.84,0,2.19,2.19,0,0,40.44,0,0,20.76,4.37,4.37,4.37,0
108-118,0,0,0,0,2.3,3.06,6.89,142.47,0,0.77,25.28,225.96,0.77,0,0.77,1.53,0,3.06,0,6.89,0.77,264.26,0,2.3,40.6,118.72,22.98,0.77,12.26,0,3.83,4.6,0,0,27.57,0,0,20.68,3.06,0.77,3.06,3.83
120,0,0,0,0,1.96,1.96,0,78.39,0,0,19.6,176.38,0,0,0,5.88,0,5.88,0,1.96,0,207.74,0,0,25.48,101.91,33.32,0,9.8,0,1.96,0,0,0,17.64,0,0,5.88,1.96,0,1.96,0
