stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.88,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,1,1,15,382,0,0,1,0,0,0,0,0,1,0,0,10,0,2,1,0,5,3,0,5,27,0,0,1,0,0,429,0,2,0,0,0,6,0,0,1,0,0
 24-34,0.82,0,4.1,311.93,0,0,9.03,0,15.6,0,1.64,0.82,0.82,0,1.64,5.75,0,8.21,0,0,20.52,28.73,0,3.28,190.44,4.93,8.21,1.64,0,0,1013.76,0,0,0,0,0.82,16.42,0,0,9.03,0,0
 36-46,0,1.61,1.61,497.9,0.81,0,33.03,0.81,60.43,1.61,6.45,1.61,0,0,2.42,11.28,0.81,9.67,0,2.42,53.98,43.51,12.09,10.47,265.07,5.64,13.7,0.81,0,0.81,1568.64,0,0,0.81,0,0,67.68,0,0,18.53,0,0.81
 48-58,0.57,0,1.15,477.98,0.57,0,51.64,1.15,87.22,0.57,11.48,7.46,0.57,0.57,2.87,5.16,0,8.61,1.15,0,84.35,24.67,9.18,5.74,141.16,1.15,4.02,1.15,0,0,1361.64,0,0,0,0,0,39.59,0,1.15,14.35,1.15,0.57
 60-70,0,0.98,0,668.42,0.98,0,146.25,0.98,130.54,6.87,27.48,17.67,0.98,0.98,4.91,20.61,0,21.59,0.98,0,209.06,40.24,21.59,8.83,252.25,0.98,6.87,1.96,0,1.96,1239.66,0,0,0,0,0,30.43,11.78,11.78,11.78,13.74,9.82
 72-82,0,1.96,0,659.68,1.96,0,53.01,0.98,102.09,5.89,19.63,20.61,0,0.98,7.85,27.49,0,26.5,0.98,0.98,216.95,41.23,11.78,1.96,110.93,0.98,6.87,7.85,0,1.96,1023.87,0,0,0,0.98,0,8.83,37.3,21.6,15.71,18.65,0
 84-94,0,2.12,0,1434.81,14.87,0,63.72,0,322.86,2.12,20.18,59.47,0,0,15.93,91.34,2.12,60.54,3.19,2.12,177.36,70.09,14.87,2.12,79.65,1.06,12.74,4.25,0,1.06,3627.92,0,0,1.06,0,0,1.06,152.93,26.55,11.68,31.86,3.19
 96-106,0,4.37,0,1810.85,17.49,8.74,115.84,1.09,348.62,2.19,43.71,118.03,0,2.19,21.86,133.33,1.09,96.17,6.56,2.19,220.76,124.58,3.28,5.46,212.01,4.37,25.14,7.65,0,3.28,3571.42,1.09,0,0,2.19,0,6.56,241.52,22.95,19.67,27.32,2.19
108-118,0.77,0.77,0,1834.48,11.49,8.43,70.47,1.53,529.28,2.3,31.4,124.85,0,2.3,14.55,186.89,2.3,94.98,4.6,0.77,179.24,104.94,6.89,7.66,209.11,3.83,17.62,4.6,0,3.83,4277.14,0,0,4.6,0,0,5.36,264.26,16.09,9.19,26.04,3.06
120,0,0,0,1132.76,9.8,1.96,56.83,5.88,321.4,1.96,11.76,47.03,0,1.96,13.72,64.67,3.92,56.83,9.8,0,117.59,58.79,1.96,11.76,146.98,0,13.72,13.72,0,1.96,2036.22,0,0,0,0,0,3.92,103.87,7.84,13.72,11.76,1.96
