stage,epidermis,eye,glial,gut,heart,mesenchyme,neural,periderm,spinal_cord,taste
  7-9,0,0,0,0,0,0,2.63,0,0,0
 10-12,0,0,0,0,0,0,3.15,0,0,0
 24-34,0,0,0,0,0,0,2.46,0,0,0
 36-46,0,0.81,0,0,0,0.81,4.83,0,2.42,0
 48-58,0,1.15,0,0,0,0,13.77,0.57,0.57,0
 60-70,0,1.96,0.98,0,0,0,31.41,0,1.96,0
 72-82,0.98,5.89,1.96,0.98,0,0,28.47,0,1.96,0.98
 84-94,0,2.12,1.06,0,1.06,0,4.25,0,0,0
 96-106,0,4.37,1.09,0,0,0,17.49,1.09,1.09,0
108-118,0,3.83,2.3,0,0,0,11.49,0,0,0
120,0,5.88,0,0,0,0,7.84,0,0,0
