stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,935.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,324.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,10.51,0,0,0,15.77,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,189.27,10.51,0,0,70.98,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,28.32,0,3.15,0,28.32,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,273.79,9.44,0,0,62.94,0,0,3.15,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,4,69,8,0,22,0,3,0,13,4,1,0,1,0,0,0,0,31,0,0,45,173,12,0,4,2,0,5,0,29,0,44,128,104,0,0,3,0,0
 24-34,0,0,0,1.64,35.3,1.64,0,29.55,0,0,2.46,12.31,1.64,0.82,0.82,0,6.57,0,0.82,0,50.07,0.82,0.82,47.61,421.92,5.75,8.21,6.57,0,0,8.21,0.82,0,0,4.1,7.39,133.8,0,0,5.75,0,0
 36-46,0,0,0.81,0,8.86,0,0,37.87,1.61,2.42,0.81,16.11,0,0,0,0,1.61,0,0,0,33.84,0,0.81,18.53,769.41,4.83,6.45,3.22,0,0,1.61,0.81,0.81,0,0.81,0,145.02,0,0,2.42,0.81,0
 48-58,0,0,0,0,9.18,0.57,0,98.12,1.15,2.87,3.44,29.84,0.57,1.15,0,0,1.72,0.57,0,0.57,30.99,0.57,1.15,13.77,833.16,1.15,4.59,4.59,0,0,1.15,0,0,0,1.15,0,117.06,0,0,1.72,0,0.57
 60-70,0,0,1.96,0,6.87,0,0,235.57,0.98,6.87,2.94,40.24,0,0,0,0,0,0,0.98,0.98,22.58,1.96,0,6.87,1098.32,0,5.89,2.94,0,0,2.94,0,0,1.96,0.98,0,110.91,0,0.98,1.96,0,0.98
 72-82,0,0,0,0,21.6,0.98,0,258.18,0,2.94,6.87,55.95,0.98,0.98,0,4.91,0.98,0,0,0,35.34,0,0.98,1.96,939.45,0.98,5.89,5.89,0,0,3.93,0,0,0.98,0,0,51.05,0,1.96,2.94,0,0.98
 84-94,0,0,0,0,14.87,1.06,1.06,168.86,1.06,2.12,0,45.67,2.12,0,1.06,6.37,2.12,0,0,0,23.36,0,1.06,5.31,438.62,0,2.12,3.19,0,1.06,4.25,0,0,1.06,0,0,36.11,0,1.06,2.12,1.06,0
 96-106,0,0,0,0,16.39,1.09,2.19,153,1.09,2.19,1.09,46.99,2.19,0,0,15.3,3.28,1.09,0,2.19,19.67,0,0,3.28,351.9,2.19,2.19,6.56,0,0,4.37,0,0,1.09,0,0,18.58,0,0,3.28,0,2.19
108-118,0,0,0,0,16.85,1.53,0.77,116.43,0,4.6,1.53,39.83,2.3,0,0.77,10.72,6.13,0.77,0,0,24.51,0,0,3.06,421.28,0,3.83,6.89,0,0,0,0,0,0,1.53,0,13.79,0.77,0,2.3,1.53,0.77
120,0,0,3.92,0,41.16,3.92,0,145.02,0,3.92,5.88,76.43,1.96,0,0,11.76,1.96,0,1.96,3.92,13.72,1.96,0,9.8,599.69,1.96,5.88,11.76,0,0,5.88,0,0,0,0,0,17.64,1.96,0,3.92,1.96,0
