stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,566.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,1507.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.54,21.03,0,42.06,0,0,99.89,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,809.64,34.17,0,0,286.53,0,5.26,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,34.62,0,3.15,47.2,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,509.81,22.03,0,0,138.47,0,0,6.29,3.15,6.29,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,3,56,6,15,0,0,0,4,1,2,0,0,0,0,0,0,1,32,0,0,23,231,5,0,1,8,0,28,0,23,7,0,33,76,0,0,0,0,0
 24-34,0,0,0.82,1.64,23.8,0,22.16,0,1.64,0,4.1,0,0,0.82,0.82,0,0,2.46,0,0.82,30.37,0,0,18.88,301.25,1.64,0,0.82,0,0,27.91,0,0,1.64,0.82,6.57,68.13,0,0,4.93,0,0
 36-46,0,0,0.81,0,6.45,0,34.64,0,0,0.81,9.67,0,0,1.61,0,0.81,0.81,1.61,0,0.81,37.87,0,2.42,8.06,170.8,3.22,1.61,1.61,0,0,12.09,0.81,0,0,0.81,0.81,40.28,0,0,1.61,0,0
 48-58,0,0,0.57,0,9.18,0,61.4,0,0.57,1.15,24.67,0.57,0,1.72,0,0.57,1.15,1.72,0.57,0.57,64.84,0,0.57,14.35,126.81,0.57,0,2.87,0,0.57,9.75,0,0,0,0,0,46.48,0,1.15,1.15,0,0
 60-70,0,0,0,0,8.83,0,62.82,0,2.94,3.93,27.48,0,0,1.96,0.98,0,0.98,0,0.98,0,115.82,0,2.94,8.83,63.8,0,0,0,0,1.96,8.83,0,0,0,0,0,20.61,0,2.94,0.98,0.98,0
 72-82,0,0,0,0,5.89,0.98,23.56,0,0,2.94,16.69,0.98,0,1.96,0,0,0,0.98,0,0,59.88,0,0.98,2.94,40.25,0.98,0.98,2.94,0,1.96,10.8,0,0,0,0,0,1.96,0,2.94,2.94,0.98,0
 84-94,0,0,1.06,0,23.36,0,30.8,1.06,7.43,1.06,14.87,2.12,0,0,0,1.06,1.06,1.06,0,0,50.98,0,3.19,5.31,25.49,1.06,1.06,2.12,0,1.06,27.61,0,0,0,0,0,0,1.06,1.06,4.25,0,1.06
 96-106,0,0,1.09,0,13.11,0,15.3,0,0,0,15.3,2.19,0,0,1.09,0,1.09,1.09,2.19,0,17.49,1.09,2.19,1.09,13.11,0,0,4.37,0,0,28.41,0,0,0,0,0,0,1.09,3.28,5.46,2.19,0
108-118,0,0,0,0,22.98,0.77,25.28,0,3.06,4.6,13.02,3.06,0,0.77,1.53,0.77,0.77,0,2.3,0.77,31.4,0,1.53,1.53,22.98,0.77,1.53,2.3,0,0,19.92,0,0,1.53,0,0,0,0,0.77,1.53,0,0
120,0,0,3.92,0,27.44,0,21.56,0,5.88,0,17.64,3.92,0,0,0,1.96,5.88,0,0,0,37.24,0,1.96,3.92,21.56,3.92,1.96,0,0,0,5.88,0,0,0,0,0,3.92,1.96,0,1.96,1.96,0
