stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,448.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,196.15,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,0,2.63,0,0,0,10.51,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,107.78,5.26,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,6.29,0,3.15,0,12.59,0,0,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,122.73,3.15,0,0,40.91,0,0,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,9,3,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,3,31,4,0,3,0,0,3,1,9,0,1,8,15,0,0,1,0,0
 24-34,0,0,0,4.1,0.82,0,6.57,0,1.64,2.46,2.46,0,0,1.64,0,3.28,0,0,0,0,8.21,0,0,7.39,60.74,0.82,0.82,0.82,0,0,4.93,0,0,0.82,0.82,1.64,17.24,0,0,3.28,0,0
 36-46,0,0,0,1.61,0,0,8.06,0.81,0.81,0.81,1.61,0.81,0,0.81,0,0.81,0,0.81,0,1.61,9.67,0,0,6.45,45.92,0,2.42,0.81,0,0,8.86,0,0,0,0,0,19.34,0,0,1.61,0,0.81
 48-58,0,0,0,1.15,0,0,11.48,0,1.15,2.3,3.44,0,0,0.57,0,0,0,0.57,0,1.15,18.36,0.57,0,0,33.28,0,1.15,1.15,0,0,2.87,0,0,0,0,0,14.35,0,0,1.72,0,0
 60-70,0,0,0,1.96,0,0,18.65,0,1.96,2.94,2.94,0,0,0,0.98,0,0.98,0.98,0,0,24.54,0,0.98,3.93,37.3,0.98,0,2.94,0,0,4.91,0,0,0,0,0,4.91,0,0.98,1.96,0,0
 72-82,0,0,0,3.93,0.98,0,16.69,0,0.98,1.96,10.8,0,0,0.98,0.98,0.98,0.98,0,0,0,50.06,0,0.98,1.96,43.19,0.98,2.94,1.96,0,0,6.87,0,0,0,0,0,3.93,0,0,4.91,0.98,0
 84-94,0,0,0,9.56,1.06,0,6.37,0,2.12,1.06,6.37,2.12,1.06,0,0,0,0,1.06,0,1.06,21.24,4.25,1.06,5.31,14.87,0,1.06,6.37,0,0,8.5,0,0,0,0,0,3.19,2.12,0,4.25,0,1.06
 96-106,0,0,0,7.65,3.28,0,7.65,0,4.37,2.19,8.74,1.09,0,2.19,2.19,1.09,0,0,2.19,1.09,28.41,2.19,3.28,3.28,18.58,0,1.09,3.28,0,0,12.02,0,0,0,0,0,2.19,2.19,1.09,2.19,1.09,1.09
108-118,0,0,0,10.72,1.53,3.06,9.19,0,2.3,0.77,3.06,2.3,0,0,1.53,1.53,2.3,0,0,0.77,26.04,0,0,2.3,21.45,1.53,2.3,5.36,0,0.77,9.96,0,0,0,0.77,0,0,0,0.77,4.6,0,1.53
120,0,0,0,11.76,1.96,0,5.88,0,5.88,0,9.8,5.88,0,1.96,0,1.96,0,0,1.96,0,9.8,0,0,0,25.48,0,0,5.88,0,1.96,15.68,0,0,0,0,0,0,1.96,0,3.92,1.96,0
