stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,2,5,92,15,0,23,0,0,0,14,3,1,4,0,3,0,1,0,1,28,1,0,27,283,3,4,3,5,0,6,1,24,4,3,56,128,0,0,8,0,1
 24-34,1.64,0,16.42,0.82,0,29.55,0,0.82,0.82,5.75,0.82,0,0,3.28,0.82,0,1.64,0,2.46,18.06,0,0,7.39,315.21,1.64,7.39,3.28,0,0,11.49,0,0,0,0,5.75,83.73,0,0,12.31,0,0
 36-46,0,0,6.45,0.81,0,56.4,0,0.81,0.81,13.7,1.61,0,0,1.61,1.61,0,0,0,1.61,20.95,0,1.61,3.22,393.17,0.81,4.03,4.03,0,0,9.67,0.81,0.81,1.61,0,0,83.79,0,0,10.47,0,0
 48-58,0.57,0,3.44,1.15,0,63.69,0,1.15,1.72,17.21,0.57,0.57,1.72,3.44,0,1.15,0,0,1.72,24.67,0.57,0,4.59,245.59,1.15,3.44,3.44,0,0,13.2,0,0,2.3,0,0,58.53,0,0,6.89,0,2.87
 60-70,0.98,0,10.8,0,0,132.51,0.98,1.96,2.94,30.43,1.96,0,1.96,11.78,0,2.94,0.98,0,0,33.37,0.98,0.98,4.91,289.55,0.98,0,5.89,0,0.98,19.63,0,0,1.96,0.98,0,49.08,0,1.96,3.93,0.98,1.96
 72-82,2.94,0,4.91,0.98,0,126.63,0,0.98,1.96,37.3,7.85,0,1.96,16.69,1.96,0,1.96,0.98,0,42.21,1.96,2.94,3.93,244.43,0,2.94,8.83,0,0,35.34,0,0,11.78,0,0,18.65,0,0.98,20.61,0,0
 84-94,2.12,0,11.68,0,1.06,112.58,0,4.25,2.12,26.55,7.43,0,0,26.55,5.31,1.06,2.12,0,0,31.86,0,2.12,0,113.64,0,4.25,5.31,0,0,100.89,0,0,25.49,0,0,11.68,1.06,2.12,16.99,2.12,2.12
 96-106,1.09,0,24.04,3.28,2.19,79.78,0,6.56,1.09,24.04,19.67,0,3.28,25.14,8.74,2.19,4.37,2.19,0,27.32,2.19,4.37,1.09,108.19,0,7.65,7.65,0,2.19,102.73,0,0,36.06,0,0,5.46,0,0,10.93,6.56,0
108-118,0.77,0,18.38,0.77,10.72,71.23,0,6.13,3.06,19.92,15.32,0,1.53,30.64,4.6,0,2.3,0.77,0,23.74,2.3,1.53,2.3,106.47,1.53,4.6,9.19,0,0.77,45.19,0,0,43.66,0,0,3.06,0.77,1.53,9.96,0.77,0.77
120,0,0,7.84,0,3.92,80.35,0,3.92,1.96,19.6,13.72,0,1.96,27.44,9.8,0,1.96,1.96,0,25.48,1.96,5.88,3.92,88.19,0,0,7.84,0,0,72.51,0,0,15.68,0,0,9.8,0,0,5.88,0,0
