stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,183.89,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,2.63,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,21.03,7.89,0,0,42.06,39.43,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,6.29,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,62.94,18.88,0,0,62.94,22.03,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2,1,0,2,0,1,0,1,0,2,0,0,6,0,0,0,0,1,1,0,0,62,0,0,1,0,133,2,3,5,0,5,34,0,0,0,0,0
 24-34,0,0,2.46,0.82,9.03,0,0,28.73,0,1.64,0,8.21,1.64,0.82,0,2.46,36.12,0,1.64,0.82,3.28,3.28,10.67,0,1.64,362,0.82,10.67,5.75,0,484.31,0,0,23.8,0.82,2.46,87.01,0,0,0.82,0,2.46
 36-46,0,0,0,0.81,3.22,0,0,63.65,0.81,1.61,0,21.75,1.61,1.61,1.61,7.25,11.28,0,2.42,0,1.61,0,7.25,0,3.22,374.64,0.81,15.31,4.03,0,451.98,0,0,13.7,0,0,103.93,0,0,1.61,0,1.61
 48-58,0,0,0.57,0.57,10.33,0,0,134.84,1.15,2.3,0,40.74,1.15,5.16,0,4.02,6.89,0.57,0.57,0,5.74,8.61,8.61,0,1.72,407.98,1.15,7.46,5.16,0,341.41,0,0,9.18,0.57,0,86.07,0,0,1.15,0,2.87
 60-70,0,0,0,0,12.76,0,0,192.38,0,4.91,1.96,45.15,1.96,4.91,0,4.91,13.74,0,5.89,0,2.94,8.83,5.89,0,0.98,329.79,0,6.87,5.89,0,298.38,0,0,10.8,0,0,53,0.98,0,0,0,2.94
 72-82,0,0,0,0,27.49,0.98,0,178.66,0,3.93,0,57.92,3.93,3.93,0,8.83,22.58,1.96,14.72,1.96,1.96,19.63,14.72,0,4.91,305.3,0,16.69,17.67,0,281.74,0,0,11.78,0.98,0,30.43,7.85,0,1.96,0,0.98
 84-94,0,0,0,0,31.86,2.12,0,133.82,0,15.93,0,40.36,9.56,6.37,0,18.05,25.49,2.12,10.62,2.12,5.31,13.81,15.93,1.06,1.06,168.86,0,10.62,23.36,0,631.91,0,0,28.68,0,0,22.3,9.56,1.06,3.19,1.06,0
 96-106,0,0,1.09,0,59.01,5.46,1.09,96.17,0,7.65,1.09,44.81,16.39,0,1.09,26.23,42.62,0,32.79,1.09,4.37,16.39,13.11,0,1.09,168.3,0,29.51,20.76,0,490.69,0,0,31.69,0,0,6.56,31.69,2.19,5.46,0,3.28
108-118,0,0,0,0,55.15,1.53,3.06,65.87,0.77,13.02,0,38.3,16.85,0,0,21.45,39.83,2.3,22.21,2.3,9.96,7.66,11.49,0,0.77,152.43,0,15.32,26.04,0,366.9,0,0,22.21,0.77,0,6.13,57.45,1.53,0,1.53,3.06
120,0,0,1.96,0,72.51,9.8,0,88.19,1.96,25.48,0,31.36,13.72,0,0,21.56,27.44,3.92,25.48,5.88,3.92,9.8,11.76,1.96,1.96,207.74,1.96,11.76,27.44,0,217.54,0,0,21.56,0,0,7.84,19.6,0,3.92,0,3.92
