stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,2,2,9,157,2375,270,552,0,1,0,140,102,4,15,2,20,0,1,5,2,933,4,0,860,6733,100,6,147,173,0,53,2,568,177,216,881,2504,0,0,28,0,0
 24-34,1.64,0,6.57,81.26,463.78,22.16,510.57,1.64,15.6,12.31,128.87,26.27,2.46,30.37,2.46,4.93,5.75,18.06,24.63,1.64,1443.89,0.82,3.28,650.12,4957.15,27.91,12.31,95.22,0.82,2.46,32.83,0,9.03,86.19,28.73,130.52,1823.12,0,0,116.56,0,4.1
 36-46,0,0,0.81,9.67,66.87,1.61,246.53,0,2.42,34.64,91.85,24.17,0,9.67,0.81,0.81,4.03,4.83,23.36,3.22,1057.04,0.81,17.72,336.77,2758.61,12.09,2.42,31.42,0,0.81,11.28,0,3.22,53.98,9.67,1.61,1223.01,0,0.81,29,0,2.42
 48-58,0.57,0,0,1.15,22.38,1.72,135.99,0,2.87,36.15,35,13.77,0,2.87,0,0,0.57,0,6.31,0,562.9,0.57,18.36,153.21,679.96,2.3,0.57,8.03,0,0,2.87,0,0.57,10.9,1.72,0,376.99,0,1.15,9.75,0,1.72
 60-70,0,0,0,0,5.89,0.98,52.02,0,2.94,22.58,20.61,17.67,0,0,0.98,0.98,0.98,3.93,4.91,0,267.96,0,12.76,50.06,192.38,0,0,7.85,0,0,0.98,0,0,6.87,0,0,88.34,0,1.96,4.91,0.98,0
 72-82,0,0,0.98,0,0.98,0.98,24.54,0,2.94,27.49,14.72,22.58,0,0.98,0,0,0,2.94,4.91,0,169.83,0,10.8,49.08,123.69,0,0,4.91,0,0,0.98,0,0,2.94,0,0,29.45,0.98,0.98,1.96,0,0
 84-94,0,0,0,1.06,4.25,0,25.49,0,0,24.43,14.87,44.61,0,1.06,1.06,0,1.06,2.12,0,0,141.25,0,8.5,30.8,88.15,0,0,1.06,0,0,0,0,0,4.25,0,0,21.24,0,3.19,1.06,2.12,0
 96-106,0,0,1.09,0,3.28,0,14.21,0,3.28,17.49,6.56,16.39,0,1.09,0,0,0,8.74,0,0,75.41,0,2.19,19.67,52.46,0,0,5.46,0,0,0,0,0,1.09,0,0,3.28,0,1.09,0,1.09,0
108-118,0,0,0,0,1.53,0,6.13,0.77,0.77,17.62,6.89,4.6,0,0,0,0,0,5.36,0,0,51.32,0,3.83,13.79,66.64,0.77,0,5.36,0,0,0,0,0,1.53,0.77,0,0.77,0,0,0,0,0.77
120,0,0,0,0,1.96,0,1.96,0,1.96,7.84,1.96,1.96,0,0,0,0,0,5.88,0,0,39.2,0,0,5.88,78.39,0,0,1.96,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0
