stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,869.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,128.72,1029.78,0,6.13,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,61.3,6.13,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,7.89,0,57.83,0,0,0,18.4,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,312.82,5.26,0,0,94.63,0,0,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.06,9.44,0,0,18.88,0,0,0,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,3,1,3,3,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,1,0,0,0,1,0,1,33,0,0,0,0,0
 24-34,0,0,3.28,4.1,4.1,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,2.46,82.91,0.82,0.82,0,0,0,0.82,0,0,0.82,0,53.36,0,0,0.82,0,0.82
 36-46,0,0,0,0,4.83,0,0,1.61,0,0,0,0.81,0,0,0,0,0,0,0,0.81,0,1.61,0,0,1.61,127.3,0,0.81,0,0,0,0.81,0,0,0.81,0,36.26,0,0,0,0,0
 48-58,0,0,0.57,0,5.16,0,0,12.62,0,0.57,0.57,1.72,0,0,0,0,0,0,0,0,0,7.46,0.57,0,0.57,270.84,0.57,0,0,0,0,2.3,0,0,0,0,25.82,0,0,0,0,1.72
 60-70,0,0,0,0,7.85,0.98,0,41.22,0,0.98,0,3.93,0,0,0.98,0,0.98,0.98,0.98,0,0,11.78,0,0,2.94,610.51,0,0,0,0,0,0.98,0,0,0.98,0,34.35,0,0,0,0,1.96
 72-82,0,0,1.96,0,6.87,0.98,0,61.84,0.98,0,0.98,8.83,0.98,0,0,0.98,0,1.96,0.98,0,0,27.49,0,0.98,3.93,622.37,0,0,0,0,0,0.98,0,0,1.96,0,36.32,0,0.98,0,0.98,1.96
 84-94,0,0,5.31,0,10.62,0,0,49.92,0,2.12,0,11.68,1.06,0,0,0,0,1.06,0,0,0,8.5,0,0,2.12,281.44,0,0,0,0,0,0,0,0,0,0,15.93,2.12,0,0,0,3.19
 96-106,0,0,5.46,0,9.84,0,0,40.44,0,0,0,8.74,1.09,0,0,0,2.19,2.19,0,0,1.09,15.3,0,2.19,1.09,286.33,0,1.09,1.09,0,0,0,0,0,0,0,8.74,1.09,0,0,0,1.09
108-118,0,0,0,0,9.19,2.3,0,34.47,0,0,0,4.6,0.77,0,0,0.77,0,5.36,0,0,0,15.32,0,0,2.3,288,0,0,0,0,0,0.77,0,0,0,0,7.66,1.53,0,1.53,0.77,1.53
120,0,0,3.92,0,15.68,0,1.96,35.28,0,1.96,0,3.92,0,0,0,0,0,9.8,0,0,0,19.6,0,3.92,0,388.04,1.96,1.96,0,0,1.96,3.92,0,0,0,0,7.84,0,0,0,0,0
