stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,15.77,0,0,15.77,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,63.09,2.63,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,6.29,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.47,0,0,0,44.06,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,4,15,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,7,75,1,0,1,1,0,4,12,0,0,9,22,0,0,0,0,0
 24-34,0,0,0,0.82,10.67,0,7.39,0,0,0,1.64,0.82,0,0.82,0.82,0,0,0,0.82,0,19.7,0,0,10.67,119.84,2.46,0,0,0,0,9.03,0,0,0,0.82,26.27,0,0,4.93,0,0.82
 36-46,0,0,0,0,4.83,0,7.25,0.81,0.81,2.42,4.03,0,0,1.61,0,0.81,0.81,0,0,0,16.11,0,0,7.25,90.23,0,1.61,0,0,0,5.64,0,0,0,0,24.98,0,0,1.61,0,0
 48-58,0,0,0.57,0,1.15,0,17.21,0.57,1.15,0.57,11.48,0.57,0,0.57,0,0,0.57,0.57,0,1.15,25.82,0,2.87,4.02,95.25,1.15,0,0.57,0,0,3.44,0,0.57,0,0,16.64,0,0,1.15,0,0.57
 60-70,0,0,0.98,0,3.93,0.98,36.32,0.98,0,0,9.82,0,0,0,1.96,0,0,0,0,0,24.54,0,0.98,3.93,147.23,0.98,1.96,0,0,0.98,7.85,0,0,0,0,23.56,0,0,0.98,0,0.98
 72-82,0,0,0.98,0,0.98,0,53.99,0,0.98,2.94,13.74,2.94,0,0,1.96,0,0,0.98,0,0,48.1,0,2.94,5.89,159.03,0,0.98,0,0,1.96,3.93,0,0,0,0,13.74,0.98,1.96,5.89,2.94,0
 84-94,0,0,1.06,0,4.25,1.06,26.55,0,4.25,0,9.56,0,0,0,1.06,4.25,2.12,0,0,2.12,22.3,0,3.19,1.06,50.98,0,0,3.19,0,0,7.43,0,1.06,0,0,7.43,0,0,5.31,3.19,2.12
 96-106,0,0,0,0,7.65,0,28.41,0,3.28,1.09,13.11,2.19,0,0,1.09,1.09,2.19,0,0,0,19.67,0,0,3.28,41.53,0,0,2.19,0,0,8.74,0,1.09,0,0,0,0,0,3.28,2.19,1.09
108-118,0,0,0,0,9.19,1.53,22.98,0.77,0.77,1.53,6.13,5.36,0,0,0,1.53,2.3,1.53,0,0.77,18.38,1.53,0.77,4.6,73.53,1.53,1.53,2.3,0,0,7.66,0,0,0.77,0,1.53,0,1.53,0.77,1.53,0.77
120,0,0,1.96,0,19.6,3.92,23.52,0,1.96,3.92,7.84,1.96,0,1.96,5.88,1.96,1.96,0,0,0,13.72,0,1.96,3.92,86.23,0,0,1.96,0,0,5.88,0,1.96,0,0,1.96,1.96,0,0,0,0
