stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,2,18,619,97,0,23,0,1,0,11,26,0,7,1,29,0,1,1,0,115,2,0,75,207,22,1,14,14,0,104,3,72,10,43,192,149,0,0,22,0,2
 24-34,0,2.46,9.03,189.62,9.03,0,18.88,0.82,13.13,4.93,19.7,14.78,0,5.75,11.49,32.83,0.82,3.28,1.64,6.57,188.8,13.95,0,105.07,307.82,4.1,29.55,7.39,0,1.64,335.73,0.82,0,16.42,2.46,36.12,141.19,0,0,56.64,0,9.85
 36-46,0,0,0.81,51.56,4.83,0,47.53,0.81,12.89,15.31,53.17,3.22,0,12.89,24.98,13.7,4.03,4.83,0.81,3.22,251.37,15.31,8.06,95.07,392.36,3.22,28.2,4.83,0,0,418.95,1.61,0,4.83,0.81,0,128.91,0,0,30.62,0,9.67
 48-58,0,0.57,0,56.81,6.89,0,60.82,5.74,22.38,21.23,58.53,2.3,1.72,12.05,41.31,10.9,4.02,7.46,2.3,8.03,277.15,17.79,9.75,65.41,191.08,1.72,28.69,6.31,0,0.57,487.16,0,0,2.3,1.15,0,55.66,0,1.72,38.44,0,17.79
 60-70,0,0.98,0,99.13,13.74,0,117.78,7.85,50.06,15.7,128.58,15.7,2.94,11.78,92.26,14.72,10.8,14.72,5.89,10.8,449.54,15.7,20.61,56.93,225.75,1.96,32.39,13.74,0,6.87,555.54,0,0,3.93,2.94,0,37.3,3.93,7.85,40.24,7.85,24.54
 72-82,0,21.6,2.94,179.64,75.59,0,91.29,4.91,66.75,26.5,234.62,66.75,0,17.67,197.31,48.1,16.69,31.41,1.96,5.89,664.59,49.08,31.41,91.29,285.66,0,92.28,35.34,0,9.82,932.58,0,0,13.74,0.98,0,34.36,23.56,17.67,114.85,29.45,16.69
 84-94,1.06,14.87,5.31,389.77,74.34,2.12,89.21,4.25,158.24,18.05,98.77,117.89,4.25,10.62,247.45,84.96,24.43,30.8,13.81,14.87,383.4,39.3,29.74,67.97,181.61,4.25,94.52,32.92,0,6.37,2312.06,0,0,29.74,3.19,0,27.61,78.59,10.62,107.27,25.49,13.81
 96-106,0,16.39,6.56,738.76,95.08,4.37,140.98,13.11,216.38,24.04,172.67,272.12,0,40.44,334.41,150.81,50.27,75.41,25.14,16.39,547.52,80.87,46.99,54.64,331.13,4.37,184.69,65.57,0,20.76,3195.48,1.09,0,24.04,6.56,0,21.86,171.58,19.67,171.58,34.97,27.32
108-118,0.77,10.72,11.49,748.35,75.06,5.36,85.79,9.19,332.43,21.45,176.94,331.66,0,14.55,268.85,166.98,63.57,53.62,35.23,29.87,520.85,82.72,31.4,66.64,283.41,8.43,116.43,58.98,0,23.74,2955.85,0,0,26.04,4.6,0,21.45,183.07,19.92,142.47,20.68,39.83
120,5.88,7.84,0,509.54,76.43,3.92,68.59,15.68,195.98,13.72,123.47,205.78,0,21.56,282.21,92.11,31.36,33.32,9.8,3.92,393.92,50.95,37.24,48.99,231.25,9.8,54.87,33.32,0,17.64,1699.13,0,0,25.48,1.96,0,17.64,72.51,21.56,119.55,15.68,17.64
