stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,184.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,214.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,2.63,0,0,0,21.03,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,165.61,0,0,0,68.35,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,6.29,0,6.29,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.17,3.15,0,0,50.35,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,9,3,0,6,0,0,0,5,0,1,1,0,1,0,0,0,0,7,0,0,8,95,1,0,2,2,0,0,10,0,1,8,31,0,0,1,0,1
 24-34,0,0,0.82,0,3.28,0.82,0,25.45,0,0.82,0,2.46,0,0,1.64,0,0.82,0,0.82,0,0.82,20.52,0.82,0,13.13,164.17,0.82,0.82,0,0,0,2.46,0.82,0,0,2.46,23.8,0,0,2.46,0,0
 36-46,0,0,0,0,4.03,0,0,35.45,1.61,0.81,0.81,3.22,0,0,0,0,0,0,0,0,0,11.28,0,0,4.83,148.24,1.61,0.81,0,0,0,1.61,0,0.81,0,0,36.26,0,0,1.61,0,0
 48-58,0,0,0,0,0.57,0,0,68.28,0,1.72,0.57,9.75,0,0,0.57,0,0,1.15,0,0.57,0,17.21,0,0,1.72,113.61,0,0,1.72,0,0,1.15,0,0,0,0,20.66,0,0,0.57,0,0
 60-70,0,0,0,0,2.94,0,0,72.63,0,0.98,0,16.69,0,0,0,0.98,0,0,0,0,0,16.69,0,1.96,3.93,96.19,0,0.98,0.98,0,0,0.98,0,0,0,0,14.72,0,0,1.96,0,0
 72-82,0,0,0,0,3.93,3.93,0,53.99,0,0,1.96,14.72,0,0,0,0,0,0,0,0,0.98,13.74,0,0.98,1.96,71.66,0,1.96,0.98,0,0,2.94,0,0,0,0,9.82,0,1.96,0.98,0,1.96
 84-94,0,0,0,0,5.31,0,0,27.61,0,1.06,1.06,7.43,0,0,0,2.12,1.06,0,0,0,0,14.87,1.06,1.06,1.06,42.48,0,0,2.12,0,1.06,8.5,0,0,0,0,3.19,1.06,0,2.12,1.06,0
 96-106,0,0,0,0,4.37,1.09,1.09,16.39,0,1.09,0,3.28,1.09,0,0,0,1.09,1.09,0,0,0,6.56,0,0,0,27.32,0,0,0,0,0,3.28,0,0,0,0,2.19,0,0,0,0,0
108-118,0,0,0,0,3.83,2.3,1.53,21.45,0,0.77,0.77,6.89,0.77,0,0,0.77,0,0.77,0.77,0,0.77,17.62,0,0.77,0.77,37.53,0,0.77,0,0,0,3.83,0,0,0,0,1.53,0,0.77,3.83,1.53,0.77
120,0,0,0,0,13.72,3.92,0,31.36,0,0,1.96,5.88,0,0,0,3.92,0,0,0,1.96,0,15.68,0,3.92,7.84,43.12,0,1.96,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0
