stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,43,0,1,2,2,0,2,1,0,0,5,9,0,0,1,0,0
 24-34,0,0.82,0,4.1,6.57,0,8.21,0,0,0,1.64,0,0,0,0,0,0,0,0,0.82,5.75,0,0,5.75,59.1,0.82,0.82,3.28,0,0,2.46,0.82,0,0.82,1.64,15.6,0,0,3.28,0,0
 36-46,0,0,0,4.03,0.81,0,16.11,0.81,0,0,4.03,0,0,0.81,0.81,0,0,0,0,0.81,6.45,0,1.61,1.61,45.12,0.81,0.81,0,0,0,8.06,0,0,0,0,12.89,0,0,1.61,0,1.61
 48-58,0,0.57,0,0.57,0,0,15.49,0.57,0.57,1.15,2.3,0.57,0.57,0,0,0,0,0.57,0,0,12.62,0.57,0,0.57,36.15,0.57,0,0.57,0,0,1.72,0,0,0.57,0,8.61,0,0.57,1.15,0,1.15
 60-70,0,0,0,2.94,0.98,0,31.41,0.98,0.98,0,2.94,0,0,0,0,0.98,0,0,1.96,0,12.76,0,0,3.93,53.98,0.98,0,1.96,0,0,6.87,0,0,0,0,7.85,0,0,3.93,0,1.96
 72-82,0,2.94,0,4.91,0,0.98,27.49,0.98,1.96,0.98,7.85,0.98,0,0.98,0.98,0.98,0.98,0,0,0,18.65,0,0.98,2.94,39.27,1.96,0.98,3.93,0,0,14.72,0,0.98,0,0,1.96,0,0,1.96,0,0
 84-94,0,1.06,0,3.19,4.25,0,12.74,1.06,0,1.06,6.37,7.43,0,0,1.06,0,2.12,1.06,4.25,2.12,13.81,0,1.06,3.19,19.12,0,1.06,0,0,0,19.12,0,2.12,0,0,1.06,0,0,2.12,1.06,1.06
 96-106,0,0,0,2.19,2.19,1.09,2.19,0,0,0,2.19,1.09,0,0,0,3.28,0,0,1.09,1.09,3.28,0,1.09,1.09,10.93,1.09,0,0,0,0,7.65,0,1.09,0,0,0,0,0,1.09,0,0
108-118,0,0,0,12.26,0.77,12.26,16.09,0.77,0,0,3.83,4.6,0,0,0.77,0.77,0.77,0.77,1.53,0,10.72,0,0,3.06,25.28,0,0,0,0,1.53,10.72,0,0,1.53,0,0.77,0,0.77,3.06,0.77,0
120,0,0,0,9.8,1.96,0,7.84,0,0,0,7.84,3.92,0,1.96,1.96,0,0,0,0,0,17.64,0,0,0,21.56,0,0,1.96,0,1.96,7.84,0,1.96,1.96,0,0,3.92,0,0,0,0
