stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,12.59,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73,6.29,0,0,15.73,0,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,7,166,12,0,10,0,2,0,0,0,0,3,0,0,0,0,0,0,22,0,0,17,73,19,0,1,5,0,2,0,6,4,1,7,49,0,0,4,0,0
 24-34,0,0,3.28,243.79,1.64,0,37.76,4.1,13.95,0.82,8.21,0,0,13.13,0,0.82,0,1.64,0.82,0,105.89,1.64,2.46,66.49,389.09,16.42,2.46,2.46,0,0.82,13.13,0,0,2.46,11.49,4.93,136.26,0,0,4.93,0,0
 36-46,0,0,0,131.32,0.81,0,52.37,8.06,25.78,1.61,5.64,0,0,12.89,0,0,0,2.42,2.42,0.81,170,0.81,8.06,58.01,804.06,7.25,3.22,5.64,0,0.81,29.81,0,0,0,16.92,0.81,142.6,0,0,4.03,0,0.81
 48-58,0,0.57,0.57,119.35,0,0,148.62,16.07,33.85,5.16,28.69,0,0,8.03,0.57,1.72,0.57,2.87,2.3,3.44,239.85,2.3,11.48,73.45,1327.21,12.62,2.87,8.03,0,0.57,38.44,0,0,0.57,19.51,0,150.34,0,0.57,1.72,0,2.3
 60-70,0,0,0,100.12,4.91,0,507.45,28.46,40.24,2.94,53.98,0.98,1.96,3.93,0.98,1.96,0.98,6.87,2.94,0.98,374.94,0.98,6.87,56.93,2134.81,7.85,0.98,15.7,0,1.96,34.35,0,0,0,22.58,0,213.97,8.83,11.78,4.91,0,1.96
 72-82,0,0,0.98,120.74,12.76,0,863.86,27.49,31.41,8.83,117.8,6.87,1.96,7.85,0.98,1.96,1.96,3.93,23.56,0,702.87,1.96,26.5,70.68,2283.35,6.87,5.89,28.47,0,0.98,71.66,0,0,1.96,8.83,0,174.74,34.36,17.67,13.74,10.8,4.91
 84-94,0,3.19,1.06,177.36,13.81,0,574.56,23.36,78.59,6.37,99.83,8.5,1.06,5.31,3.19,9.56,6.37,4.25,107.27,1.06,428,2.12,27.61,38.23,1179.92,10.62,1.06,22.3,0,1.06,96.65,0,0,20.18,8.5,0,103.02,96.65,14.87,3.19,6.37,3.19
 96-106,0,1.09,2.19,182.51,17.49,4.37,531.12,39.34,62.29,4.37,113.66,16.39,1.09,10.93,9.84,4.37,3.28,12.02,183.6,0,499.43,4.37,22.95,42.62,1158.42,6.56,8.74,38.25,2.19,3.28,111.47,0,0,14.21,15.3,0,48.09,118.03,19.67,4.37,14.21,5.46
108-118,0,3.83,3.83,199.92,8.43,15.32,378.39,32.17,98.04,6.89,59.75,5.36,0,4.6,8.43,6.89,0.77,4.6,510.9,0.77,459.58,5.36,16.09,52.85,1210.22,3.06,5.36,33.7,0,1.53,72,0,0,11.49,15.32,0,42.13,126.38,24.51,4.6,8.43,2.3
120,0,3.92,0,182.26,11.76,3.92,366.48,33.32,90.15,5.88,86.23,7.84,0,1.96,1.96,1.96,1.96,1.96,241.05,1.96,380.2,3.92,19.6,45.08,1358.13,5.88,9.8,31.36,0,3.92,47.03,0,0,9.8,11.76,0,43.12,37.24,11.76,17.64,5.88,0
