stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.42,4164.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.38,0,0,0,0,0,0,0,0,0,0,0
  5-6,79.69,821.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,12.26,0,232.93,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,15.77,49.95,0,0,0,47.32,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,536.26,21.03,0,0,210.3,0,23.66,18.4,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,56.65,0,6.29,0,88.12,0,0,0,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,607.37,9.44,0,0,223.43,0,12.59,15.73,0,31.47,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,55,13,0,37,0,1,0,8,2,1,3,0,0,0,0,0,0,41,0,0,49,371,7,5,4,14,0,76,0,56,7,0,50,127,0,0,7,0,0
 24-34,0.82,0,0.82,19.7,4.1,0,134.62,0,1.64,0,15.6,4.1,0,9.85,0,1.64,1.64,1.64,2.46,0,110.82,0.82,2.46,44.33,861.08,4.1,9.85,8.21,0,0.82,184.69,0,0,3.28,1.64,7.39,204.39,0,0,13.95,0,7.39
 36-46,0,0,0,12.89,2.42,0,257.81,0,0.81,0.81,19.34,1.61,0,7.25,0,0,4.03,0.81,1.61,0,96.68,0.81,3.22,23.36,583.3,0.81,5.64,4.83,0,0,52.37,0,0.81,0.81,0,0,143.41,0,0,15.31,0,2.42
 48-58,0,0,0,17.21,0.57,0,374.69,0,0.57,2.3,18.94,1.15,0,4.59,0.57,1.15,1.72,1.15,0,0.57,123.94,0,8.03,32.71,327.64,1.15,2.3,8.03,0,0,23.53,0,0,0.57,0,0,62.54,0,0,9.18,0,1.15
 60-70,0,0,0,21.59,0.98,0,296.42,0.98,0.98,0,27.48,3.93,0,0.98,0,0,0,5.89,0.98,0,96.19,0.98,9.82,9.82,180.6,0.98,0,1.96,0,0,14.72,0,0,1.96,0,0,16.69,0.98,0,8.83,0,0
 72-82,0,0,0,34.36,0,0,125.65,0,0,0.98,36.32,5.89,0,1.96,2.94,0.98,1.96,2.94,3.93,0,116.82,0,10.8,13.74,139.4,0,3.93,6.87,0,0,6.87,0,0,1.96,0,0,2.94,0,0.98,14.72,0,1.96
 84-94,0,0,0,39.3,3.19,0,116.82,2.12,1.06,1.06,20.18,10.62,0,1.06,2.12,1.06,0,0,2.12,0,96.65,0,14.87,19.12,127.44,2.12,7.43,6.37,0,0,27.61,0,0,1.06,2.12,0,3.19,2.12,0,11.68,1.06,0
 96-106,0,0,0,24.04,1.09,0,68.85,0,2.19,0,30.6,12.02,0,1.09,4.37,0,1.09,1.09,1.09,0,55.74,0,4.37,10.93,106.01,1.09,5.46,9.84,0,0,21.86,0,0,2.19,0,0,2.19,2.19,0,12.02,1.09,0
108-118,0,0,0,9.96,1.53,0.77,68.94,2.3,0,0.77,25.28,6.89,0,0,3.83,0.77,0.77,0.77,0,0,39.06,0,5.36,9.19,121.79,0.77,2.3,5.36,0,0.77,11.49,0,0,3.06,2.3,0,1.53,1.53,0.77,8.43,0,0
120,0,0,0,11.76,3.92,1.96,60.75,1.96,0,3.92,9.8,3.92,0,0,3.92,0,3.92,0,1.96,0,58.79,0,3.92,7.84,90.15,0,1.96,1.96,0,0,13.72,0,0,1.96,0,0,5.88,1.96,0,7.84,0,0
