stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,183.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,7.89,0,15.77,0,0,0,39.43,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,291.79,10.51,0,0,107.78,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,22.03,0,3.15,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,91.26,3.15,0,0,25.18,0,0,0,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,7,43,10,0,10,1,0,1,1,0,0,0,2,0,0,1,0,16,0,0,8,116,3,1,1,12,0,1,0,19,3,0,21,51,0,0,1,0,0
 24-34,0,0,1.64,4.1,17.24,0.82,0,27.09,1.64,0.82,4.93,0.82,0,0.82,0.82,0.82,0,0,3.28,0.82,39.4,1.64,0,11.49,272.52,3.28,4.1,2.46,0,0,4.93,0,0,0.82,0.82,5.75,76.34,0,0,8.21,0,0.82
 36-46,0,0,0,0,2.42,0,0,24.98,1.61,0.81,4.03,0.81,0,0,0,0.81,0,1.61,0.81,0,10.47,0,0,3.22,109.57,0.81,0,0.81,0,0,2.42,0,0,0.81,0.81,0,22.56,0,0,4.03,0,0
 48-58,0,0,0.57,0,2.3,0,0,28.12,0.57,0.57,13.2,0.57,0,0.57,0,0,0.57,0.57,0.57,1.15,26.97,0,0.57,3.44,130.25,0,1.72,0,0,0.57,4.02,0,0,0,0,0,28.69,0,0,1.72,0,0.57
 60-70,0,0,0,0,8.83,0,0,297.4,0.98,3.93,62.82,6.87,0,0.98,1.96,0.98,0.98,0,5.89,0.98,151.15,1.96,7.85,14.72,554.56,0,4.91,4.91,0,0.98,3.93,0,0,0.98,0,0,99.13,0.98,4.91,5.89,0,2.94
 72-82,0,0,1.96,1.96,6.87,0,2.94,126.63,1.96,1.96,39.27,39.27,0,2.94,0.98,0,0.98,2.94,4.91,0,89.33,0.98,3.93,5.89,202.22,0.98,9.82,2.94,0,0,5.89,0.98,0,0.98,0,0,11.78,2.94,3.93,6.87,3.93,0.98
 84-94,0,0,1.06,9.56,4.25,0,2.12,37.17,1.06,2.12,21.24,73.28,0,0,2.12,0,1.06,2.12,20.18,0,30.8,0,1.06,2.12,49.92,0,2.12,3.19,0,0,2.12,0,0,1.06,0,0,3.19,0,0,0,0,0
 96-106,0,0,3.28,14.21,13.11,3.28,4.37,66.66,1.09,0,19.67,136.61,0,1.09,3.28,0,1.09,2.19,16.39,0,32.79,0,0,6.56,83.06,1.09,6.56,5.46,0,0,12.02,0,0,1.09,0,0,5.46,1.09,1.09,2.19,1.09,1.09
108-118,0,0,2.3,16.85,5.36,3.06,17.62,32.94,2.3,1.53,17.62,149.36,0,0.77,6.89,2.3,3.83,2.3,25.28,0.77,41.36,0.77,2.3,5.36,98.81,0.77,1.53,3.06,0,3.06,3.06,0,0,0.77,0,0,4.6,1.53,0,3.83,2.3,0.77
120,0,0,1.96,3.92,0,0,5.88,0,1.96,0,3.92,109.75,0,0,0,0,3.92,0,13.72,0,1.96,1.96,0,0,17.64,0,0,1.96,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0
