stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,23.66,2.63,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,3,11,5,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,9,124,3,1,2,3,0,1,11,1,0,16,48,0,0,0,0,0
 24-34,0,0,0,5.75,0,0,18.06,0,0,0.82,3.28,0,0,0.82,0,0.82,0,0.82,0,0,18.06,0,0,13.13,203.57,0,1.64,2.46,0,0,12.31,0,0.82,0,1.64,45.15,0,0,4.1,0,0.82
 36-46,0,0,0,1.61,0,0,44.31,0,0,0.81,4.03,0,0,2.42,0,0,0,0,1.61,0,16.11,0,0.81,8.06,188.53,0,0.81,2.42,0,0,5.64,0,0,0,0,56.4,0,0,1.61,0,1.61
 48-58,0,0,0,5.16,0,0,45.9,0,0.57,0.57,10.33,0,0,0,0,0,0.57,0,0,1.15,22.38,0.57,0,3.44,99.27,0,1.15,1.72,0,0,4.59,0,0.57,0,0,29.26,0,0,1.72,0,0
 60-70,0,0,0,7.85,0,0,63.8,0,1.96,0.98,18.65,0.98,0,0,0,0,0,0,0,0,25.52,0,0.98,3.93,148.21,0.98,0,0.98,0,0.98,2.94,0,0,0,0,24.54,0,0,1.96,0,0
 72-82,0,0,0,7.85,0.98,0,67.73,0,1.96,1.96,40.25,1.96,0,0.98,0.98,0,0,2.94,0,0,57.92,1.96,0.98,7.85,149.21,0,3.93,1.96,0,0,3.93,0,1.96,0.98,0,15.71,0,0.98,7.85,1.96,0
 84-94,0,1.06,0,11.68,2.12,0,44.61,0,0,2.12,15.93,2.12,0,0,0,4.25,2.12,1.06,2.12,1.06,30.8,2.12,3.19,5.31,72.22,2.12,6.37,1.06,0,0,16.99,0,2.12,0,0,6.37,3.19,0,8.5,0,0
 96-106,0,0,0,9.84,1.09,0,30.6,0,0,1.09,19.67,2.19,0,2.19,2.19,2.19,3.28,0,0,0,32.79,0,0,2.19,65.57,0,1.09,1.09,0,0,9.84,0,0,0,0,3.28,1.09,1.09,4.37,1.09,0
108-118,0,0,0,6.13,0,1.53,32.94,0.77,1.53,0,19.15,0.77,0,0,1.53,0.77,0,3.06,0,0,26.81,0,1.53,6.89,88.85,0,0.77,1.53,0,0,2.3,0,0.77,0,0,2.3,0,0,7.66,0.77,0.77
120,0,0,0,13.72,0,0,31.36,1.96,0,0,15.68,1.96,0,0,1.96,0,1.96,0,1.96,0,27.44,0,0,13.72,90.15,1.96,3.92,1.96,0,0,5.88,0,0,1.96,0,9.8,0,0,0,1.96,0
