stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,1344.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,343.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,10.51,0,2.63,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.12,7.89,0,0,73.6,0,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,18.88,0,3.15,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,380.78,6.29,0,0,110.14,0,3.15,18.88,0,12.59,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,0,22,4,0,9,0,0,0,21,0,0,0,0,0,0,0,0,12,0,0,17,166,1,3,5,4,0,2,2,11,13,0,16,103,0,0,1,0,0
 24-34,0,0,1.64,0.82,9.85,0,0,36.12,0,2.46,0.82,23.8,0,0,0.82,0,0,0,0.82,1.64,27.09,0,0,22.98,364.46,0.82,27.91,3.28,0,0,2.46,0,0.82,4.93,0,2.46,121.49,0,0,9.03,0,2.46
 36-46,0,0,0,0,4.83,0.81,0,133.74,0,0.81,0.81,15.31,0.81,0,0.81,0.81,0,0,1.61,0,57.2,0.81,0.81,11.28,538.99,1.61,31.42,0.81,0,0,3.22,0,0,1.61,0,0,111.99,0,0,5.64,0,0.81
 48-58,0,0,0,0,3.44,0,0,195.09,0,0.57,1.72,36.15,0,0.57,1.15,0,0.57,0.57,0.57,0,76.32,0,2.87,10.9,493.47,0,26.97,4.02,0,0.57,3.44,0,0,2.3,0,0,106.15,0,1.15,1.72,0,1.15
 60-70,0,0,0.98,0,6.87,0.98,0,216.92,0.98,1.96,0.98,38.28,0,0,0,0.98,1.96,0,1.96,0,82.45,0,5.89,10.8,573.21,0,33.37,5.89,0,0,4.91,0,0,0,0,0,80.48,0,4.91,0,0,2.94
 72-82,0,0,2.94,0,11.78,2.94,0,163.94,0,0,4.91,42.21,1.96,0.98,0,1.96,0,0.98,4.91,0,117.8,0,2.94,10.8,398.55,0.98,63.81,2.94,0,1.96,1.96,0.98,0,0.98,0,0,42.21,0.98,1.96,5.89,2.94,0.98
 84-94,0,0,2.12,1.06,13.81,2.12,0,115.76,0,2.12,2.12,38.23,2.12,1.06,0,4.25,2.12,0,4.25,1.06,95.58,0,8.5,6.37,191.17,0,56.29,15.93,0,0,4.25,0,0,4.25,0,0,30.8,0,4.25,8.5,5.31,1.06
 96-106,0,0,1.09,1.09,13.11,2.19,0,78.68,0,2.19,3.28,31.69,1.09,0,1.09,3.28,1.09,0,7.65,0,61.2,1.09,4.37,2.19,173.76,1.09,78.68,20.76,0,1.09,6.56,0,0,4.37,0,0,10.93,0,1.09,13.11,2.19,2.19
108-118,0,0,0.77,0,18.38,4.6,0.77,72.77,0,3.06,1.53,22.98,3.06,0,0,3.06,0.77,3.06,3.06,1.53,51.32,0,2.3,3.83,176.94,0.77,42.89,10.72,0,0,7.66,0,0,0.77,0.77,0,6.89,1.53,0.77,2.3,1.53,0.77
120,0,0,0,0,17.64,5.88,1.96,72.51,0,0,0,27.44,0,0,0,1.96,1.96,0,9.8,1.96,41.16,0,0,1.96,174.42,1.96,35.28,15.68,0,0,1.96,0,0,3.92,0,0,11.76,3.92,0,1.96,1.96,0
