stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,224.02,3623.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,312.61,2942.22,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,55.17,0,0,0,18.39,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,57.83,21.03,36.8,0,0,0,68.35,0,0,0,0,0,47.32,0,0,0,0,0,0,0,0,0,0,0,956.85,36.8,0,0,304.93,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,18.88,0,3.15,0,72.38,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,582.19,22.03,0,0,223.43,0,0,3.15,3.15,22.03,0,3.15,0,0,0,0,0,0
 14-21,0,0,2,18,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,5,88,4,0,4,4,0,0,0,12,2,1,12,19,0,0,1,0,0
 24-34,0,0,0,3.28,0,0,28.73,0,0,2.46,3.28,1.64,0,0,1.64,0,0,0.82,0.82,0,19.7,0.82,0,7.39,233.12,2.46,1.64,0.82,0,0,4.1,0,0,0,0,4.1,60.74,0,0,2.46,0,0.82
 36-46,0,0,0,4.83,0.81,0,37.87,0,2.42,1.61,8.06,0,0,0,1.61,0.81,0,0.81,0.81,0,16.11,0,0.81,5.64,127.3,0,2.42,0.81,0,0,4.03,0,0,0,0,0,29.81,0,0,1.61,0,0
 48-58,0,0,0,4.59,1.72,0,75.17,0,2.3,0,10.9,1.15,0,0.57,0.57,0.57,0,0,0.57,1.15,22.95,0.57,2.3,4.59,117.06,0,1.15,2.3,0,0.57,4.02,0,0,0,0,0,26.97,0,0,0.57,0,0.57
 60-70,0,0,0,7.85,0,0,57.91,0.98,0,0.98,8.83,3.93,0,0,0.98,0.98,0,0,2.94,0.98,19.63,0,0,2.94,64.78,0,0,0.98,0,0,2.94,0,0,0,0,0,5.89,0,0,0.98,0,0
 72-82,0,0,0,7.85,0,0,64.79,0,1.96,0.98,12.76,5.89,0,0.98,2.94,0.98,0.98,1.96,0,0,40.25,0,0.98,3.93,85.4,0.98,0.98,0.98,0,0,5.89,0,0,0,0,0,1.96,1.96,0,0,2.94,0.98
 84-94,0,0,0,3.19,2.12,0,21.24,0,0,0,6.37,3.19,0,0,3.19,2.12,0,0,1.06,0,14.87,1.06,1.06,1.06,37.17,0,0,0,0,0,0,0,0,0,0,0,1.06,0,1.06,4.25,0,0
 96-106,0,0,0,2.19,0,0,12.02,0,0,0,3.28,1.09,0,0,2.19,0,1.09,4.37,0,0,3.28,0,0,0,13.11,0,2.19,3.28,0,1.09,0,0,0,1.09,0,0,0,0,0,1.09,1.09,0
108-118,0,0,0,1.53,0.77,0.77,3.83,0,0,0,1.53,0.77,0,0,0.77,1.53,1.53,0.77,0,0,3.06,0,0.77,3.83,23.74,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0.77,0,0
120,0,0,0,1.96,1.96,0,7.84,0,0,0,3.92,0,0,0,5.88,0,0,0,0,0,3.92,0,0,1.96,33.32,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,1.96,0,0
