stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,2,4,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,4,0,0,6,44,2,1,0,2,0,2,3,1,0,13,31,0,0,1,0,0
 24-34,0,0.82,0,1.64,1.64,0,17.24,0,0,0,1.64,0.82,0,0.82,0,1.64,0,0,0,0,11.49,0,0,4.93,147.75,0.82,0.82,3.28,0,0,8.21,0,0.82,0.82,2.46,45.15,0,0,2.46,0,0
 36-46,0,0.81,0,4.03,0,0,26.59,0,0.81,0,3.22,0,0,2.42,0,0,0,0,0.81,0,16.11,0,0,4.83,178.05,0,1.61,1.61,0,0,10.47,0,0,0.81,0,46.73,0,0,1.61,0,0
 48-58,0,0,0,2.3,0.57,0,49.92,0.57,0.57,1.15,14.92,0,0,0,0,0,0.57,0,0,0,22.38,0.57,1.15,1.72,130.83,1.15,1.15,1.15,0,0,2.3,0,1.72,0,0,32.71,0,0,2.3,0,0
 60-70,0,0.98,0,4.91,5.89,0,61.84,0,0,0.98,12.76,0,0,0.98,0.98,0,0.98,0,0.98,0.98,24.54,0.98,0,1.96,123.67,1.96,0,1.96,0,0,10.8,0,2.94,0,0,30.43,0,1.96,1.96,0,0
 72-82,0,0.98,0,4.91,41.23,0,82.46,0,0,5.89,16.69,0.98,0,0.98,3.93,0.98,0,2.94,0,0,45.16,0.98,1.96,1.96,124.67,0,1.96,3.93,0,0,6.87,0,0.98,0,0,16.69,0.98,1.96,7.85,3.93,0
 84-94,0,0,0,3.19,29.74,0,49.92,0,0,2.12,21.24,6.37,0,1.06,3.19,2.12,0,3.19,1.06,0,21.24,2.12,2.12,1.06,62.66,3.19,1.06,3.19,0,2.12,29.74,0,4.25,0,0,4.25,1.06,0,2.12,2.12,0
 96-106,0,0,0,3.28,46.99,1.09,63.39,0,0,1.09,21.86,3.28,0,1.09,5.46,1.09,1.09,2.19,2.19,1.09,28.41,5.46,1.09,2.19,56.83,1.09,2.19,5.46,0,3.28,20.76,0,0,0,0,4.37,1.09,2.19,6.56,3.28,1.09
108-118,0,1.53,0,14.55,22.98,5.36,47.49,0.77,3.06,0.77,17.62,2.3,0,1.53,9.96,3.83,2.3,0,1.53,0,22.98,1.53,2.3,3.83,98.04,1.53,0.77,5.36,0,1.53,19.15,0,3.06,1.53,0,3.83,0.77,0,6.13,3.06,1.53
120,0,0,0,17.64,17.64,5.88,48.99,0,1.96,0,17.64,0,0,1.96,0,1.96,1.96,1.96,1.96,0,27.44,1.96,1.96,3.92,86.23,3.92,1.96,5.88,0,0,15.68,0,3.92,0,0,1.96,0,1.96,11.76,3.92,0
