stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29,2.63,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.29,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,6.29,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,1,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,4,50,1,2,1,0,0,1,4,0,0,5,37,0,0,0,0,0
 24-34,0,3.28,0,4.1,0.82,0,11.49,0,0.82,0,1.64,0,0,0,0,0.82,0.82,0,0,0,6.57,0,0,2.46,371.03,0,9.85,0,0,0,6.57,0,5.75,0,0,102.61,0,0,7.39,0,0
 36-46,0,0,0,1.61,0,0,25.78,0,0.81,1.61,6.45,0,0,0,0,0,0,0,0,0,7.25,0,0,1.61,1039.31,0,10.47,0,0,0,4.03,0,0,0.81,0,209.47,0,0,3.22,0,0
 48-58,0,0,0,4.02,0,0,93.53,0,0,1.72,32.71,0.57,0,0.57,1.15,0,0.57,0.57,0,0,18.94,0,2.3,2.87,1265.81,0,4.02,0.57,0.57,0,4.02,0,0.57,0,0,214.6,0,0.57,2.87,0,0.57
 60-70,0,0,0,5.89,1.96,0,184.53,0,0,0,53,0,0,0,0.98,0.98,0,0,0,0,15.7,0,0.98,0.98,2093.59,0,12.76,1.96,0,1.96,2.94,0,1.96,0,0,227.71,0,0,2.94,0.98,0
 72-82,0,2.94,0,9.82,3.93,0,231.67,0,0.98,0.98,88.35,1.96,0,0.98,0,2.94,1.96,0.98,0,0.98,37.3,0,5.89,4.91,1800.37,0,11.78,1.96,0,0,2.94,0,0,0,0,158.05,0,1.96,3.93,2.94,1.96
 84-94,0,2.12,0,6.37,1.06,0,176.3,0,0,0,66.91,2.12,0,0,2.12,11.68,2.12,1.06,1.06,0,22.3,2.12,1.06,1.06,977.07,0,6.37,2.12,0,0,4.25,0,0,0,0,100.89,1.06,3.19,1.06,1.06,1.06
 96-106,0,0,0,8.74,3.28,0,127.86,1.09,0,0,73.22,2.19,0,0,6.56,12.02,1.09,0,2.19,0,27.32,1.09,3.28,1.09,777.01,0,17.49,3.28,0,1.09,3.28,0,0,0,0,33.88,1.09,1.09,2.19,1.09,1.09
108-118,0,0,0,8.43,0,1.53,94.98,0,0,1.53,66.64,2.3,0,0,0.77,5.36,1.53,1.53,0.77,0,16.09,0,0,0.77,949.03,1.53,9.19,0.77,0,0,3.83,0,0,0,0,29.87,2.3,0,1.53,0,0.77
120,0,0,0,7.84,1.96,0,125.43,0,1.96,0,76.43,3.92,0,0,3.92,1.96,0,0,1.96,0,15.68,0,3.92,1.96,1179.79,0,5.88,1.96,0,0,1.96,0,3.92,0,0,62.71,0,1.96,1.96,0,0
