stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,5.26,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47,0,0,0,12.59,0,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,9,2,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0
 24-34,0,0,0.82,10.67,0.82,0,3.28,0,0,0,0.82,1.64,0,4.1,0,0,0,0,0,0,1.64,0,0,2.46,62.39,1.64,4.93,1.64,0,0,2.46,0,0,0,1.64,0.82,22.98,0,0,2.46,0,0
 36-46,0,0,0.81,8.06,0.81,0,14.5,4.03,0,0,12.89,0,0,11.28,0.81,0,0,0,0,0,32.23,0,0,0.81,65.26,7.25,4.83,0,0,0,1.61,0,0.81,0.81,12.09,0,26.59,0,0,2.42,0,0.81
 48-58,0,0.57,0,9.18,0,0,39.59,8.03,0.57,0.57,17.21,0,2.3,5.16,0,0,0,0,0.57,0,61.97,0,1.15,2.3,55.66,2.87,6.31,0.57,0,0,1.15,0,0,0.57,15.49,0,41.31,0,0.57,8.03,0,0
 60-70,0,0,0,13.74,0,0,157.04,11.78,2.94,0,44.17,0,1.96,5.89,0.98,0,0.98,0,0,0,160.97,0,1.96,3.93,68.71,7.85,2.94,0.98,0,0,0.98,0,0,0,8.83,0,87.36,0,1.96,2.94,4.91,0
 72-82,0,0,0,61.84,0,0,383.83,15.71,5.89,0.98,116.82,1.96,3.93,10.8,0,0.98,0,0,0,0,318.06,0.98,6.87,6.87,132.52,5.89,11.78,5.89,0,1.96,3.93,0,0,1.96,8.83,0,62.83,0,11.78,25.52,5.89,0
 84-94,0,0,0,148.69,1.06,0,320.74,25.49,8.5,0,78.59,0,2.12,12.74,0,3.19,0,1.06,0,1.06,234.71,1.06,5.31,9.56,82.84,4.25,8.5,4.25,0,2.12,9.56,0,0,0,20.18,0,36.11,1.06,9.56,14.87,12.74,2.12
 96-106,0,0,0,246.98,4.37,1.09,337.69,68.85,19.67,4.37,163.93,3.28,0,28.41,1.09,2.19,2.19,2.19,2.19,0,369.38,5.46,13.11,8.74,135.51,4.37,15.3,5.46,0,3.28,26.23,0,0,0,21.86,0,28.41,1.09,26.23,29.51,32.79,0
108-118,0,0,0.77,259.66,3.83,0.77,238.21,65.87,34.47,0.77,137.11,3.06,0,15.32,0,2.3,0.77,1.53,0.77,0,428.94,3.06,15.32,12.26,117.96,12.26,12.26,9.96,0,6.89,21.45,0,0,0,34.47,0,24.51,4.6,19.92,24.51,14.55,0
120,0,0,0,188.14,3.92,0,290.05,48.99,31.36,0,92.11,1.96,0,19.6,0,1.96,1.96,1.96,1.96,0,333.16,3.92,13.72,7.84,117.59,9.8,9.8,9.8,0,5.88,15.68,0,1.96,0,13.72,0,27.44,5.88,13.72,35.28,29.4,0
