stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,1396.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,986.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,6.13,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,36.8,47.32,0,57.83,0,0,0,86.75,0,0,0,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,801.76,42.06,0,0,331.22,0,2.63,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,44.06,0,59.79,0,3.15,0,88.12,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,903.18,72.38,0,0,368.2,0,0,15.73,3.15,28.32,0,6.29,6.29,0,0,0,0,0
 14-21,0,1,2,13,276,50,0,54,0,3,0,13,12,5,4,0,6,0,0,0,1,127,0,0,71,639,65,3,17,11,0,28,8,131,12,34,190,239,0,0,20,0,0
 24-34,0,0,0.82,4.93,123.95,8.21,0,84.55,2.46,15.6,4.1,27.09,4.1,1.64,9.85,2.46,6.57,1.64,8.21,2.46,4.1,201.11,1.64,0,129.7,751.9,36.12,3.28,16.42,0,0.82,79.62,0,0.82,10.67,5.75,42.68,214.24,0,0,59.92,0,9.85
 36-46,0,0,0,0,47.53,1.61,0,128.1,4.83,12.89,17.72,52.37,2.42,0,8.86,0.81,1.61,4.03,8.86,0,2.42,325.49,2.42,8.86,79.76,563.16,29.81,7.25,14.5,0,0,88.62,3.22,1.61,3.22,1.61,0,186.92,0,0.81,31.42,0,11.28
 48-58,1.15,0,1.15,0,45.9,3.44,0,127.96,3.44,34.43,18.94,83.78,2.87,0.57,9.18,1.72,2.3,2.3,2.87,1.72,8.03,446.42,3.44,9.18,83.78,225.51,19.51,5.74,13.2,0,2.3,82.05,0,0,4.59,2.87,0,91.23,0,1.72,34.43,0,14.35
 60-70,0,0,0.98,0,63.8,0.98,0,119.75,8.83,31.41,14.72,98.15,9.82,0,8.83,5.89,2.94,4.91,8.83,3.93,6.87,613.45,2.94,15.7,70.67,126.62,17.67,2.94,13.74,0,7.85,89.32,0,0,2.94,2.94,0,37.3,2.94,15.7,34.35,8.83,16.69
 72-82,0,0,1.96,0,60.86,18.65,0,104.06,3.93,37.3,24.54,144.3,16.69,2.94,17.67,7.85,6.87,11.78,6.87,4.91,7.85,863.86,3.93,22.58,88.35,163.94,12.76,7.85,28.47,0,7.85,67.73,0,0,7.85,0.98,0,18.65,4.91,30.43,95.22,25.52,21.6
 84-94,0,0,1.06,1.06,97.71,18.05,1.06,106.2,5.31,64.78,25.49,94.52,27.61,0,5.31,8.5,13.81,19.12,11.68,7.43,7.43,516.15,9.56,22.3,57.35,100.89,25.49,10.62,31.86,0,10.62,192.23,0,0,10.62,6.37,0,18.05,7.43,20.18,70.09,22.3,7.43
 96-106,0,0,3.28,1.09,128.96,15.3,4.37,87.43,14.21,67.76,21.86,100.54,33.88,0,29.51,13.11,14.21,17.49,7.65,6.56,10.93,630.57,4.37,30.6,61.2,118.03,26.23,10.93,56.83,0,27.32,146.44,0,0,5.46,1.09,0,19.67,12.02,31.69,91.8,46.99,22.95
108-118,0,0,2.3,1.53,122.55,13.02,7.66,56.68,9.19,86.55,19.92,95.75,27.57,0,8.43,11.49,9.19,28.34,7.66,10.72,9.96,558.39,12.26,19.15,54.38,133.28,20.68,6.89,39.83,0,13.02,101.87,0,0,5.36,5.36,0,12.26,11.49,23.74,58.98,21.45,16.85
120,0,0,3.92,1.96,94.07,13.72,5.88,47.03,9.8,43.12,19.6,60.75,17.64,1.96,7.84,15.68,3.92,15.68,3.92,3.92,5.88,333.16,3.92,9.8,45.08,92.11,39.2,5.88,23.52,0,1.96,66.63,0,0,3.92,3.92,0,7.84,5.88,17.64,43.12,17.64,7.84
