stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,144.96,2161.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,134.85,2004.39,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,6.13,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,147.21,0,44.69,0,0,0,1062,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,3714.37,44.69,0,0,830.67,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,264.35,0,135.32,0,18.88,0,1356.34,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,6684.16,116.44,0,0,1633.28,0,6.29,3.15,3.15,191.97,0,6.29,18.88,0,0,0,0,0
 14-21,1,1,8,24,490,117,0,395,0,1,0,82,42,1,13,0,3,1,1,2,15,278,0,0,198,3951,58,25,52,172,0,10,4,96,63,14,116,1956,0,0,13,0,5
 24-34,0,0,5.75,27.91,134.62,9.03,0,595.94,0.82,5.75,10.67,112.46,6.57,1.64,16.42,0.82,4.1,4.1,14.78,4.1,19.7,457.22,1.64,2.46,158.43,6277.91,18.88,50.07,78.8,0.82,1.64,74.7,0.82,0.82,14.78,5.75,27.09,1594.92,0,0,80.44,0,17.24
 36-46,0,0,1.61,3.22,82.18,3.22,0,1167.41,4.83,3.22,35.45,319.85,5.64,0,13.7,5.64,1.61,4.03,12.09,4.83,5.64,642.12,1.61,16.92,123.27,8565.07,24.98,45.92,51.56,0,0,61.23,1.61,0,10.47,3.22,0,2082.66,0,1.61,35.45,0.81,6.45
 48-58,0,0,2.3,1.15,80.91,2.87,0,2373.83,3.44,11.48,39.02,585.85,2.3,0.57,14.92,6.31,1.15,10.33,10.9,4.59,8.61,1060.39,2.3,28.69,107.88,8319.6,10.9,36.72,61.97,0,3.44,43.04,0,0,6.89,2.3,0,1853.96,0,6.31,29.84,0.57,14.92
 60-70,0,0,2.94,0,71.65,8.83,0,3407.84,4.91,9.82,30.43,543.76,8.83,0.98,12.76,10.8,1.96,10.8,13.74,7.85,2.94,1204.33,2.94,52.02,83.43,7384.97,7.85,30.43,57.91,0,7.85,54.97,0,0,4.91,1.96,0,1199.42,0,23.56,33.37,5.89,13.74
 72-82,0,0,17.67,0.98,137.43,24.54,0,3234.58,0.98,8.83,70.68,692.07,19.63,1.96,20.61,23.56,5.89,7.85,14.72,3.93,3.93,1470.53,5.89,53.99,118.78,5631.79,8.83,31.41,98.17,0,6.87,56.94,0,0,5.89,0.98,0,678.33,7.85,43.19,58.9,36.32,12.76
 84-94,0,0,10.62,3.19,186.92,18.05,0,1979.64,5.31,24.43,36.11,461.99,27.61,3.19,16.99,31.86,4.25,21.24,16.99,5.31,11.68,983.45,4.25,48.85,70.09,2906.8,4.25,28.68,103.02,0,11.68,105.14,1.06,0,11.68,3.19,0,438.62,12.74,35.05,47.79,37.17,16.99
 96-106,1.09,0,14.21,2.19,202.18,20.76,1.09,1597.74,5.46,21.86,32.79,438.23,38.25,0,22.95,44.81,6.56,9.84,38.25,14.21,7.65,866.63,13.11,32.79,65.57,2403.17,17.49,39.34,130.05,1.09,6.56,83.06,2.19,0,12.02,2.19,0,202.18,18.58,25.14,52.46,48.09,14.21
108-118,0,0,6.89,2.3,146.3,13.02,6.89,1194.14,3.06,19.92,33.7,357.7,27.57,0,9.19,30.64,13.02,29.11,16.85,19.15,12.26,745.28,3.06,24.51,55.15,2830.23,13.02,26.81,113.36,0,6.89,66.64,0,0,9.19,3.06,0,128.68,10.72,22.21,47.49,23.74,16.09
120,1.96,0,3.92,3.92,158.74,19.6,0,1052.4,3.92,35.28,35.28,331.2,27.44,0,11.76,43.12,3.92,17.64,15.68,15.68,3.92,566.38,5.88,29.4,66.63,2916.16,11.76,13.72,127.39,0,11.76,62.71,1.96,0,7.84,1.96,0,103.87,7.84,9.8,31.36,33.32,1.96
