stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,764.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,392.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,2.63,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,5.26,0,0,2.63,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.18,0,0,0,9.44,0,0,3.15,0,0,0,6.29,0,0,0,0,0,0
 14-21,0,0,0,0,3,2,0,1,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,12,35,2,0,1,1,0,1,2,26,0,484,1608,11,0,0,1,0,0
 24-34,0,0,0,0,5.75,0.82,0,18.06,225.74,0,1.64,3.28,0,2.46,0,0.82,0,0,0.82,0,13.13,0,0,52.53,156.78,0,0.82,0.82,0,0,6.57,0,1.64,0,256.11,641.09,32.01,0,0,2.46,0,1.64
 36-46,0,0,0,0,0,0,0,15.31,424.59,0,0,2.42,0,1.61,0,0,0,0,0,0.81,8.06,0,0,29,79.76,0,0,0,1.61,0,4.03,0.81,0,0.81,165.16,34.64,10.47,0,0,3.22,0,1.61
 48-58,0,0,0,0,0,0,0,24.1,336.25,0,0,1.72,0,1.72,0,0.57,0,0,0.57,0.57,6.89,0,0.57,42.46,61.4,0,0.57,0.57,0,0,1.72,0,0,0,97.55,0,16.07,0,0,0.57,0,0.57
 60-70,0,0,0,0,0.98,0,0,19.63,215.93,0.98,0.98,3.93,0,0,0,0,0,0,0,0,6.87,0,0.98,53,37.3,0,0,0,0.98,0.98,0.98,0,0,0,46.13,0,3.93,0,0,0.98,0,0.98
 72-82,0,0,0,0,1.96,1.96,0,8.83,152.16,0,0.98,6.87,0,1.96,0,0,0,0,0.98,0,12.76,0,0.98,43.19,36.32,0,0,0,0,0.98,0.98,0,0,0,28.47,0,0.98,0,0,4.91,0,0
 84-94,0,0,0,0,5.31,3.19,0,10.62,224.09,1.06,0,3.19,0,2.12,3.19,0,1.06,0,0,0,11.68,1.06,1.06,39.3,29.74,2.12,0,1.06,0,1.06,3.19,0,0,1.06,57.35,0,1.06,0,0,1.06,0,0
 96-106,0,0,1.09,0,2.19,5.46,0,31.69,472.11,4.37,1.09,7.65,0,2.19,2.19,0,0,0,1.09,0,28.41,0,2.19,52.46,51.36,1.09,0,0,1.09,0,10.93,0,0,0,61.2,0,3.28,1.09,0,2.19,3.28,1.09
108-118,0,0,0,0.77,3.83,5.36,1.53,26.81,451.15,3.06,0.77,4.6,2.3,2.3,3.06,0,1.53,0.77,0.77,0,19.15,1.53,1.53,63.57,62.81,0.77,1.53,0,0,0.77,8.43,0,0,0.77,75.06,0,0.77,1.53,1.53,1.53,0,0
120,0,0,0,0,7.84,1.96,0,17.64,301.81,0,0,3.92,3.92,1.96,5.88,0,0,1.96,0,0,19.6,1.96,0,74.47,58.79,0,1.96,1.96,0,0,7.84,0,1.96,0,27.44,0,1.96,0,0,5.88,1.96,1.96
