stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,2042.58,34961.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,2697.04,34442.42,0,55.17,0,0,0,0,0,0,0,0,0,122.59,0,0,0,0,0,0,0,0,0,0,0,1072.69,110.33,0,0,306.48,0,919.45,0,0,0,0,0,0,0,0,0,0,0
  7-9,688.72,770.21,0,1119.83,0,7.89,0,2518.31,0,0,0,0,0,948.97,0,0,0,0,0,0,0,0,0,0,0,21208.46,875.36,0,0,7512.86,0,118.29,102.52,0,10.51,0,0,0,0,0,0,0,0
 10-12,9.44,742.68,0,1202.14,0,132.17,0,2095.88,0,0,0,0,0,528.69,0,0,0,0,0,6.29,0,0,0,0,3.15,20269.63,799.33,0,0,7404.82,0,56.65,78.67,40.91,868.56,0,81.82,34.62,0,0,0,0,0
 14-21,1,6,13,144,2945,763,0,1451,0,18,0,187,86,47,20,13,95,6,11,13,60,947,17,0,814,11925,395,66,238,428,0,187,21,1993,195,151,3152,3969,0,0,87,0,60
 24-34,0,0.82,13.13,73.06,776.53,103.43,0,2114.53,9.03,41.86,26.27,270.88,16.42,4.1,18.88,37.76,91.12,28.73,75.52,31.19,97.68,1380.68,21.34,4.1,577.88,12636.26,36.12,176.48,183.05,0.82,1.64,238.05,0.82,9.03,36.94,32.01,458.04,3012.54,0,0,250.36,0,124.77
 36-46,0,0,3.22,9.67,331.13,15.31,0,3038.18,11.28,20.14,53.98,432.64,23.36,0,21.75,41.09,19.34,27.39,52.37,28.2,43.51,1346.27,8.86,26.59,380.28,12459.68,25.78,127.3,103.13,0,1.61,186.92,4.03,6.45,15.31,15.31,12.89,2864.15,0,0.81,119.24,0,44.31
 48-58,1.72,0,2.87,6.89,333.95,13.77,0,4610.52,14.35,49.92,62.54,821.69,47.63,0,24.67,45.33,22.38,47.05,52.22,34.43,20.66,1797.16,18.94,76.32,387.32,10462.76,19.51,83.2,103.86,0,5.16,173.29,0,0,12.05,13.77,0,2206.28,0,5.16,129.68,1.72,49.92
 60-70,0,0,6.87,0,265.99,17.67,0.98,4871.29,34.35,35.33,59.87,715.53,90.3,0.98,30.43,48.09,22.58,64.78,40.24,29.45,10.8,1626.38,15.7,79.5,235.57,8320.36,14.72,58.89,74.6,0,13.74,160.97,0,0.98,15.7,7.85,0,979.56,8.83,33.37,120.73,17.67,31.41
 72-82,0,0,33.38,1.96,409.35,77.55,5.89,3782.34,31.41,33.38,75.59,780.42,205.17,1.96,33.38,127.62,62.83,55.95,52.03,38.28,15.71,1695.33,30.43,67.73,279.77,6325.83,17.67,97.18,102.09,0,10.8,209.09,1.96,0,19.63,5.89,0,413.28,38.28,57.92,213.02,53.99,27.49
 84-94,0,0,26.55,8.5,580.93,61.6,31.86,2766.61,22.3,55.23,63.72,540.58,334.54,0,20.18,118.95,90.27,71.16,64.78,80.71,18.05,1122.57,22.3,91.34,214.53,3633.23,14.87,125.32,115.76,0,10.62,526.77,1.06,0,50.98,9.56,0,301.62,127.44,63.72,192.23,55.23,23.36
 96-106,1.09,0,25.14,7.65,545.33,109.28,24.04,1971.5,13.11,67.76,42.62,533.31,259,0,51.36,179.23,71.04,42.62,75.41,46.99,12.02,927.83,21.86,43.71,195.62,2874.19,19.67,162.83,153,1.09,18.58,557.35,4.37,0,49.18,5.46,0,100.54,124.58,36.06,250.26,53.55,19.67
108-118,0,0,15.32,3.83,346.98,81.19,16.85,1500.52,14.55,53.62,36.77,409.02,122.55,0,16.85,134.81,65.87,39.06,55.92,44.43,13.79,666.39,16.85,31.4,177.7,3646.75,18.38,101.11,85.79,0,13.02,359.24,0.77,0,18.38,9.96,0,73.53,89.62,14.55,159.32,22.21,16.85
120,0,0,5.88,1.96,229.29,72.51,5.88,1083.76,13.72,41.16,41.16,364.52,80.35,0,9.8,131.31,27.44,29.4,33.32,25.48,3.92,456.63,11.76,21.56,160.7,2808.37,31.36,60.75,72.51,0,15.68,264.57,0,0,17.64,7.84,0,60.75,37.24,21.56,103.87,11.76,5.88
