stage,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,liver,mesenchyme,mural.cell,muscle,neural,olfactory,otic,periderm,presomitic.mesoderm,pronephros,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0
 48-58,1.15,0,4.02,0,0,0,1.15,0,0,0,0,0,0,0,1.15,0,0,41.89,0,0,0,0,0,1.72,0,0,0,0
 60-70,2.94,0,8.83,0,0.98,0,0,0,0.98,0,0.98,0,0.98,0,3.93,0,0,152.14,0,0,0.98,0.98,0,4.91,0,0.98,0,0.98
 72-82,1.96,4.91,42.21,0.98,0,0.98,6.87,0,0,0.98,0.98,0,0.98,0,20.61,0,3.93,215.97,0,0,0.98,0,0,11.78,0.98,1.96,1.96,0.98
 84-94,4.25,1.06,26.55,0,1.06,0,3.19,0,0,0,1.06,0,0,1.06,8.5,1.06,2.12,123.2,0,1.06,5.31,0,0,8.5,0,0,0,2.12
 96-106,4.37,1.09,12.02,0,1.09,1.09,6.56,0,0,0,0,1.09,0,1.09,6.56,0,1.09,95.08,0,0,3.28,0,0,2.19,0,0,0,0
108-118,3.06,1.53,10.72,0,0,0,2.3,0.77,0,0,0,0,0,0,4.6,0,0,114.13,0.77,0,2.3,0,0,1.53,0,0,0,0
120,1.96,0,17.64,0,0,0,9.8,5.88,0,0,3.92,1.96,0,0,3.92,1.96,0,131.31,0,0,0,0,1.96,0,0,1.96,0,1.96
