stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.32,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,10,0,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,6,0,0,1,2,7,0,0,0,0,0
 24-34,0,0,0.82,2.46,0,0,3.28,6.57,0,0,0,0.82,0,5.75,0,2.46,0,0,0,0,15.6,0,0,6.57,40.22,0,0.82,1.64,0,0,3.28,0,5.75,10.67,6.57,28.73,0,0,0,0,0
 36-46,0,0,0,12.09,0,0,7.25,41.89,2.42,2.42,2.42,0,0,10.47,0,2.42,0,2.42,0,0,22.56,0,0.81,12.89,94.26,0,1.61,0.81,0,0,4.03,0,3.22,40.28,0,68.48,0,0,0,0,0
 48-58,0,0,0,26.4,0.57,0,24.67,87.22,13.77,9.18,7.46,0,0,10.33,0,0,0,0.57,0,0.57,38.44,0.57,3.44,20.08,288.05,0,0.57,0.57,0,0,1.72,0,5.74,72.87,0,114.19,0,0,0.57,0,0.57
 60-70,0,0,0,85.39,0.98,0,50.06,114.84,22.58,10.8,13.74,0,0,5.89,1.96,1.96,0,0,0,0,63.8,2.94,8.83,18.65,505.48,0,0,0.98,0.98,0.98,1.96,0,1.96,53,0,159.01,0,2.94,0.98,2.94,0
 72-82,0,2.94,0,139.4,2.94,0,51.05,105.04,32.39,18.65,19.63,3.93,0.98,3.93,0.98,0,0,2.94,0.98,0,152.16,2.94,21.6,25.52,612.56,0,2.94,3.93,0,0,3.93,0,1.96,50.06,0,110.93,0.98,4.91,0,16.69,0.98
 84-94,0,0,1.06,294.18,3.19,0,65.85,140.19,39.3,8.5,18.05,0,0,4.25,5.31,2.12,1.06,1.06,1.06,1.06,94.52,8.5,16.99,23.36,367.46,0,2.12,7.43,0,0,16.99,0,5.31,81.78,0,65.85,2.12,4.25,4.25,29.74,2.12
 96-106,0,0,0,374.85,14.21,0,85.24,209.83,64.48,13.11,28.41,3.28,0,9.84,5.46,3.28,2.19,2.19,4.37,1.09,131.14,3.28,20.76,30.6,389.05,1.09,3.28,8.74,0,1.09,14.21,0,1.09,89.61,0,53.55,2.19,4.37,5.46,24.04,2.19
108-118,0,0,0,273.45,6.13,0.77,46.72,176.94,58.98,5.36,35.23,0.77,0,7.66,3.83,2.3,0,0,1.53,0,78.13,3.06,14.55,29.11,338.56,0,2.3,9.19,0,0.77,3.83,0,0.77,80.43,0,36.77,1.53,1.53,0.77,15.32,2.3
120,0,0,0,205.78,1.96,0,56.83,115.63,17.64,3.92,31.36,1.96,0,5.88,5.88,1.96,0,0,1.96,0,86.23,0,13.72,11.76,452.71,0,3.92,13.72,0,3.92,3.92,1.96,0,27.44,0,60.75,1.96,0,1.96,11.76,0
