stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,144.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,4,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,5,0,0,1,0,0,5,1,0,2,5,0,0,0,0,0
 24-34,0,0,0,0.82,1.64,0,0,12.31,0,0.82,0.82,5.75,1.64,0,0.82,0,3.28,0.82,1.64,0,0,18.88,0,0,5.75,92.76,0.82,2.46,0,0,0,0.82,0,0,0,0,22.16,0,0,3.28,0,2.46
 36-46,0,0,0,0,0.81,0.81,0,8.86,0,0,3.22,21.75,0,0,2.42,0,0,0,1.61,0,0,78.15,0,0.81,20.14,81.37,2.42,6.45,2.42,0,0,2.42,0,0,0,0,37.06,0,0,2.42,0,6.45
 48-58,0,0,0,0,0.57,0,0,19.51,0,0.57,8.03,27.54,1.15,0,0,0,0,0,0.57,0.57,0,135.99,0,0,22.38,76.89,0.57,1.15,1.72,0,0,0.57,0,0.57,0,0,24.1,0,0,4.02,0,26.4
 60-70,0,0,0,0,0.98,0,0,11.78,0,0,13.74,98.15,3.93,0.98,0,0,0,2.94,1.96,0.98,0.98,298.38,0,1.96,29.45,58.89,0,0.98,4.91,0,0,0,0,2.94,0,0,13.74,0,0.98,6.87,0.98,46.13
 72-82,0,0,2.94,0,4.91,0.98,0,61.84,0,0.98,23.56,268.98,25.52,0,2.94,0,0.98,9.82,2.94,17.67,0,606.67,0,3.93,55.95,99.15,1.96,4.91,18.65,0,0.98,2.94,0,8.83,0.98,0,22.58,0,1.96,7.85,3.93,79.51
 84-94,0,0,4.25,0,5.31,2.12,0,86.03,0,1.06,20.18,142.31,55.23,0,1.06,1.06,2.12,22.3,4.25,73.28,5.31,424.81,0,8.5,38.23,81.78,1.06,6.37,12.74,0,0,2.12,0,14.87,0,0,8.5,0,4.25,7.43,1.06,78.59
 96-106,0,0,3.28,0,13.11,3.28,0,83.06,1.09,3.28,7.65,244.8,249.17,0,2.19,2.19,2.19,34.97,4.37,276.49,1.09,587.95,0,7.65,39.34,198.9,0,18.58,37.16,0,0,7.65,0,19.67,0,0,26.23,0,3.28,17.49,7.65,115.84
108-118,0.77,0,2.3,0,8.43,5.36,2.3,41.36,0,3.06,22.21,216,392.17,0,2.3,2.3,1.53,70.47,2.3,651.07,6.89,480.26,0.77,6.89,38.3,167.75,2.3,8.43,25.28,0,3.06,5.36,0,22.98,0,0,17.62,0.77,2.3,15.32,4.6,161.62
120,1.96,0,1.96,0,7.84,1.96,0,56.83,0,1.96,19.6,174.42,280.25,0,3.92,1.96,1.96,50.95,3.92,270.45,5.88,315.53,1.96,5.88,27.44,162.66,0,9.8,23.52,0,5.88,0,0,13.72,0,0,9.8,0,3.92,9.8,1.96,64.67
