stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,1014.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,1250.45,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,42.91,6.13,0,0,12.26,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,21.03,0,42.06,0,0,0,57.83,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,549.4,42.06,0,0,252.36,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,37.76,0,56.65,0,6.29,0,62.94,0,0,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,3.15,566.45,44.06,0,0,292.67,3.15,6.29,6.29,12.59,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,1,4,35,9,0,13,0,0,0,5,5,1,1,0,1,0,0,4,1,25,0,0,11,146,7,0,3,12,3,1,30,4,2,28,59,0,0,4,0,0
 24-34,0,0,3.28,0,13.95,2.46,0,32.01,0,1.64,1.64,6.57,1.64,0,3.28,0,2.46,0.82,3.28,0,1.64,40.22,0.82,0,12.31,270.06,3.28,6.57,1.64,0,11.49,0,0,4.1,0,11.49,83.73,0,0,23.8,0,0.82
 36-46,0,0,0,0,4.03,0.81,0,53.98,0,2.42,3.22,10.47,1.61,0,2.42,1.61,0.81,0,0,0.81,1.61,44.31,0,1.61,16.92,279.57,2.42,5.64,1.61,0,12.89,0,0,0,0.81,0,81.37,0,0,4.83,0,1.61
 48-58,0,0,0.57,0,8.03,0.57,0,98.69,1.72,2.3,1.15,18.94,1.15,0,1.15,2.3,1.15,1.72,1.15,0,0.57,48.77,1.72,1.72,8.03,168.7,0.57,2.3,5.16,0,7.46,0,0,1.15,0.57,0,55.09,0,0,5.74,0,2.3
 60-70,0,0,0.98,0,9.82,4.91,0,205.14,2.94,2.94,2.94,24.54,1.96,0.98,2.94,1.96,0,4.91,1.96,1.96,0.98,76.56,0,2.94,10.8,240.47,0.98,2.94,7.85,0,7.85,0,0,1.96,0.98,0,37.3,0,3.93,10.8,0,4.91
 72-82,0,0,1.96,0,12.76,17.67,0.98,211.06,0,3.93,4.91,47.12,5.89,0.98,1.96,2.94,0.98,3.93,2.94,0,0,116.82,0.98,4.91,10.8,173.75,1.96,8.83,11.78,0,11.78,0,0,0,0,0,29.45,3.93,2.94,17.67,3.93,4.91
 84-94,0,0,2.12,0,19.12,19.12,1.06,134.88,2.12,5.31,1.06,31.86,7.43,0,1.06,5.31,2.12,12.74,1.06,2.12,4.25,76.47,4.25,6.37,11.68,106.2,3.19,8.5,8.5,0,29.74,0,0,4.25,1.06,0,6.37,3.19,4.25,19.12,2.12,4.25
 96-106,0,0,3.28,1.09,16.39,22.95,0,125.68,0,5.46,2.19,44.81,9.84,0,3.28,6.56,7.65,9.84,7.65,6.56,5.46,92.89,4.37,2.19,12.02,124.58,1.09,6.56,18.58,0,27.32,0,0,3.28,1.09,0,7.65,1.09,5.46,15.3,3.28,5.46
108-118,0,0,3.83,0,22.98,9.96,2.3,101.87,3.06,6.13,3.06,33.7,10.72,0,1.53,8.43,4.6,22.21,6.89,6.13,2.3,68.94,2.3,5.36,9.96,121.79,5.36,2.3,15.32,0,18.38,0,0,0.77,1.53,0,6.89,4.6,2.3,20.68,1.53,5.36
120,0,0,3.92,0,39.2,11.76,0,62.71,1.96,9.8,5.88,39.2,25.48,0,1.96,9.8,5.88,7.84,3.92,0,0,58.79,0,5.88,11.76,154.82,5.88,7.84,7.84,0,11.76,0,0,1.96,0,0,13.72,1.96,0,17.64,3.92,1.96
