stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,698.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,171.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,10.51,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,63.09,5.26,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,141.61,6.29,0,0,40.91,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,1,0,0,1,22,1,0,11,0,0,0,1,5,0,0,0,3,0,0,0,1,9,0,0,28,50,6,0,4,1,0,10,10,1,0,26,28,0,0,0,0,2
 24-34,0,0,0.82,0,13.13,0.82,0,54.18,0,0.82,0,3.28,1.64,0,0.82,2.46,1.64,0,2.46,0,23.8,18.06,0,0,9.85,84.55,1.64,1.64,0.82,0,0,36.94,0,3.28,0,2.46,28.73,0,0,6.57,0,17.24
 36-46,0,0,0,0,0.81,0,0,37.87,0,0.81,3.22,7.25,0.81,0,1.61,0,2.42,2.42,0,0.81,24.98,20.95,0,0,4.83,58.81,0,0,0,0,0,37.06,0,1.61,0,0,15.31,0,0,6.45,0,8.86
 48-58,0,0,0,0,3.44,0,0,61.97,0,1.15,1.72,22.95,0,0,2.3,1.15,0,8.61,0.57,0,24.1,28.12,0,0.57,5.16,37.87,1.72,1.72,1.72,0,0,24.1,0,0.57,0,0,18.94,0,0,4.02,0,6.89
 60-70,0,0,0.98,0,7.85,0,0,104.04,0,1.96,3.93,37.3,3.93,0,1.96,2.94,0,32.39,0,0,13.74,45.15,1.96,1.96,3.93,27.48,0.98,2.94,1.96,0,1.96,21.59,0,0,0.98,0,5.89,0,0,3.93,0,7.85
 72-82,0,0,3.93,0,11.78,1.96,0,72.64,0,0,3.93,40.25,1.96,0.98,0,5.89,3.93,33.38,0.98,0.98,10.8,83.44,2.94,1.96,6.87,24.54,0.98,2.94,7.85,0,1.96,24.54,0,1.96,0,0,7.85,2.94,2.94,9.82,0.98,4.91
 84-94,0,0,0,0,15.93,3.19,0,143.38,0,5.31,3.19,29.74,4.25,0,0,10.62,2.12,38.23,2.12,1.06,39.3,60.54,1.06,2.12,2.12,19.12,0,2.12,4.25,0,1.06,79.65,0,8.5,0,0,3.19,2.12,2.12,6.37,1.06,7.43
 96-106,0,0,3.28,0,17.49,0,0,126.77,1.09,2.19,2.19,32.79,7.65,0,2.19,13.11,7.65,24.04,2.19,2.19,22.95,68.85,2.19,0,3.28,18.58,0,8.74,6.56,0,2.19,65.57,0,3.28,0,0,3.28,5.46,0,10.93,0,8.74
108-118,0,0,0.77,0,16.09,3.06,3.83,110.3,0,5.36,4.6,16.85,13.02,0,0,8.43,6.13,33.7,0,3.06,29.87,48.26,2.3,2.3,0.77,24.51,0,2.3,8.43,0,0,46.72,0,4.6,0,0,2.3,2.3,1.53,5.36,0,9.19
120,0,0,0,0,17.64,7.84,0,33.32,3.92,3.92,1.96,25.48,9.8,0,0,5.88,0,19.6,1.96,1.96,13.72,27.44,1.96,0,3.92,25.48,0,5.88,1.96,0,0,37.24,0,1.96,0,0,0,0,0,11.76,0,0
