stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,294.22,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,42.91,12.26,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,60.46,18.4,0,76.23,0,0,0,18.4,0,0,0,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,176.12,47.32,0,0,336.48,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,53.5,0,3.15,0,25.18,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,317.84,44.06,0,0,361.9,0,0,0,3.15,12.59,0,3.15,0,0,0,0,0,0
 14-21,0,0,2,24,339,66,0,27,0,4,0,7,19,1,7,6,3,0,0,20,1,74,0,0,61,206,74,2,8,35,0,0,2,279,11,3,491,248,0,0,13,0,0
 24-34,0,0,1.64,0.82,160.89,6.57,0,7.39,0,46.79,6.57,5.75,3.28,0,9.03,18.06,2.46,0,4.1,21.34,4.1,85.37,0,0,44.33,114.1,19.7,2.46,4.93,0,0,0,0.82,0.82,4.93,0,41.86,109.17,0,0,63.21,0,2.46
 36-46,0.81,0,0,0,79.76,2.42,0,8.06,0,32.23,12.89,5.64,0,1.61,9.67,21.75,0.81,1.61,2.42,9.67,0,89.43,0,0,26.59,68.48,15.31,2.42,6.45,0,0,2.42,2.42,0,2.42,0,0,57.2,0,0,42.7,0,0
 48-58,0,0,0,0.57,64.27,0.57,0,13.2,0,37.3,12.05,6.89,1.15,5.16,4.02,27.54,0,0,1.15,6.31,0,108.45,1.72,0.57,22.38,59.68,7.46,2.87,4.59,0,1.72,0,0,0,0,1.15,0,36.15,0,0,28.69,0,0.57
 60-70,0,0,0,0.98,102.08,2.94,0,10.8,0,44.17,13.74,14.72,0.98,2.94,5.89,50.06,3.93,0,4.91,2.94,0,126.62,0,6.87,17.67,53,1.96,3.93,1.96,0,0.98,0,0,0,0.98,0,0,14.72,3.93,1.96,26.5,0,0
 72-82,0,0,0.98,0,139.4,1.96,0,16.69,0,50.06,32.39,21.6,0,2.94,1.96,57.92,2.94,0,4.91,4.91,0,229.71,1.96,8.83,26.5,53.99,4.91,15.71,14.72,0,1.96,1.96,0,0,3.93,0,0,11.78,8.83,2.94,44.17,5.89,0.98
 84-94,0,0,1.06,0,216.66,2.12,0,20.18,1.06,73.28,18.05,13.81,6.37,8.5,4.25,87.09,5.31,2.12,6.37,2.12,0,140.19,3.19,7.43,20.18,35.05,4.25,26.55,13.81,0,1.06,1.06,0,0,5.31,0,0,13.81,25.49,1.06,36.11,2.12,0
 96-106,0,0,1.09,0,230.59,4.37,0,17.49,0,83.06,13.11,13.11,29.51,0,5.46,90.71,6.56,1.09,6.56,7.65,0,159.56,4.37,6.56,19.67,52.46,4.37,36.06,16.39,0,1.09,5.46,0,0,3.28,0,0,19.67,29.51,3.28,41.53,3.28,0
108-118,0,0,2.3,0.77,282.64,0.77,0.77,13.79,0,101.87,23.74,16.85,108.77,0,2.3,68.17,6.89,0.77,6.13,3.06,0,134.04,6.89,2.3,10.72,34.47,2.3,31.4,19.15,0,2.3,4.6,1.53,0,8.43,0,0,9.19,57.45,0.77,25.28,2.3,0
120,1.96,0,1.96,0,217.54,0,0,13.72,1.96,58.79,9.8,9.8,143.06,0,1.96,92.11,3.92,0,3.92,5.88,0,141.1,5.88,7.84,19.6,64.67,5.88,27.44,21.56,0,1.96,3.92,1.96,0,9.8,0,0,5.88,15.68,0,27.44,0,0
