stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,184.49,3610.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,288.09,4339.78,0,6.13,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,140.98,12.26,0,0,49.04,85.81,0,0,0,0,0,0,0,0,0,0,0
  7-9,73.6,97.26,0,147.21,0,0,0,262.87,0,0,0,0,0,107.78,0,0,0,0,0,0,0,0,0,0,0,2670.77,92,0,0,1193.44,2.63,10.51,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,59.79,0,125.88,0,15.73,0,283.23,0,0,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,0,2061.26,22.03,0,0,748.98,6.29,6.29,6.29,94.41,0,9.44,3.15,0,0,0,0,0
 14-21,0,3,0,16,269,75,0,197,0,0,0,42,11,1,2,3,8,1,0,1,0,139,0,0,135,2449,39,18,27,90,20,1,369,28,1,238,744,0,0,10,0,1
 24-34,0,0,0,5.75,68.95,22.16,0,439.16,0,1.64,1.64,45.97,2.46,0,1.64,5.75,1.64,3.28,6.57,2.46,0,255.29,0,0.82,106.71,2853.3,13.95,27.09,30.37,0,45.15,0,0,4.1,0,17.24,621.39,0,0,25.45,0,4.1
 36-46,0,0,0,0,24.17,12.09,0,871.73,0,0,0,44.31,1.61,0,4.03,6.45,0,6.45,0.81,0.81,0.81,191.75,0,2.42,69.29,1882.85,6.45,12.09,8.86,0,12.09,0,0,3.22,0,0.81,417.34,0,0,14.5,0,4.83
 48-58,0,0,0,0,32.13,5.16,0,867.59,0.57,0.57,1.15,59.1,3.44,0,3.44,6.31,1.15,2.87,2.3,1.72,0,187.63,0.57,14.35,44.18,825.13,1.72,4.02,6.31,0,6.31,0,0,1.15,0.57,0,142.3,0,0,11.48,0,2.3
 60-70,0,0,0.98,0,23.56,2.94,0,642.9,0.98,1.96,2.94,52.02,5.89,0,0,3.93,0,1.96,3.93,0.98,0,142.32,0.98,8.83,27.48,408.31,0.98,0.98,5.89,0,1.96,0,0,0,0,0,29.45,0,0,4.91,0,0
 72-82,0,0,0.98,0,41.23,6.87,0,267.99,0.98,0.98,1.96,70.68,3.93,0,3.93,8.83,1.96,1.96,1.96,1.96,0,142.34,0.98,12.76,28.47,319.04,0.98,2.94,5.89,0.98,5.89,0,0,0.98,0,0,11.78,1.96,0.98,12.76,0,0
 84-94,0,0,0,2.12,43.54,10.62,1.06,220.9,0,0,3.19,35.05,16.99,0,0,13.81,7.43,3.19,0,4.25,1.06,118.95,2.12,18.05,30.8,238.96,2.12,7.43,9.56,0,7.43,0,0,2.12,0,0,4.25,4.25,1.06,19.12,0,0
 96-106,0,0,0,0,22.95,8.74,0,147.53,0,0,0,61.2,3.28,0,4.37,12.02,7.65,1.09,1.09,3.28,0,76.5,1.09,4.37,14.21,214.2,2.19,5.46,9.84,0,10.93,0,0,3.28,0,0,3.28,3.28,1.09,16.39,2.19,0
108-118,0,0,0,0,19.15,19.92,0,180,0,0,1.53,43.66,6.13,0,0.77,13.79,7.66,1.53,0.77,1.53,0.77,55.15,0.77,1.53,18.38,298.73,1.53,6.13,5.36,0,7.66,0,0,3.83,0,0,3.83,3.06,0,13.79,0,0.77
120,0,0,0,0,15.68,33.32,0,133.27,0,0,0,43.12,1.96,0,0,23.52,1.96,0,0,0,0,41.16,0,1.96,27.44,250.85,3.92,1.96,3.92,0,5.88,0,0,1.96,0,0,5.88,1.96,0,11.76,0,0
