stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,10.51,0,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,39.43,2.63,0,0,21.03,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.56,3.15,0,0,44.06,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,8,1,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,5,36,1,0,11,5,0,1,7,17,1,7,69,0,0,0,0,0
 24-34,0,0,0,0,4.93,0,0,4.93,0,0,1.64,13.95,0.82,0,0,0,0,0,1.64,0.82,0.82,16.42,0,0,8.21,78.8,2.46,19.7,3.28,0,0,0,0,5.75,0,0.82,71.41,0,0,1.64,0,0
 36-46,0,0,0,0,2.42,0,0,4.03,0,1.61,0,10.47,0,0,0,0,0,0,0.81,0,0,4.83,0,0,0.81,27.39,0,6.45,1.61,0,0,0,0,1.61,0,0,28.2,0,0,0.81,0,0
 48-58,0,0,0,0,0.57,0,0,6.31,0,0.57,0.57,14.35,0.57,0,0,0,0,0,1.15,0.57,0,8.03,0,0,0.57,18.94,1.15,5.16,3.44,0,0,0,0,1.15,0,0,21.8,0,0,0.57,0,0
 60-70,0,0,0,0,1.96,0,0,15.7,0,0,1.96,16.69,0,0,0,0,0.98,0,0.98,0,0.98,8.83,0.98,0,2.94,20.61,0,12.76,3.93,0,0,0,0,2.94,0,0,6.87,0,0,0.98,0.98,0.98
 72-82,0,0,3.93,0,4.91,0,0,33.38,0.98,1.96,0.98,57.92,1.96,0,0,0.98,0.98,0.98,2.94,0,0,40.25,0,1.96,7.85,34.36,0.98,31.41,6.87,0,0,0,0,3.93,0,0,16.69,0.98,0.98,2.94,1.96,1.96
 84-94,0,0,3.19,0,5.31,0,0,9.56,0,0,1.06,22.3,0,0,0,1.06,0,0,1.06,0,0,8.5,0,1.06,2.12,10.62,0,12.74,4.25,0,1.06,0,0,3.19,0,0,8.5,1.06,1.06,1.06,1.06,1.06
 96-106,0,0,2.19,1.09,3.28,0,0,12.02,0,2.19,1.09,24.04,1.09,0,0,1.09,2.19,2.19,9.84,0,0,16.39,0,0,2.19,22.95,1.09,37.16,5.46,0,2.19,0,0,4.37,0,0,9.84,1.09,1.09,2.19,3.28,4.37
108-118,0,0,0.77,0.77,3.06,0,0.77,10.72,1.53,0,0.77,22.21,2.3,0,0.77,0.77,0.77,0,0.77,0,0,19.15,0,0.77,3.06,17.62,0.77,20.68,4.6,0,0,0,0,0.77,0,0,4.6,0,0,3.83,3.83,0
120,0,0,0,0,0,1.96,0,0,0,1.96,0,1.96,0,0,0,0,0,0,0,0,0,1.96,0,0,3.92,1.96,0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,1.96,0,0
