stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,579.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,435.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,18.39,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,26.29,0,23.66,0,0,0,94.63,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,565.17,31.54,0,0,247.1,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,25.18,0,6.29,0,103.85,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,481.49,18.88,0,0,232.88,0,6.29,0,0,22.03,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,47,5,0,11,0,1,0,8,0,0,2,0,0,0,0,0,13,0,0,12,179,3,1,2,7,0,4,0,28,10,0,13,98,0,0,0,0,0
 24-34,0,0,0,0,10.67,1.64,0,30.37,0,0,0,12.31,0,0,1.64,0,0.82,0,0.82,0,39.4,0,0,11.49,309.46,0.82,2.46,2.46,0,0.82,4.93,0,0,0.82,0,4.93,75.52,0,0,0,0,0.82
 36-46,0,0,0,0,1.61,0,0,59.62,0,0,1.61,20.14,0,0,1.61,0,0,0,0.81,0,53.98,0,0.81,13.7,220.75,0.81,4.83,2.42,0,0,0.81,0,0,0,0,0,74.12,0,0,6.45,0,0
 48-58,0,0.57,0,0,2.3,0,0,101.56,0,0,1.72,21.23,0,0,0.57,0.57,0,0.57,1.15,0.57,80.33,0.57,2.3,9.18,185.34,0,2.3,2.3,0,0,2.3,0,0,0.57,0,0,39.59,0,0,1.15,0,1.15
 60-70,0,0,0,0,3.93,0,0,150.17,0.98,0,0.98,28.46,0.98,0,0,0,0,0.98,1.96,0,122.69,0,0.98,5.89,188.45,0,5.89,2.94,0,0,1.96,0,0,0,0,0,14.72,0,0.98,2.94,0,0.98
 72-82,0,0,0.98,0,3.93,0,0,93.26,0,0.98,3.93,28.47,0.98,0,0,0,0.98,0,1.96,0,200.26,0,5.89,2.94,130.56,0,4.91,2.94,0,0,0.98,0,0,0.98,0,0,9.82,1.96,1.96,1.96,1.96,0
 84-94,0,0,1.06,0,11.68,0,0,78.59,0,2.12,5.31,20.18,1.06,0,0,1.06,1.06,0,0,0,175.24,0,2.12,11.68,80.71,2.12,5.31,6.37,0,0,4.25,0,0,0,0,0,9.56,0,1.06,3.19,2.12,0
 96-106,0,0,0,0,8.74,1.09,1.09,40.44,0,2.19,3.28,14.21,1.09,0,0,0,0,1.09,1.09,2.19,128.96,0,2.19,5.46,71.04,0,4.37,9.84,0,0,3.28,0,0,1.09,0,0,10.93,1.09,0,0,1.09,0
108-118,0,0,0,0,10.72,0.77,0.77,49.79,0,3.83,3.83,19.92,0.77,0,0.77,1.53,2.3,0.77,2.3,0,96.51,0.77,1.53,9.96,75.83,0,1.53,4.6,0,0.77,6.89,0,0,0.77,0.77,0,2.3,0.77,1.53,1.53,2.3,0.77
120,0,0,0,1.96,15.68,5.88,0,33.32,0,1.96,3.92,27.44,1.96,0,0,0,1.96,0,1.96,0,84.27,0,0,3.92,76.43,0,1.96,11.76,0,0,1.96,0,0,1.96,0,0,3.92,0,0,3.92,0,0
