stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,1344.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,104.2,1520.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.91,12.26,0,0,18.39,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,23.66,0,55.2,0,0,39.43,0,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,701.87,26.29,0,0,294.42,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,15.73,0,0,44.06,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,465.75,18.88,0,0,132.17,0,3.15,6.29,0,12.59,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,8,38,8,13,0,0,0,1,2,0,0,0,0,0,0,0,0,23,0,0,19,222,6,1,0,4,0,1,2,19,2,5,24,74,0,0,3,0,0
 24-34,0,0,0.82,1.64,11.49,0.82,32.83,0,0.82,0.82,6.57,0.82,0,0.82,2.46,1.64,0,1.64,0,0,27.91,0.82,0,13.13,366.1,1.64,5.75,3.28,0,0,3.28,0,0,0.82,0.82,9.03,77.98,0,0,12.31,0,0.82
 36-46,0,0,0,0,4.03,0.81,66.06,1.61,0,2.42,9.67,0,0,0.81,0.81,0,0,0,0.81,0.81,37.06,0,0,4.83,360.94,0,8.06,2.42,0,0,1.61,0,0.81,1.61,0.81,0.81,89.43,0,0,5.64,0,0
 48-58,0,0,0,0,2.3,0,114.76,0,0.57,1.72,26.97,0.57,0,1.72,2.3,0,0,1.72,0,0,42.46,0,1.72,5.74,370.1,0.57,3.44,2.87,0,0,0.57,0,0,0,0,0,70,0,0,1.72,0.57,1.72
 60-70,0,0,0,0,3.93,0,158.03,0.98,0,0.98,39.26,0.98,0,0.98,0.98,0,1.96,0,0.98,0.98,53,0,1.96,2.94,351.38,0.98,2.94,1.96,0,0,3.93,0,0,1.96,0,0,40.24,0,0.98,0.98,0,0
 72-82,0,0,0,0,3.93,1.96,124.67,0.98,0,1.96,50.06,0,0,0,1.96,0.98,0,0,0,0,50.06,0.98,5.89,5.89,241.49,0,2.94,2.94,0,0,3.93,0,0,0.98,0,0,17.67,0.98,2.94,1.96,1.96,1.96
 84-94,0,0,1.06,0,3.19,0,84.96,0,0,1.06,29.74,0,0,0,4.25,1.06,1.06,0,0,0,40.36,0,2.12,1.06,113.64,3.19,4.25,5.31,0,1.06,5.31,0,0,2.12,0,0,7.43,3.19,0,2.12,1.06,1.06
 96-106,0,0,0,0,7.65,0,51.36,1.09,0,0,32.79,3.28,0,4.37,6.56,1.09,2.19,1.09,3.28,0,40.44,0,1.09,1.09,85.24,0,1.09,4.37,0,1.09,5.46,0,0,0,1.09,0,3.28,0,1.09,8.74,1.09,1.09
108-118,0,0,0,0,3.06,3.06,38.3,0,1.53,2.3,26.04,3.06,0,0,2.3,2.3,6.89,2.3,0.77,0.77,20.68,0.77,0,1.53,105.7,1.53,1.53,3.83,0,1.53,6.89,0,0,0,0.77,0,0,3.06,0.77,1.53,1.53,0.77
120,0,0,0,0,9.8,0,25.48,1.96,0,0,27.44,5.88,0,0,7.84,1.96,3.92,1.96,0,0,19.6,0,0,0,88.19,0,1.96,5.88,0,0,9.8,0,0,0,0,0,1.96,0,0,1.96,0,0
