stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,91.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,70.98,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,60.46,7.89,0,0,49.95,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.12,6.29,0,0,44.06,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,4,1,0,3,0,0,0,18,0,0,2,0,5,0,0,0,0,3,0,0,3,251,0,2,3,1,0,0,3,1,0,3,156,0,0,0,0,0
 24-34,0,0,0,0.82,4.1,0.82,0,36.94,0,0.82,0,25.45,0,0,0,0,1.64,0.82,0,0.82,0.82,13.95,0,0,7.39,965.33,4.93,1.64,0,0,0,3.28,0,0,0.82,0.82,293.05,0,0,1.64,0,1.64
 36-46,0,0,0,0,3.22,0,0,216.73,0,0.81,0,30.62,0,0,0.81,0,0,0,0,0.81,1.61,12.89,0,0,5.64,1677.4,0.81,11.28,1.61,0,0,0.81,0,0,0,0,362.55,0,0,0.81,0.81,0.81
 48-58,0,0,0,0,4.02,0.57,0,472.24,0,0,0.57,72.3,0,0.57,0.57,0,0,0,0,0,1.15,33.85,0,2.87,4.59,2239.56,1.72,4.02,1.15,0,0,0,0,0,0.57,0,372.97,0,1.15,2.87,0,2.87
 60-70,0,0,0.98,0,6.87,0,0,667.43,0.98,1.96,0.98,124.65,0,0,1.96,1.96,0.98,0,0,0,0.98,73.61,0,1.96,5.89,2702.13,1.96,9.82,1.96,0,3.93,1.96,0,0.98,0,0,336.66,0,5.89,0.98,2.94,0
 72-82,0,0,1.96,0,7.85,4.91,0,812.82,0.98,0,0.98,162.96,0.98,0,0,0,0.98,0.98,0,0,0.98,123.69,0,8.83,2.94,2413.91,0,5.89,3.93,0,10.8,2.94,0,0,0,0,164.92,0.98,14.72,4.91,7.85,2.94
 84-94,0,0,1.06,0,20.18,3.19,0,459.86,1.06,0,2.12,118.95,0,0,2.12,2.12,0,4.25,0,1.06,0,90.27,0,2.12,4.25,1006.81,2.12,5.31,1.06,0,5.31,4.25,0,1.06,1.06,0,100.89,0,8.5,2.12,4.25,0
 96-106,0,0,0,0,13.11,2.19,0,344.25,1.09,0,1.09,131.14,0,0,1.09,2.19,0,0,1.09,0,1.09,65.57,0,6.56,3.28,903.78,3.28,7.65,4.37,0,14.21,1.09,0,2.19,0,0,46.99,1.09,10.93,3.28,7.65,2.19
108-118,0,0,1.53,0,13.02,1.53,0.77,255.83,2.3,0,0,91.92,0,0,3.06,0,0,1.53,0.77,0.77,0.77,50.55,1.53,7.66,2.3,986.56,0.77,2.3,4.6,0,14.55,2.3,0,0,0.77,0,24.51,0,3.83,0.77,1.53,1.53
120,0,0,0,0,9.8,3.92,1.96,241.05,1.96,1.96,0,115.63,0,0,1.96,1.96,0,1.96,3.92,0,0,47.03,0,7.84,7.84,1054.36,0,3.92,1.96,0,7.84,0,0,0,1.96,0,39.2,0,1.96,1.96,1.96,0
