stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,208.41,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,13.14,0,10.51,0,0,39.43,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,541.51,7.89,0,0,89.38,0,5.26,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,50.35,0,6.29,28.32,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,512.96,3.15,0,0,69.23,0,6.29,0,0,56.65,0,0,0,0,0,0,0,0
 14-21,0,0,0,8,59,15,105,0,0,0,7,25,0,7,0,1,0,0,0,2,99,0,0,34,531,7,3,2,7,0,17,1,10,21,12,80,141,0,0,4,0,0
 24-34,0,0,0,13.13,22.16,2.46,382.52,0,0,3.28,31.19,0.82,0,5.75,0,1.64,0.82,0,0.82,0.82,110.82,0.82,0,55,1029.35,4.1,0.82,4.93,0.82,0,9.85,0,0,13.95,8.21,24.63,298.79,0,0,9.03,0,0.82
 36-46,0,0,0,0,16.11,0,777.47,0.81,0.81,3.22,82.98,3.22,0,4.83,0,0,0,0,0,0,131.32,0,5.64,63.65,807.28,1.61,0.81,2.42,0,0.81,2.42,0,0,4.03,2.42,0.81,364.97,0,0.81,8.86,0,2.42
 48-58,0,0,0,0,17.21,1.72,770.62,1.72,0,5.74,108.45,0,0,3.44,1.15,0,1.15,0.57,0.57,0,211.73,0,8.03,48.2,413.14,0.57,0,4.59,0,0.57,3.44,0,0,2.87,1.15,0,222.06,0,0.57,8.03,0,4.02
 60-70,0,0,0,0,17.67,0.98,941.28,2.94,2.94,4.91,118.76,8.83,0,3.93,0,0.98,3.93,0,0.98,0,230.66,0,8.83,41.22,309.18,0.98,1.96,2.94,0,0.98,6.87,0,0,1.96,0.98,0,104.04,0,3.93,4.91,4.91,8.83
 72-82,0,0,0,0.98,11.78,3.93,794.16,5.89,0,8.83,156.08,17.67,0,3.93,0.98,1.96,2.94,0,0.98,0,291.55,0.98,5.89,37.3,351.43,2.94,3.93,6.87,0,0.98,6.87,0,0,2.94,0.98,0,79.51,0.98,8.83,3.93,14.72,7.85
 84-94,1.06,0,2.12,0,24.43,1.06,454.55,1.06,0,7.43,123.2,19.12,0,1.06,0,2.12,14.87,1.06,3.19,0,186.92,1.06,11.68,37.17,182.67,0,1.06,4.25,0,3.19,11.68,0,0,1.06,0,0,81.78,2.12,1.06,5.31,13.81,7.43
 96-106,0,0,0,1.09,13.11,3.28,366.1,3.28,4.37,1.09,95.08,18.58,0,2.19,5.46,2.19,17.49,0,2.19,1.09,165.02,2.19,7.65,18.58,180.32,0,1.09,6.56,0,2.19,43.71,0,0,5.46,2.19,0,83.06,1.09,4.37,4.37,8.74,9.84
108-118,0,0,0,0.77,13.79,2.3,278.81,0,0,1.53,75.06,16.09,0,2.3,0.77,1.53,10.72,0,0,0,137.11,0,3.83,13.79,186.13,0,1.53,4.6,0,2.3,15.32,0,0,3.06,0.77,0,49.79,3.06,1.53,3.83,3.06,9.19
120,0,0,1.96,0,13.72,3.92,178.34,0,3.92,3.92,68.59,9.8,0,1.96,1.96,3.92,3.92,0,1.96,0,105.83,0,1.96,17.64,213.62,0,1.96,1.96,0,1.96,7.84,0,0,3.92,0,0,47.03,0,0,3.92,3.92,9.8
