stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,158.14,2003.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,177.76,1299.48,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,6.13,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,0,2.63,0,0,0,15.77,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,149.84,10.51,0,0,63.09,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,9.44,0,6.29,0,44.06,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,210.85,6.29,0,0,69.23,0,0,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,3,5,42,26,0,69,0,0,0,2,4,3,4,0,6,0,0,0,2,23,0,0,5,187,5,2,96,2,0,6,5,4,9,0,9,67,0,0,3,0,2
 24-34,0,0,3.28,0.82,18.88,8.21,0,582.81,0.82,0.82,2.46,9.03,0,0.82,0,0.82,21.34,1.64,13.13,1.64,28.73,64.03,2.46,0,18.06,666.54,2.46,22.16,18.88,0,0,29.55,1.64,0,5.75,0,4.1,147.75,0,0,17.24,0,15.6
 36-46,0,0,1.61,1.61,12.09,3.22,0,994.2,0.81,4.03,0.81,11.28,0,0.81,7.25,0.81,1.61,0,10.47,0,9.67,62.84,7.25,0,20.95,1068.32,0.81,18.53,4.03,0,0,24.98,1.61,0.81,6.45,2.42,0,248.15,0,0,8.06,0,5.64
 48-58,0,0,1.15,0,17.79,3.44,0,1018.5,2.3,6.31,7.46,45.9,1.15,0,2.87,3.44,3.44,3.44,13.77,0.57,4.02,94.1,2.3,1.15,14.35,1003.01,3.44,12.62,13.77,0,1.15,29.26,0,0,2.3,3.44,0,251.33,0,0.57,12.05,0,9.18
 60-70,0,0,0,0,35.33,1.96,0,983.48,2.94,6.87,12.76,65.76,8.83,0.98,2.94,10.8,5.89,8.83,11.78,0,0.98,137.41,4.91,3.93,9.82,1011.95,0.98,19.63,15.7,0,0,45.15,0.98,0,4.91,0,0,198.27,1.96,6.87,6.87,0.98,4.91
 72-82,0,0,7.85,0,37.3,9.82,0.98,881.53,0.98,2.94,10.8,191.42,21.6,0.98,2.94,16.69,11.78,5.89,12.76,2.94,2.94,249.34,3.93,6.87,13.74,932.58,1.96,28.47,32.39,0,4.91,36.32,0.98,0,4.91,0.98,0,117.8,10.8,9.82,25.52,4.91,2.94
 84-94,1.06,0,3.19,0,57.35,18.05,1.06,596.87,4.25,14.87,10.62,117.89,28.68,3.19,2.12,22.3,21.24,12.74,25.49,8.5,5.31,148.69,11.68,11.68,11.68,471.54,1.06,27.61,35.05,0,3.19,79.65,0,0,10.62,5.31,0,70.09,6.37,2.12,20.18,6.37,5.31
 96-106,0,0,8.74,0,50.27,16.39,2.19,440.42,2.19,12.02,4.37,135.51,45.9,1.09,7.65,28.41,31.69,9.84,38.25,10.93,3.28,165.02,6.56,8.74,8.74,429.49,5.46,37.16,40.44,0,4.37,84.15,0,0,13.11,2.19,0,32.79,22.95,7.65,21.86,9.84,4.37
108-118,0,0,3.06,0.77,80.43,17.62,10.72,396,3.06,10.72,8.43,123.32,61.28,0.77,3.06,18.38,19.92,19.15,36.77,9.19,2.3,167.75,4.6,6.89,10.72,430.47,3.06,24.51,32.17,0,3.83,45.19,0,0,9.19,6.89,0,21.45,25.28,5.36,15.32,3.83,4.6
120,0,0,7.84,0,115.63,13.72,5.88,391.96,9.8,17.64,11.76,131.31,50.95,0,5.88,37.24,11.76,7.84,19.6,27.44,3.92,137.18,5.88,5.88,11.76,666.33,7.84,15.68,41.16,0,3.92,62.71,1.96,0,11.76,1.96,0,39.2,15.68,3.92,33.32,5.88,1.96
