stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,1,0,7,161,12,0,11,0,6,0,3,7,1,1,0,5,0,1,0,1,36,1,0,26,96,55,0,3,4,0,29,1,31,0,3,27,73,0,0,6,0,0
 24-34,0,3.28,5.75,103.43,2.46,0,27.91,0,14.78,4.1,13.95,3.28,0.82,4.1,0,14.78,1.64,8.21,0.82,0.82,131.34,13.95,0,93.58,192.08,55,1.64,4.93,0,0.82,78.8,0,0,3.28,0.82,13.95,62.39,0,0,20.52,0,1.64
 36-46,0,0,0,39.48,0,0,16.92,0,9.67,11.28,21.75,2.42,0,3.22,0,4.83,0,2.42,1.61,0,190.94,9.67,0,63.65,102.32,37.87,5.64,11.28,0,0,45.92,0,0,0,0.81,1.61,36.26,0,0.81,17.72,0,0.81
 48-58,0,0,0.57,27.54,0,0,19.51,0,9.75,17.79,25.25,1.72,0.57,6.89,0,1.72,0,9.18,1.15,0.57,256.49,10.33,2.87,45.33,34.43,14.92,2.3,16.64,0,0.57,27.54,0,0,0,0,0,14.92,0,1.72,14.92,0,1.15
 60-70,0,0,0,43.19,0,0,26.5,0.98,9.82,14.72,17.67,5.89,0,2.94,0.98,1.96,0,3.93,1.96,1.96,379.85,11.78,6.87,44.17,35.33,7.85,2.94,13.74,0,1.96,32.39,0,0,0.98,0,0,11.78,3.93,6.87,6.87,5.89,3.93
 72-82,0,0.98,0.98,44.17,0.98,0,14.72,0.98,3.93,11.78,17.67,11.78,0,1.96,0.98,0.98,0,10.8,0,0.98,426.04,24.54,11.78,37.3,23.56,2.94,2.94,24.54,0,2.94,28.47,0,0.98,0,0,0,4.91,3.93,5.89,20.61,8.83,1.96
 84-94,0,0,0,83.9,1.06,0,41.42,0,12.74,21.24,15.93,18.05,0,4.25,3.19,7.43,1.06,10.62,2.12,0,375.96,32.92,15.93,38.23,25.49,13.81,4.25,29.74,0,1.06,149.75,0,0,4.25,0,0,5.31,8.5,5.31,28.68,14.87,2.12
 96-106,0,2.19,1.09,104.91,1.09,1.09,27.32,0,8.74,8.74,24.04,32.79,0,9.84,0,15.3,3.28,15.3,0,1.09,302.72,22.95,7.65,21.86,26.23,1.09,9.84,26.23,0,1.09,106.01,1.09,0,2.19,0,0,6.56,14.21,8.74,21.86,13.11,2.19
108-118,0,0,0,71.23,0.77,2.3,16.85,0,19.15,13.79,15.32,29.11,0,2.3,1.53,9.96,1.53,5.36,0.77,0.77,222.13,15.32,7.66,20.68,34.47,6.13,5.36,22.21,0,3.06,59.75,0,0,2.3,0.77,0,3.06,16.85,3.83,18.38,5.36,2.3
120,0,0,1.96,74.47,0,0,11.76,0,5.88,9.8,23.52,17.64,0,5.88,0,0,3.92,3.92,1.96,0,125.43,7.84,1.96,15.68,25.48,11.76,3.92,9.8,0,1.96,68.59,0,0,3.92,0,0,7.84,11.76,0,9.8,3.92,0
