stage,endocrine.pancreas,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,periderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 36-46,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0.81,0,0,0,0,0,0,0.81,0,0,0,0,0
 48-58,0,1.15,0,0,32.13,0,0,0,0.57,0,0,0,0,0,0,1.15,0,0,0,13.2,0.57,0,0,0,0,0,2.3,0,0,0,0,1.15
 60-70,0,0,0,0,72.63,0.98,0,0,2.94,0.98,0,0.98,0,0,0,10.8,0,0,0,28.46,0,0,0,1.96,0,0,4.91,0,0,0,0,0
 72-82,0,0,0.98,0,75.59,0,0.98,0.98,1.96,0,0,0,0,0,0.98,11.78,0,0,0,30.43,0,0.98,0,0.98,0,0,2.94,0.98,0,0.98,0,0.98
 84-94,0,1.06,1.06,0,91.34,0,0,1.06,3.19,0,0,0,1.06,0,0,4.25,1.06,2.12,0,13.81,0,0,0,1.06,0,0,3.19,0,2.12,3.19,0,1.06
 96-106,0,4.37,0,1.09,51.36,0,0,0,2.19,0,0,0,0,0,0,4.37,0,0,0,7.65,0,0,1.09,3.28,0,0,0,0,0,0,1.09,0
108-118,0.77,0.77,3.83,0,70.47,0,0,0,1.53,0,0.77,0.77,0.77,0,0,15.32,0,0,0.77,20.68,0,0,1.53,2.3,0.77,0,0,0,0,2.3,0,0
120,0,1.96,0,0,76.43,0,0,0,0,0,0,0,0,1.96,0,5.88,0,0,0,27.44,0,0,0,1.96,0,0,0,0,0,1.96,0,0
