stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,619.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,104.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,39.43,0,0,0,10.51,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,70.98,34.17,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,9.44,0,0,0,15.73,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,226.58,100.7,0,0,160.5,0,0,3.15,3.15,0,15.73,0,0,0,0,0,0
 14-21,0,0,0,3,17,6,0,6,0,4,0,11,5,0,4,0,0,0,0,0,0,30,0,0,16,151,73,0,0,5,0,0,28,5,26,114,235,0,0,1,0,0
 24-34,0,0,0,3.28,8.21,0.82,0,21.34,0,15.6,2.46,8.21,6.57,0.82,2.46,0,0,0.82,0.82,0,0.82,59.1,0,0.82,18.88,268.42,10.67,0,1.64,0,0.82,4.1,1.64,5.75,3.28,18.06,239.69,0,0,2.46,0,0
 36-46,0,0,0,0,4.83,0.81,0,24.17,0,12.89,0,12.89,4.03,1.61,13.7,1.61,0,0,0,0,0,55.59,0,3.22,11.28,199,8.06,0,0.81,0,0,4.83,0,0,1.61,0.81,159.52,0,1.61,3.22,0,0
 48-58,0,0,0,0.57,2.87,0,0,20.08,1.72,17.21,3.44,22.38,0.57,0.57,7.46,1.72,0,0.57,0,0.57,0.57,68.28,0,3.44,10.9,68.86,4.02,0,1.72,0,0,20.08,0,0,0.57,0,86.07,0,2.3,1.72,0,0
 60-70,0,0,0,0,2.94,0,0,10.8,0,16.69,2.94,31.41,0,0.98,2.94,6.87,0.98,0,0,0.98,0,73.61,0,3.93,7.85,25.52,5.89,0,2.94,0,2.94,28.46,0,2.94,1.96,0,20.61,0,2.94,2.94,0.98,0
 72-82,0,0,0.98,0,4.91,0,0,14.72,0,23.56,2.94,47.12,2.94,0.98,9.82,3.93,0.98,0,0,0,0,136.45,0,8.83,7.85,32.39,1.96,0.98,5.89,0,2.94,43.19,0,0,0,0,4.91,1.96,9.82,6.87,9.82,1.96
 84-94,0,0,0,0,13.81,2.12,0,25.49,0,56.29,0,23.36,6.37,2.12,8.5,11.68,2.12,1.06,1.06,3.19,0,89.21,0,6.37,1.06,20.18,5.31,0,5.31,0,1.06,81.78,0,0,1.06,0,5.31,2.12,5.31,2.12,11.68,0
 96-106,0,0,0,0,8.74,0,1.09,21.86,1.09,50.27,3.28,43.71,10.93,1.09,13.11,10.93,0,0,0,2.19,0,102.73,1.09,6.56,2.19,33.88,5.46,1.09,3.28,0,3.28,95.08,0,0,0,0,5.46,3.28,10.93,6.56,14.21,0
108-118,0,0,0.77,0,13.79,1.53,6.13,12.26,0,70.47,6.13,26.81,13.02,0,3.83,5.36,0,4.6,0.77,6.13,1.53,89.62,0,3.83,3.06,22.98,9.19,0,2.3,0,1.53,52.85,0,0,0,0,3.06,1.53,8.43,5.36,4.6,0
120,0,0,0,1.96,5.88,1.96,0,5.88,0,48.99,3.92,27.44,13.72,0,9.8,1.96,1.96,3.92,0,0,1.96,41.16,0,3.92,0,25.48,7.84,0,3.92,0,1.96,62.71,0,1.96,0,0,0,0,11.76,0,9.8,0
