stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,2029.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,674.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,7.89,0,0,0,13.14,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,152.47,7.89,0,0,76.23,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,18.88,0,3.15,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,207.7,6.29,0,0,66.09,0,0,3.15,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,1,2,14,1,0,8,0,0,0,4,2,0,2,1,2,0,0,0,1,12,0,0,9,75,2,1,2,1,0,3,0,8,2,13,32,0,0,2,0,0
 24-34,0,0,0.82,0,4.93,1.64,0,20.52,0,0.82,1.64,4.1,0,0,0,4.93,0.82,0.82,0.82,0,0.82,42.68,0,0,27.09,137.08,2.46,0.82,4.1,0,0,16.42,0,0,2.46,4.93,41.04,0,0,13.95,0,3.28
 36-46,0,0,0,0,6.45,0,0,13.7,0,0,4.03,1.61,0,0,0.81,14.5,0,1.61,2.42,0,0,70.9,0,0,23.36,122.46,4.03,2.42,4.03,0,0,8.86,0,0,1.61,0,38.67,0,0,11.28,0,8.06
 48-58,0,0,0.57,0,4.02,1.72,0,28.12,0,0,5.74,8.61,0,1.15,0.57,10.33,1.72,0,0.57,0,0.57,122.79,1.15,1.15,17.79,83.78,1.15,0.57,2.3,0,0.57,5.16,0,0,1.72,0,29.26,0,0,12.05,0,14.92
 60-70,0,0,0,0,5.89,0,0,66.74,0,3.93,2.94,19.63,0.98,0.98,0,26.5,0,2.94,0,0,1.96,214.95,0.98,2.94,23.56,119.75,1.96,0,0.98,0,1.96,8.83,0,0,0,0,26.5,0,0.98,11.78,0,25.52
 72-82,0,0,1.96,0,10.8,14.72,0,43.19,0.98,0.98,16.69,23.56,3.93,1.96,3.93,28.47,0.98,7.85,9.82,0,0.98,222.84,0.98,4.91,28.47,87.37,0.98,1.96,5.89,0,0.98,15.71,0,0,1.96,0,8.83,0.98,3.93,22.58,1.96,14.72
 84-94,0,0,0,0,14.87,7.43,0,37.17,0,2.12,6.37,9.56,2.12,2.12,0,29.74,3.19,8.5,1.06,2.12,2.12,160.37,2.12,2.12,8.5,48.85,2.12,1.06,4.25,0,1.06,57.35,0,0,4.25,0,2.12,0,1.06,10.62,2.12,16.99
 96-106,0,0,0,0,12.02,9.84,0,36.06,0,1.09,3.28,10.93,5.46,0,1.09,26.23,2.19,12.02,1.09,3.28,1.09,142.07,3.28,1.09,6.56,43.71,0,1.09,5.46,0,1.09,77.59,0,0,8.74,0,0,2.19,3.28,24.04,4.37,27.32
108-118,0,0,0,0,14.55,4.6,4.6,29.11,0,3.06,1.53,5.36,13.79,0,1.53,29.87,2.3,13.79,0.77,3.83,2.3,125.62,3.06,2.3,13.02,48.26,1.53,3.06,3.06,0,0.77,46.72,0,0,3.83,0,1.53,0,4.6,15.32,1.53,16.85
120,0,0,0,0,17.64,0,0,9.8,0,1.96,5.88,3.92,11.76,0,0,33.32,0,7.84,0,0,0,72.51,1.96,1.96,11.76,50.95,1.96,0,1.96,0,1.96,76.43,0,0,1.96,0,1.96,1.96,0,9.8,1.96,3.92
