stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,685.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,435.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,10.51,15.77,0,0,0,31.54,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,199.78,2.63,0,0,84.12,0,2.63,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,28.32,0,0,0,40.91,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,487.78,9.44,0,0,163.64,0,3.15,12.59,0,25.18,0,3.15,0,0,0,0,0,0
 14-21,0,0,3,20,10,0,11,0,0,0,2,2,0,1,0,0,1,0,0,0,9,0,0,8,90,5,0,1,6,0,2,0,11,0,1,8,33,0,0,2,0,0
 24-34,0,0,2.46,4.93,4.1,0,25.45,0,0.82,0.82,4.93,0.82,0,0.82,0,0,0,0.82,0.82,0,36.12,0,0,13.13,208.5,3.28,1.64,6.57,0,0,1.64,0,0,0,0,4.1,54.18,0,0,5.75,0,0.82
 36-46,0,0,0.81,5.64,0.81,0,41.09,0,0,0,8.06,0,0,0,0,0,0,0,0,0,21.75,0,0,7.25,139.38,3.22,0,0,0,0,1.61,0,0,0,0,0,32.23,0,0,0.81,0,0
 48-58,0,0,0,1.72,0.57,0,48.2,0.57,0.57,1.15,10.9,0.57,0.57,0.57,0.57,0,0,0,0.57,0.57,25.82,0.57,0.57,4.59,68.28,0.57,1.15,0,0,0.57,1.72,0,0,0,0,0,17.21,0,0,1.72,0,0
 60-70,0,0,0,2.94,0,0,42.21,0,0,1.96,18.65,0,0,0,0,0,0,0,0,0,23.56,0,2.94,4.91,66.74,0,1.96,1.96,0,0,1.96,0,0,0,0,0,5.89,0,0,0.98,0,0
 72-82,0,0,0,4.91,1.96,0,41.23,0,0,2.94,19.63,0.98,0,0.98,1.96,0.98,0,0.98,0.98,0.98,44.17,0.98,1.96,7.85,63.81,0.98,0.98,0,0,0,1.96,0,0,0.98,0,0,8.83,0,0.98,3.93,0.98,0
 84-94,0,0,0,6.37,3.19,1.06,30.8,1.06,1.06,3.19,8.5,0,0,2.12,3.19,0,0,0,0,0,31.86,0,1.06,6.37,42.48,0,1.06,2.12,0,0,3.19,0,0,0,0,0,5.31,0,1.06,4.25,1.06,0
 96-106,0,0,0,4.37,3.28,1.09,18.58,0,1.09,1.09,7.65,1.09,0,0,2.19,0,1.09,0,0,0,22.95,0,1.09,4.37,55.74,2.19,2.19,4.37,0,0,6.56,0,0,1.09,0,0,3.28,1.09,3.28,2.19,2.19,0
108-118,0,0,0,8.43,2.3,0.77,11.49,0,1.53,0.77,17.62,0.77,0,1.53,2.3,1.53,0.77,0,0,1.53,20.68,0,0,6.13,56.68,1.53,0.77,2.3,0,0.77,3.06,0,0,0,0,0,1.53,0.77,0,2.3,0,1.53
120,0,0,1.96,7.84,1.96,0,17.64,0,0,0,17.64,0,0,0,0,0,1.96,0,0,1.96,21.56,0,1.96,1.96,45.08,0,0,1.96,0,1.96,3.92,0,0,1.96,0,0,0,0,0,3.92,0,0
