stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,1897.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,85.81,1011.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,42.91,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,42.06,26.29,0,68.35,0,5.26,0,147.21,0,0,0,0,60.46,0,0,0,0,0,0,0,0,0,0,0,977.88,44.69,0,0,496.83,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,50.35,0,107,0,22.03,0,107,0,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,1412.99,50.35,0,0,465.75,0,0,22.03,3.15,40.91,0,12.59,0,0,0,0,0,0
 14-21,1,0,0,5,116,17,0,26,0,0,24,5,0,1,0,0,0,0,0,0,48,0,0,22,370,5,4,15,18,0,1,2,62,19,2,51,161,0,0,5,0,0
 24-34,0.82,0,1.64,4.1,39.4,1.64,0,66.49,4.1,1.64,19.7,0,0.82,1.64,0.82,1.64,0,3.28,0,1.64,61.56,0.82,0,28.73,520.42,4.93,19.7,9.85,0,0,12.31,0,0,9.03,1.64,7.39,118.2,0,0,16.42,0,4.1
 36-46,0,0,0.81,0,13.7,0.81,0,145.83,1.61,4.83,32.23,0,0,0,0,0.81,0,2.42,0.81,0,81.37,0,2.42,19.34,447.95,1.61,9.67,4.03,0,0,9.67,0,0,4.83,0.81,0.81,109.57,0,0,8.86,0,1.61
 48-58,0,0,0,0,8.03,0,0,213.46,4.02,1.15,35.58,1.15,0,0.57,0,1.15,0.57,3.44,0,0,81.48,1.15,4.02,11.48,262.23,0.57,6.31,6.31,0.57,0.57,5.16,0,0,1.15,0,0,51.07,0,0,4.02,0,2.3
 60-70,0,0,0,0,5.89,0,0,287.59,0,0,44.17,2.94,0,1.96,0.98,0.98,0,4.91,0,1.96,134.47,0.98,4.91,10.8,272.86,0.98,17.67,4.91,0,0,4.91,0,0,1.96,0,0,45.15,0.98,3.93,7.85,1.96,2.94
 72-82,0,0,8.83,0,12.76,0,0,235.6,4.91,7.85,58.9,3.93,0,0,2.94,3.93,2.94,2.94,0.98,0.98,144.3,0.98,3.93,11.78,238.54,0,17.67,14.72,0,0.98,7.85,0,0,0.98,0,0,19.63,3.93,2.94,7.85,1.96,2.94
 84-94,0,0,1.06,0,25.49,3.19,0,158.24,8.5,4.25,40.36,1.06,0,1.06,2.12,1.06,7.43,5.31,2.12,0,103.02,1.06,5.31,14.87,143.38,1.06,7.43,11.68,0,0,23.36,0,0,1.06,0,0,10.62,1.06,4.25,12.74,5.31,2.12
 96-106,0,0,3.28,0,18.58,4.37,1.09,108.19,6.56,4.37,32.79,9.84,0,1.09,5.46,3.28,1.09,13.11,0,1.09,88.52,1.09,4.37,16.39,116.93,1.09,25.14,14.21,0,0,19.67,0,0,2.19,0,0,6.56,3.28,2.19,6.56,3.28,1.09
108-118,0,0,0.77,0,32.94,2.3,0,90.38,8.43,5.36,44.43,3.83,0,2.3,3.06,2.3,3.83,3.83,3.06,0,81.96,1.53,3.83,8.43,137.87,2.3,13.79,12.26,0,0,13.79,0,0,2.3,0,0,5.36,1.53,2.3,9.96,0.77,0.77
120,0,0,1.96,0,25.48,1.96,0,62.71,3.92,3.92,23.52,3.92,0,1.96,5.88,3.92,1.96,7.84,0,0,39.2,0,1.96,7.84,129.35,0,9.8,1.96,0,1.96,25.48,0,1.96,1.96,1.96,0,1.96,1.96,1.96,3.92,3.92,0
