stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,1001.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,686.52,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,21.03,0,57.83,0,0,0,78.86,0,0,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,659.81,18.4,0,0,289.16,0,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,40.91,0,0,0,66.09,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,528.69,12.59,0,0,229.73,0,0,9.44,0,28.32,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,11,97,20,0,47,0,1,0,15,8,0,3,0,4,1,0,0,2,49,0,0,42,514,20,3,7,15,0,24,2,65,8,5,91,201,0,0,3,0,1
 24-34,0,0,0.82,1.64,41.04,0.82,0,120.67,0,6.57,2.46,19.7,0.82,0.82,5.75,2.46,3.28,0,1.64,0.82,3.28,82.91,1.64,0.82,45.15,1061.37,2.46,11.49,6.57,0,0,41.86,0,0.82,6.57,0.82,18.06,253.64,0,0,16.42,0,3.28
 36-46,0,0,0,0,20.14,2.42,0,250.56,0.81,4.83,4.83,41.09,0.81,0,2.42,0.81,0,0.81,4.03,0,0.81,108.77,0,1.61,26.59,1156.94,5.64,15.31,6.45,0,0,29,2.42,0,3.22,0,0,282.79,0,0,12.09,0,2.42
 48-58,0.57,0,0.57,0.57,20.66,0.57,0,373.55,0.57,4.02,8.61,60.25,0,1.15,2.3,2.3,0.57,1.72,1.72,0.57,1.15,121.07,1.72,4.02,26.97,797.01,2.87,6.31,5.74,0,0.57,14.92,0,0,1.15,0.57,0,191.65,0,0,6.31,0.57,4.59
 60-70,0,0,0,0,25.52,2.94,0,441.68,1.96,6.87,3.93,67.73,4.91,0,2.94,8.83,1.96,1.96,1.96,1.96,0.98,160.97,0,3.93,11.78,711.6,0,4.91,6.87,0,2.94,23.56,0,0,1.96,2.94,0,101.1,0.98,2.94,12.76,0.98,1.96
 72-82,0,0,5.89,0,23.56,19.63,0,330.82,0.98,1.96,4.91,74.61,5.89,0.98,3.93,10.8,1.96,6.87,4.91,0.98,0.98,180.63,0,5.89,19.63,523.23,0.98,7.85,4.91,0,0.98,33.38,0,0,1.96,0,0,48.1,5.89,5.89,32.39,5.89,3.93
 84-94,0,0,1.06,0,53.1,10.62,1.06,199.66,3.19,10.62,7.43,60.54,10.62,1.06,2.12,15.93,7.43,8.5,1.06,1.06,2.12,138.06,3.19,9.56,20.18,280.38,4.25,6.37,11.68,0,3.19,74.34,0,0,4.25,0,0,25.49,4.25,3.19,20.18,4.25,1.06
 96-106,0,0,3.28,1.09,39.34,24.04,0,161.74,0,4.37,1.09,50.27,14.21,0,3.28,25.14,4.37,1.09,6.56,3.28,1.09,99.45,3.28,5.46,10.93,239.33,2.19,5.46,16.39,0,2.19,62.29,0,0,0,1.09,0,10.93,10.93,5.46,22.95,9.84,8.74
108-118,0,0,0.77,0.77,40.6,8.43,0.77,134.81,0,11.49,4.6,43.66,9.96,0,1.53,15.32,3.83,6.13,0.77,1.53,1.53,75.06,5.36,4.6,16.09,290.3,3.06,7.66,9.19,0,1.53,44.43,0,0,1.53,0.77,0,14.55,6.89,2.3,13.79,0.77,2.3
120,0,0,3.92,0,62.71,21.56,0,146.98,3.92,7.84,1.96,39.2,13.72,0,0,17.64,1.96,9.8,5.88,1.96,1.96,94.07,1.96,1.96,9.8,244.97,9.8,1.96,11.76,0,0,47.03,0,0,9.8,0,0,7.84,1.96,1.96,25.48,5.88,0
