stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,144.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,288.09,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,7.89,0,7.89,0,0,28.92,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,170.87,13.14,0,0,60.46,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,9.44,0,3.15,22.03,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,176.23,9.44,0,0,56.65,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,54,5,26,0,0,0,4,3,1,1,0,1,0,0,1,1,24,0,0,18,345,6,0,2,4,0,4,0,50,0,2,51,103,0,0,4,0,1
 24-34,0,0,0.82,2.46,8.21,2.46,45.15,0,1.64,0,9.85,2.46,0,0.82,0,1.64,0,0,2.46,0,31.19,0.82,0,11.49,367.74,1.64,1.64,4.93,0,0,4.93,0,0,0.82,0,8.21,87.83,0,0,4.93,0,0
 36-46,0,0,0,0.81,0.81,0.81,54.79,0,0,3.22,12.09,0,0,1.61,1.61,0,0.81,0.81,0,2.42,34.64,0,0.81,10.47,265.87,0.81,3.22,0,0,0,5.64,0,0,0.81,0,0,63.65,0,0,1.61,0,0.81
 48-58,0,0,0,0,5.16,0,73.45,0,1.15,0.57,21.8,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0,1.15,35.58,0,1.72,5.74,169.85,0.57,1.15,1.72,0,0,1.72,0,0,0,0,0,48.2,0,0,2.3,0,1.72
 60-70,0,0,0,0,2.94,0,103.06,0,0,0,32.39,1.96,0,0,1.96,0,0,0,0.98,0,33.37,0,0.98,4.91,142.32,0,0,0.98,0,0,11.78,0,0,0,0,0,24.54,0,0.98,1.96,0,0
 72-82,0,0,0,0,2.94,2.94,91.29,0.98,0.98,2.94,33.38,4.91,0,0.98,0,0,0,0.98,0,0,72.64,0.98,1.96,7.85,158.05,0,4.91,2.94,0,0,3.93,0,0,0,0,0,12.76,1.96,0.98,4.91,0.98,0
 84-94,0,0,0,1.06,7.43,0,57.35,0,1.06,1.06,21.24,6.37,1.06,2.12,2.12,1.06,0,0,1.06,1.06,36.11,0,1.06,8.5,96.65,0,1.06,3.19,0,1.06,16.99,0,0,0,0,0,9.56,0,0,3.19,3.19,2.12
 96-106,0,0,0,0,8.74,4.37,45.9,0,1.09,1.09,38.25,2.19,0,0,2.19,3.28,2.19,4.37,1.09,0,59.01,1.09,2.19,8.74,83.06,1.09,5.46,2.19,0,0,26.23,0,0,0,0,0,3.28,0,0,5.46,2.19,2.19
108-118,0,0,0.77,0,13.79,2.3,49.02,0,3.83,2.3,35.23,0.77,0,0.77,1.53,2.3,1.53,0.77,0.77,0,45.96,0.77,1.53,13.02,95.75,1.53,2.3,5.36,0,1.53,18.38,0,0,0.77,0,0,3.83,0,1.53,5.36,0.77,3.83
120,0,0,0,0,11.76,1.96,29.4,0,1.96,1.96,7.84,3.92,0,1.96,1.96,1.96,0,0,0,0,21.56,0,0,5.88,88.19,0,3.92,0,0,0,7.84,0,0,0,0,0,3.92,3.92,0,3.92,0,1.96
